section,row_id,packet_or_criterion,parent_id,required_or_blank_count,filled_or_pass_count,gate_open
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-001,dated_non_personal_review_return_evidence_identity,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-001,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-002,parent_review_return_row_match,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-001,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-003,blank_return_field_preservation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-001,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-004,criteria_decision_absence_confirmation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-001,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-005,downstream_gate_limit_confirmation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-001,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-006,dated_non_personal_review_return_evidence_identity,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-002,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-007,parent_review_return_row_match,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-002,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-008,blank_return_field_preservation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-002,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-009,criteria_decision_absence_confirmation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-002,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-010,downstream_gate_limit_confirmation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-002,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-011,dated_non_personal_review_return_evidence_identity,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-003,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-012,parent_review_return_row_match,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-003,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-013,blank_return_field_preservation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-003,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-014,criteria_decision_absence_confirmation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-003,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-015,downstream_gate_limit_confirmation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-003,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-016,dated_non_personal_review_return_evidence_identity,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-004,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-017,parent_review_return_row_match,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-004,6,0,false
return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVRET-ECRIT-018,blank_return_field_preservation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-004,6,0,false
