section,row_id,packet_or_field,parent_id,blank_or_required_count,filled_count,gate_open
selected_excerpt_attribution_notice_template,ODRF-SEL-EXC-ATTR-NOTICE-01,proof_reading_and_definition_use,ODRF-SRC-CAP-POL-RETURN-004,14,0,false
selected_excerpt_attribution_notice_template,ODRF-SEL-EXC-ATTR-NOTICE-02,sets_membership_subset_equality,ODRF-SRC-CAP-POL-RETURN-008,14,0,false
selected_excerpt_attribution_notice_template,ODRF-SEL-EXC-ATTR-NOTICE-03,domain_codomain_range,ODRF-SRC-CAP-POL-RETURN-012,14,0,false
selected_excerpt_attribution_notice_template,ODRF-SEL-EXC-ATTR-NOTICE-04,function_as_relation_boundary,ODRF-SRC-CAP-POL-RETURN-016,14,0,false
selected_excerpt_attribution_notice_template,ODRF-SEL-EXC-ATTR-NOTICE-05,injective_surjective_bijective,ODRF-SRC-CAP-POL-RETURN-020,14,0,false
selected_excerpt_attribution_notice_template,ODRF-SEL-EXC-ATTR-NOTICE-06,relation_properties,ODRF-SRC-CAP-POL-RETURN-024,14,0,false
selected_excerpt_attribution_notice_template,ODRF-SEL-EXC-ATTR-NOTICE-07,equivalence_order_poset,ODRF-SRC-CAP-POL-RETURN-028,14,0,false
selected_excerpt_attribution_notice_template,ODRF-SEL-EXC-ATTR-NOTICE-08,composition_inverse,ODRF-SRC-CAP-POL-RETURN-032,14,0,false
selected_excerpt_attribution_notice_template,ODRF-SEL-EXC-ATTR-NOTICE-09,finite_infinite_equinumerosity,ODRF-SRC-CAP-POL-RETURN-036,14,0,false
selected_excerpt_attribution_notice_template,ODRF-SEL-EXC-ATTR-NOTICE-10,high_density_source_shelf_selection,ODRF-SRC-CAP-POL-RETURN-040,14,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-01,source_system_id,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-02,source_file_or_route,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-03,selected_excerpt_id,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-04,exact_line_span,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-05,source_title_or_edition,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-06,source_author_or_project_attribution,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-07,source_url_or_repository_route,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-08,license_url_or_license_file_route,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-09,license_compatibility_note,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-10,modification_or_adaptation_notice,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-11,attribution_notice_text,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-12,notice_placement,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-13,reviewer_scope_return_id,,10,0,false
notice_field_summary,ODRF-SEL-EXC-ATTR-FIELD-14,owner_or_reviewer_acceptance_note,,10,0,false
packet_unit_summary,ODRF-SEL-EXC-ATTR-PACKET-01,proof_reading_and_definition_use,ODRF-SRC-CAP-POL-RETURN-004,1,0,false
packet_unit_summary,ODRF-SEL-EXC-ATTR-PACKET-02,sets_membership_subset_equality,ODRF-SRC-CAP-POL-RETURN-008,1,0,false
packet_unit_summary,ODRF-SEL-EXC-ATTR-PACKET-03,domain_codomain_range,ODRF-SRC-CAP-POL-RETURN-012,1,0,false
packet_unit_summary,ODRF-SEL-EXC-ATTR-PACKET-04,function_as_relation_boundary,ODRF-SRC-CAP-POL-RETURN-016,1,0,false
packet_unit_summary,ODRF-SEL-EXC-ATTR-PACKET-05,injective_surjective_bijective,ODRF-SRC-CAP-POL-RETURN-020,1,0,false
packet_unit_summary,ODRF-SEL-EXC-ATTR-PACKET-06,relation_properties,ODRF-SRC-CAP-POL-RETURN-024,1,0,false
packet_unit_summary,ODRF-SEL-EXC-ATTR-PACKET-07,equivalence_order_poset,ODRF-SRC-CAP-POL-RETURN-028,1,0,false
packet_unit_summary,ODRF-SEL-EXC-ATTR-PACKET-08,composition_inverse,ODRF-SRC-CAP-POL-RETURN-032,1,0,false
packet_unit_summary,ODRF-SEL-EXC-ATTR-PACKET-09,finite_infinite_equinumerosity,ODRF-SRC-CAP-POL-RETURN-036,1,0,false
packet_unit_summary,ODRF-SEL-EXC-ATTR-PACKET-10,high_density_source_shelf_selection,ODRF-SRC-CAP-POL-RETURN-040,1,0,false
