section,row_id,packet_or_field,parent_id,blank_or_required_count,filled_or_return_count,gate_open
selected_excerpt_attribution_notice_template_review_return_ledger,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-01,proof_reading_and_definition_use,ODRF-SEL-EXC-ATTR-REVIEW-01,10,0,false
selected_excerpt_attribution_notice_template_review_return_ledger,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-02,sets_membership_subset_equality,ODRF-SEL-EXC-ATTR-REVIEW-02,10,0,false
selected_excerpt_attribution_notice_template_review_return_ledger,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-03,domain_codomain_range,ODRF-SEL-EXC-ATTR-REVIEW-03,10,0,false
selected_excerpt_attribution_notice_template_review_return_ledger,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-04,function_as_relation_boundary,ODRF-SEL-EXC-ATTR-REVIEW-04,10,0,false
selected_excerpt_attribution_notice_template_review_return_ledger,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-05,injective_surjective_bijective,ODRF-SEL-EXC-ATTR-REVIEW-05,10,0,false
selected_excerpt_attribution_notice_template_review_return_ledger,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-06,relation_properties,ODRF-SEL-EXC-ATTR-REVIEW-06,10,0,false
selected_excerpt_attribution_notice_template_review_return_ledger,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-07,equivalence_order_poset,ODRF-SEL-EXC-ATTR-REVIEW-07,10,0,false
selected_excerpt_attribution_notice_template_review_return_ledger,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-08,composition_inverse,ODRF-SEL-EXC-ATTR-REVIEW-08,10,0,false
selected_excerpt_attribution_notice_template_review_return_ledger,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-09,finite_infinite_equinumerosity,ODRF-SEL-EXC-ATTR-REVIEW-09,10,0,false
selected_excerpt_attribution_notice_template_review_return_ledger,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-10,high_density_source_shelf_selection,ODRF-SEL-EXC-ATTR-REVIEW-10,10,0,false
review_return_field_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-FIELD-01,return_date,,10,0,false
review_return_field_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-FIELD-02,return_authority_role,,10,0,false
review_return_field_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-FIELD-03,non_personal_review_route_or_owner_id,,10,0,false
review_return_field_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-FIELD-04,template_structure_decision,,10,0,false
review_return_field_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-FIELD-05,parent_policy_link_decision,,10,0,false
review_return_field_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-FIELD-06,blank_notice_field_decision,,10,0,false
review_return_field_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-FIELD-07,source_text_absence_decision,,10,0,false
review_return_field_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-FIELD-08,downstream_gate_decision,,10,0,false
review_return_field_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-FIELD-09,notice_template_approval_decision,,10,0,false
review_return_field_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-FIELD-10,return_note,,10,0,false
review_field_return_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-RFIELD-01,review_date,,10,0,false
review_field_return_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-RFIELD-02,reviewer_role,,10,0,false
review_field_return_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-RFIELD-03,template_structure_review,,10,0,false
review_field_return_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-RFIELD-04,parent_policy_link_review,,10,0,false
review_field_return_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-RFIELD-05,blank_notice_field_review,,10,0,false
review_field_return_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-RFIELD-06,source_text_absence_review,,10,0,false
review_field_return_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-RFIELD-07,downstream_gate_review,,10,0,false
review_field_return_summary,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-RFIELD-08,review_note,,10,0,false
