section,row_id,packet_or_field,parent_id,blank_or_required_count,filled_or_return_count,gate_open
selected_excerpt_attribution_notice_template_review_packet,ODRF-SEL-EXC-ATTR-REVIEW-01,proof_reading_and_definition_use,ODRF-SEL-EXC-ATTR-NOTICE-01,8,0,false
selected_excerpt_attribution_notice_template_review_packet,ODRF-SEL-EXC-ATTR-REVIEW-02,sets_membership_subset_equality,ODRF-SEL-EXC-ATTR-NOTICE-02,8,0,false
selected_excerpt_attribution_notice_template_review_packet,ODRF-SEL-EXC-ATTR-REVIEW-03,domain_codomain_range,ODRF-SEL-EXC-ATTR-NOTICE-03,8,0,false
selected_excerpt_attribution_notice_template_review_packet,ODRF-SEL-EXC-ATTR-REVIEW-04,function_as_relation_boundary,ODRF-SEL-EXC-ATTR-NOTICE-04,8,0,false
selected_excerpt_attribution_notice_template_review_packet,ODRF-SEL-EXC-ATTR-REVIEW-05,injective_surjective_bijective,ODRF-SEL-EXC-ATTR-NOTICE-05,8,0,false
selected_excerpt_attribution_notice_template_review_packet,ODRF-SEL-EXC-ATTR-REVIEW-06,relation_properties,ODRF-SEL-EXC-ATTR-NOTICE-06,8,0,false
selected_excerpt_attribution_notice_template_review_packet,ODRF-SEL-EXC-ATTR-REVIEW-07,equivalence_order_poset,ODRF-SEL-EXC-ATTR-NOTICE-07,8,0,false
selected_excerpt_attribution_notice_template_review_packet,ODRF-SEL-EXC-ATTR-REVIEW-08,composition_inverse,ODRF-SEL-EXC-ATTR-NOTICE-08,8,0,false
selected_excerpt_attribution_notice_template_review_packet,ODRF-SEL-EXC-ATTR-REVIEW-09,finite_infinite_equinumerosity,ODRF-SEL-EXC-ATTR-NOTICE-09,8,0,false
selected_excerpt_attribution_notice_template_review_packet,ODRF-SEL-EXC-ATTR-REVIEW-10,high_density_source_shelf_selection,ODRF-SEL-EXC-ATTR-NOTICE-10,8,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-01,source_system_id,ODRF-SEL-EXC-ATTR-FIELD-01,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-02,source_file_or_route,ODRF-SEL-EXC-ATTR-FIELD-02,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-03,selected_excerpt_id,ODRF-SEL-EXC-ATTR-FIELD-03,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-04,exact_line_span,ODRF-SEL-EXC-ATTR-FIELD-04,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-05,source_title_or_edition,ODRF-SEL-EXC-ATTR-FIELD-05,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-06,source_author_or_project_attribution,ODRF-SEL-EXC-ATTR-FIELD-06,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-07,source_url_or_repository_route,ODRF-SEL-EXC-ATTR-FIELD-07,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-08,license_url_or_license_file_route,ODRF-SEL-EXC-ATTR-FIELD-08,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-09,license_compatibility_note,ODRF-SEL-EXC-ATTR-FIELD-09,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-10,modification_or_adaptation_notice,ODRF-SEL-EXC-ATTR-FIELD-10,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-11,attribution_notice_text,ODRF-SEL-EXC-ATTR-FIELD-11,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-12,notice_placement,ODRF-SEL-EXC-ATTR-FIELD-12,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-13,reviewer_scope_return_id,ODRF-SEL-EXC-ATTR-FIELD-13,10,0,false
notice_field_review_summary,ODRF-SEL-EXC-ATTR-REVIEW-FIELD-14,owner_or_reviewer_acceptance_note,ODRF-SEL-EXC-ATTR-FIELD-14,10,0,false
