section,row_id,packet_or_criterion,parent_id,required_or_blank_count,filled_or_pass_count,gate_open
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-001,dated_non_personal_review_return_identity,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-01,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-002,parent_review_row_and_notice_template_match,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-01,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-003,blank_notice_template_preservation,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-01,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-004,source_text_absence_confirmation,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-01,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-005,downstream_gate_limit_confirmation,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-01,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-006,dated_non_personal_review_return_identity,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-02,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-007,parent_review_row_and_notice_template_match,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-02,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-008,blank_notice_template_preservation,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-02,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-009,source_text_absence_confirmation,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-02,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-010,downstream_gate_limit_confirmation,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-02,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-011,dated_non_personal_review_return_identity,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-03,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-012,parent_review_row_and_notice_template_match,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-03,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-013,blank_notice_template_preservation,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-03,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-014,source_text_absence_confirmation,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-03,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-015,downstream_gate_limit_confirmation,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-03,6,0,false
review_return_evidence_criterion,ODRF-SEL-EXC-ATTR-RRET-ECRIT-016,dated_non_personal_review_return_identity,ODRF-SEL-EXC-ATTR-REVIEW-RETURN-04,6,0,false
