"head_context","carry_forward_from","lane_scope","witness_class","source_category","target_family","language_access_target","source_title","source_format","package_relative_path","original_source_url","bytes","sha256","source_use_label","authority_status_current","current_head_action"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","r6_general","provenance_metadata","active_goal_logbook","package-generated","indigenous-creole-sign","ACTIVE_GOAL_AND_LOGBOOK_20260705.md","package_metadata","ACTIVE_GOAL_AND_LOGBOOK_20260705.md","","2468","b78d5a51bc783837337f5dfef7a76296ff32ab1fe717b02a98bd4cce7b74bd0f","provenance_metadata_logbook_no_source_authority_claim","provenance/gap/recovery evidence only; no authority promotion","carry forward as source witness/recovery evidence; no authority promotion"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","gap_or_blocker","blocker_ethics_material","blocker_ethics_rows","blocker/ethics evidence","indigenous-creole-sign","BLOCKER_ETHICS_ROWS.csv","blocker_ethics_csv","blocker-ethics/BLOCKER_ETHICS_ROWS.csv","","33714","c30c02c4938bab465fa89477fea962938098cfa7ca4727e2889f1019a7d1326d","blocker_ethics_rows_no_gate_promotion","provenance/gap/recovery evidence only; no authority promotion","carry forward as source witness/recovery evidence; no authority promotion"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","gap_or_blocker","blocker_ethics_material","blocker_ethics_rows","blocker/ethics evidence","indigenous-creole-sign","NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md","blocker_table_or_summary","blocker-ethics/NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md","","11274","7c0ea96f0e5d689b3a31691b1aa9ef0ff73a59125b862df708aed8df7473c89b","blocker_ethics_rows_no_gate_promotion","provenance/gap/recovery evidence only; no authority promotion","carry forward as source witness/recovery evidence; no authority promotion"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","gap_or_blocker","blocker_ethics_material","blocker_ethics_rows","blocker/ethics evidence","indigenous-creole-sign","NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.csv","blocker_table_or_summary","blocker-ethics/NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.csv","","102639","9da0260c1f315a33dd02d3e9d9cf582566655e29820fb276e045f14ec6fcaaf0","blocker_ethics_rows_no_gate_promotion","provenance/gap/recovery evidence only; no authority promotion","carry forward as source witness/recovery evidence; no authority promotion"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","gap_or_blocker","blocker_ethics_material","blocker_ethics_rows","blocker/ethics evidence","indigenous-creole-sign","NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.md","blocker_table_or_summary","blocker-ethics/NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.md","","3738","13c5e2f8100e61cd59e2d90d9c13d15ac8f269f6f9afbee2c90e9e5e61a55755","blocker_ethics_rows_no_gate_promotion","provenance/gap/recovery evidence only; no authority promotion","carry forward as source witness/recovery evidence; no authority promotion"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","gap_or_blocker","blocker_ethics_material","source_archive_tex_status","source archive status","indigenous-creole-sign","SOURCE_ARCHIVE_TEX_STATUS.csv","status_csv","blocker-ethics/SOURCE_ARCHIVE_TEX_STATUS.csv","","402","4fae7abdf6a64470bf9e9d90d829ffdb93489c1f172e1e213f5eb85b187d639a","blocker_ethics_rows_no_gate_promotion","provenance/gap/recovery evidence only; no authority promotion","carry forward as source witness/recovery evidence; no authority promotion"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","gap_or_blocker","blocker_ethics_material","blocker_ethics_rows","blocker/ethics evidence","indigenous-creole-sign","SOURCE_BODY_TYPE_STATUS.csv","required_body_type_status_csv","blocker-ethics/SOURCE_BODY_TYPE_STATUS.csv","","2285","9b3ee2b07edf1bc6a3382f27358737f6ecf04e3c012b9e0ad65e481325cf171d","blocker_ethics_rows_no_gate_promotion","provenance/gap/recovery evidence only; no authority promotion","carry forward as source witness/recovery evidence; no authority promotion"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","generated_draft","generated_draft_noncanonical_support","generated_draft_noncanonical_support","covered Kreyol/Bislama draft support","Kreyol and Bislama only","NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.csv","generated_draft_table_or_summary","generated-draft/NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.csv","","5014","b6a439ec4161b9f9201ff621b52594e96457f135ce9d5cce5526a42fb0ffc101","generated_draft_noncanonical_support_no_authority_claim","generated draft/noncanonical support only; not completion or accepted terminology","carry forward as source witness/recovery evidence; no authority promotion"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","generated_draft","generated_draft_noncanonical_support","generated_draft_noncanonical_support","covered Kreyol/Bislama draft support","Kreyol and Bislama only","NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.md","generated_draft_table_or_summary","generated-draft/NOETHER_R6_COVERED_ROW_DRAFT_RENDERINGS_REGISTER_FORMULA_SCAFFOLDS_20260705.md","","966","d8efa81af97e9b4cc3b82572337adba20be1d55ab6c42b811bbf532995cf5f9a","generated_draft_noncanonical_support_no_authority_claim","generated draft/noncanonical support only; not completion or accepted terminology","carry forward as source witness/recovery evidence; no authority promotion"
"c33e09ebe4527ded37b7fbf491d16350f12578cf","R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","generated_draft","generated_draft_noncanonical_support","generated_draft_noncanonical_support","covered Kreyol/Bislama draft support","Kreyol and Bislama only","NOETHER_R6_DRAFT_SUPPORT_INTERLINEAR_SCAFFOLDS_COVERED_ROWS_20260705.csv","generated_draft_table_or_summary","generated-draft/NOETHER_R6_DRAFT_SUPPORT_INTERLINEAR_SCAFFOLDS_COVERED_ROWS_20260705.csv","","4308","74c7d1a98cfc73555a6c8bd4806e7fe230a53e0919c4cddadfe0ad168d9dd6e0","generated_draft_noncanonical_support_no_authority_claim","generated draft/noncanonical support only; not completion or accepted terminology","carry forward as source witness/recovery evidence; no authority promotion"
