"dest_path","expected_git_oid","actual_git_oid","issue"
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/ADVERSE_EVIDENCE_STATUS_2BBEBC4E.csv","b6cc0e326d4ff07c8b7ffe24eb24b82f9d0213ed","b6cc0e326d4ff07c8b7ffe24eb24b82f9d0213ed",""
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/AUTHORITY_BOUNDARY_STATUS_2BBEBC4E.csv","9d1ed8270a524e6ee390960d5c9b71417271f2e8","9d1ed8270a524e6ee390960d5c9b71417271f2e8",""
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/B3_HANDOFF_PACKAGE_REFERENCES_2BBEBC4E.csv","a7b1153c595f390c82bcab08bb33f41df7edb891","a7b1153c595f390c82bcab08bb33f41df7edb891",""
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/FABLE_FORMAL_OBJECT_STATUS_2BBEBC4E.csv","50a6456f932cac472c9f2098a972a893978cd914","50a6456f932cac472c9f2098a972a893978cd914",""
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/HEARTBEAT_BLOCKER_RECOVERY_ROWS_2BBEBC4E.csv","25512d69c4b8e37cb731a8ffe73b590e26cf98cd","25512d69c4b8e37cb731a8ffe73b590e26cf98cd",""
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/LOGBOOK_EXCERPT.md","6afdb050dc10a012bc57b94dddae87bae78bafb1","6afdb050dc10a012bc57b94dddae87bae78bafb1",""
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/MANIFEST.csv","ab4e42f54254ef7ff161a0594e699ac9799e5f04","ab4e42f54254ef7ff161a0594e699ac9799e5f04",""
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/MUTUAL_WAKE_ACCOUNTING_2BBEBC4E.csv","a1d56da6bc36688568c3b7fa8a71ca910981f552","a1d56da6bc36688568c3b7fa8a71ca910981f552",""
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/PACKAGE_VALIDATION.json","3e904dedb12f2b633728c126ff133058e7f0d369","3e904dedb12f2b633728c126ff133058e7f0d369",""
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/README.md","05fd3c3f325938351db6d6e63edb8c520a135ddd","05fd3c3f325938351db6d6e63edb8c520a135ddd",""
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/ROUTE_CONTEXT_2BBEBC4E.csv","f8e589295f97178c0fe1886ad8aa900e8c459657","f8e589295f97178c0fe1886ad8aa900e8c459657",""
"uploader-transfer/olp-2bbebc4e-source-use-fable-02f-route-20260707/OLP_2BBEBC4E_SOURCE_USE_FABLE_02F_ROUTE_20260707/SHA256SUMS.txt","7de83cf5fdb452f39e0d9ea907bc34d9a80294dd","7de83cf5fdb452f39e0d9ea907bc34d9a80294dd",""
