"current_head","prior_head","status","path","path_class","source_use_effect"
"0d148231ec91503b4083a187a738ddaf3a0abeae","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/B3_UPLOADER_READY_SUMMARY.csv","R3-C33-token-reset-row-packet-branch-visible","confirms branch-visible C33 token-reset row packet; source-gated draft/non-canonical support only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/DURABLE_STATE_POINTERS.csv","R3-C33-token-reset-row-packet-branch-visible","confirms branch-visible C33 token-reset row packet; source-gated draft/non-canonical support only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/MANIFEST.csv","R3-C33-token-reset-row-packet-branch-visible","confirms branch-visible C33 token-reset row packet; source-gated draft/non-canonical support only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/PACKAGE_VALIDATION.json","R3-C33-token-reset-row-packet-branch-visible","confirms branch-visible C33 token-reset row packet; source-gated draft/non-canonical support only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","R3-C33-token-reset-row-packet-branch-visible","confirms branch-visible C33 token-reset row packet; source-gated draft/non-canonical support only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","R3-C33-token-reset-row-packet-branch-visible","confirms branch-visible C33 token-reset row packet; source-gated draft/non-canonical support only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_FORMULA_INTERLINEAR_NOTES.csv","R3-C33-token-reset-row-packet-branch-visible","confirms branch-visible C33 token-reset row packet; source-gated draft/non-canonical support only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_REVIEW_ONLY_BOUNDARY_GUARDS.csv","R3-C33-token-reset-row-packet-branch-visible","confirms branch-visible C33 token-reset row packet; source-gated draft/non-canonical support only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_ROW_COUNT_LEDGER.csv","R3-C33-token-reset-row-packet-branch-visible","confirms branch-visible C33 token-reset row packet; source-gated draft/non-canonical support only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","R3-C33-token-reset-row-packet-branch-visible","confirms branch-visible C33 token-reset row packet; source-gated draft/non-canonical support only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","1233d6f1557c831c23f6de8395182d8ae81e2217","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-token-reset-source-gated-row-refresh-20260706/R3_C33E09EB_TOKEN_RESET_SOURCE_GATED_ROW_REFRESH_20260706_20260706T142043Z/R3_C33E09EB_SOURCE_USE_ADVERSE_LEDGER.csv","R3-C33-token-reset-row-packet-branch-visible","confirms branch-visible C33 token-reset row packet; source-gated draft/non-canonical support only"
