"file","bytes","source_use_label","current_head","generated_utc"
"B3_UPLOADER_READY_SUMMARY.csv","1035","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"DURABLE_STATE_POINTERS.csv","1137","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"PACKAGE_VALIDATION.json","1318","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"R3_0D148231_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","1678640","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"R3_0D148231_BRANCH_DELTA_FROM_1233.csv","17210","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"R3_0D148231_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","979","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"R3_0D148231_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","1067","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"R3_0D148231_FORMULA_INTERLINEAR_NOTES.csv","186969","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"R3_0D148231_REVIEW_ONLY_BOUNDARY_GUARDS.csv","2606","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"R3_0D148231_ROW_COUNT_LEDGER.csv","2146","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"R3_0D148231_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","226718","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"R3_0D148231_SOURCE_USE_ADVERSE_LEDGER.csv","330553","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"R3_0D148231_SOURCE_WITNESS_INDEX_REHEADED.csv","3481974","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"R3_0D148231_TERM_ALTERNATIVES_SOURCE_GATED.csv","34342","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
"README.md","1346","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","0d148231ec91503b4083a187a738ddaf3a0abeae","20260706T144535Z"
