"archive_original_package_path","split_manifest","status","original_archive_bytes","entry_count","entry","entry_bytes","entry_compressed_bytes"
"body_files/verified_romance_body_manifest/provenance/source_archives/github_hexwell_university_notes_main.zip","language-source-bodies/romance-b3-transfer-ready-20260706/OVERSIZE_BODY_SPLIT_MANIFEST_20260706.csv","listed_from_original_before_split","1150946270","566","university-notes-main/","0","0"
"body_files/verified_romance_body_manifest/provenance/source_archives/github_hexwell_university_notes_main.zip","language-source-bodies/romance-b3-transfer-ready-20260706/OVERSIZE_BODY_SPLIT_MANIFEST_20260706.csv","listed_from_original_before_split","1150946270","566","university-notes-main/.gitattributes","70","55"
"body_files/verified_romance_body_manifest/provenance/source_archives/github_hexwell_university_notes_main.zip","language-source-bodies/romance-b3-transfer-ready-20260706/OVERSIZE_BODY_SPLIT_MANIFEST_20260706.csv","listed_from_original_before_split","1150946270","566","university-notes-main/.gitignore","76","63"
"body_files/verified_romance_body_manifest/provenance/source_archives/github_hexwell_university_notes_main.zip","language-source-bodies/romance-b3-transfer-ready-20260706/OVERSIZE_BODY_SPLIT_MANIFEST_20260706.csv","listed_from_original_before_split","1150946270","566","university-notes-main/README.md","3699","800"
"body_files/verified_romance_body_manifest/provenance/source_archives/github_hexwell_university_notes_main.zip","language-source-bodies/romance-b3-transfer-ready-20260706/OVERSIZE_BODY_SPLIT_MANIFEST_20260706.csv","listed_from_original_before_split","1150946270","566","university-notes-main/cmds.bash","419","166"
"body_files/verified_romance_body_manifest/provenance/source_archives/github_hexwell_university_notes_main.zip","language-source-bodies/romance-b3-transfer-ready-20260706/OVERSIZE_BODY_SPLIT_MANIFEST_20260706.csv","listed_from_original_before_split","1150946270","566","university-notes-main/en/","0","0"
"body_files/verified_romance_body_manifest/provenance/source_archives/github_hexwell_university_notes_main.zip","language-source-bodies/romance-b3-transfer-ready-20260706/OVERSIZE_BODY_SPLIT_MANIFEST_20260706.csv","listed_from_original_before_split","1150946270","566","university-notes-main/en/Data-Driven_Methods_for_Optimal_Control.pdf","688417","648520"
"body_files/verified_romance_body_manifest/provenance/source_archives/github_hexwell_university_notes_main.zip","language-source-bodies/romance-b3-transfer-ready-20260706/OVERSIZE_BODY_SPLIT_MANIFEST_20260706.csv","listed_from_original_before_split","1150946270","566","university-notes-main/en/Data_Fitting_and_Reconstruction.pdf","15147593","15127988"
"body_files/verified_romance_body_manifest/provenance/source_archives/github_hexwell_university_notes_main.zip","language-source-bodies/romance-b3-transfer-ready-20260706/OVERSIZE_BODY_SPLIT_MANIFEST_20260706.csv","listed_from_original_before_split","1150946270","566","university-notes-main/en/ModelingEpidemics2022_VR488172.pdf","758722","634423"
"body_files/verified_romance_body_manifest/provenance/source_archives/github_hexwell_university_notes_main.zip","language-source-bodies/romance-b3-transfer-ready-20260706/OVERSIZE_BODY_SPLIT_MANIFEST_20260706.csv","listed_from_original_before_split","1150946270","566","university-notes-main/en/category_theory/","0","0"
