"root","path","extension","bytes","sha256"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/ACTIVE_SESSION_STATE.md",".md","1531","61E9222C7EAB6B2E0800BDAF9AFC16BB3946FC1DE5E09A21F2B8F3E2FC167C18"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/generated-draft/CJK_GENERATED_DRAFT_SCAFFOLDS.csv",".csv","311537","4784A4D7F41C007C788FAAAC4806A143AA67B4508AC0CB0B682EDEF9DD0E47ED"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/generated-draft/CJK_GENERATED_DRAFT_SCAFFOLDS.json",".json","358863","F42E2D8E87AF077508D8ABFEA81D23589B46A0C6D3829209876813AC4204A410"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/generated-draft/README.md",".md","708","462F40F1C56C25A0F8857B550633C7E582070C262E9AC89DD4684B219EB8D4C6"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/logbook.csv",".csv","34253","F61B2775349DB8D3DADA4BBD472560E1756629AA3158EDDAFE07789FC057553D"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/logbook.json",".json","49804","3A4E6B38EEFA6C5BA54975A53EB2A9212B56779508A5487F58C246CFEE5C7B66"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/logbook.md",".md","15407","CA22C28B9FAF04D415B0743378F787FA7D83B080D6F67D0AC36A34FF365409FC"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/logs/LOGBOOK_EXCERPT_20260705.md",".md","4574","1FEC406537D0E10B86812A54AEAF52977429C5B95A3777BC60EA69B39B04F06A"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/manifest.csv",".csv","33230","2BE0FC21E1CA95B9B4CDD7C091936E6F37744F906F744F12D3419AC223E94074"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/manifest.json",".json","53651","FE4A831CBB0E33F26E75CB8D96D2D4601A4A71838FB3BF9B2207C52A0D97AAA4"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/README.md",".md","2591","50CFC8E01FB828EEC551F142F48471C13B2459DF5DFBDA9F278996516910CEAA"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/SHA256SUMS.txt",".txt","11274","DCDFCE02FD3BC5ADB68F8F75821A5555DC287534B46C8CAAD26BB5C0458ED774"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/SOURCE_BODIES.csv",".csv","91459","6C66E84C092E016976C8B9EE890FCB12ABDBA0658C1295DAFCBCA2BAFB17E996"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/SOURCE_BODIES.json",".json","148121","7A764859BC68EBFAAB4024D9605515BF698D8F68333828D47F183BC832823466"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/HideakiHosaka__2015_linear_algebra/20150415.tex",".tex","44219","EE171BE5FEDF9F49B1A424EA825746DBA65230CB56E6FC00A412C60F985665B1"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/HideakiHosaka__2015_linear_algebra/20150422.tex",".tex","34312","E1DFC26FCC002C626D5F5737D87CDF0475BB2D5344E9ABD1F4DF5B24BAAF267F"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/HideakiHosaka__2015_linear_algebra/20150507.tex",".tex","47054","10801E9E1D00E5D629A74FDA49D95388121D84009E24A5046E5903FC3E5D33BE"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/HideakiHosaka__2015_linear_algebra/2015linear_algebra.tex",".tex","4614","2069AFD7036835AC4D84BED762585B2D88B3AF2777AB0AFA7F210EFF40EC1747"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/homuralove__linear-algebra/L-Alg.tex",".tex","106732","416C5538CC68605787A5656C212B9BC6DAEAD25BBBA434AED9ABE7C88C777F3C"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/imamuray__algebraic-systems/ch02-group/ch02-group.tex",".tex","53619","9A2E499E416B87860AA8F9067A7822F2EADD8677844CDDE54122ED7819871586"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/imamuray__algebraic-systems/ch03-ring-and-polynomial/ch03-ring-and-polynomial.tex",".tex","33180","DB8C239FBD0FD44AA1D6E6AA431255DF6947FA99CA51C3AFD88199597E3ACA21"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/imamuray__algebraic-systems/README.md",".md","974","E745E7E81788D858505D975B5C60E7246686583A51BFE8B65ADEDF936D5E8BA3"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/rsato64__relativisticQM/app1.tex",".tex","7220","25C27A503C803F922D7E5CD92AAA5DDCFC11314B9A885CB533210A7DCC874547"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/rsato64__relativisticQM/app2.tex",".tex","9655","8C558548A8A483537BBD5827E67416AFCE8D61F2DAAFDC23EEB2C2FBEF1D07D1"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/rsato64__relativisticQM/app3.tex",".tex","2689","743E7D76D4A2971EC9AD0ACD7FAB7665D73D2605BE844EC843A0F7E484788A67"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/rsato64__relativisticQM/README.md",".md","134","94AA29D154B4D44AFA52B87A85CFF868F4C93BFCDEA2BF35EF7FB65AF283FA0A"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/Seasawher__matsumura/matsumura.tex",".tex","1216","195D3BA6C2A003AB705F2255BF685D3FD2B9C7BAF880CA9728DC375303E05606"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/Seasawher__matsumura/preamble.tex",".tex","11189","4B9A8701A02DC75073E67B63D11ACEDFDF4CF7B8BDE25C9477D54DDAA92592AD"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/Seasawher__matsumura/README.md",".md","68","444400D0A05B4CC9CCAEA2BC596FE5C62D9ED22D3053D522ACC45F4296A24C69"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/Seasawher__matsumura/section10.tex",".tex","18095","A1E70C3B4E69C417FD6B0D2C090B8830533C95C82C297E9407B766EBBE1D21DE"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/Seasawher__matsumura/section11.tex",".tex","15709","57AB797F2CB7C24ED7DB4163E8298ED044BBDD8D633D9AA653459C3CA22A0ED7"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/Seasawher__matsumura/section12.tex",".tex","20468","B20FD4E275658C1B504110805FD48E838BD608CB74575885667812585466F037"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/t-higashida__commutative_ring_and_field/maketfm.TEX",".tex","215","8BF35E4CC3E8E147E2401D53B7BF43D3D7E801AFE00B57840DD145FAA57AA4DD"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/t-higashida__commutative_ring_and_field/sec1.tex",".tex","1193","DBCB49161A860DAFA2B4659D549B5C2AFC344C4EF35298E5AF035A1ED8D386EA"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/t-higashida__commutative_ring_and_field/sec1x2.tex",".tex","29","191B63DFD1F785881C0315E35930EF26A61C0908D99491E9AD06251FBDC54FD7"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/t-higashida__commutative_ring_and_field/sec1x3.tex",".tex","1001","0C391767543573A398DEF6B27AA5B0EF44E4261D10DD4264B345D850E5C4904B"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/t-higashida__commutative_ring_and_field/sec1x4.tex",".tex","35","6BF0F3D481D8EF887C713D2A69CE843488273C7F0C44F5A6BE32FAF751E8C8F6"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/t-higashida__commutative_ring_and_field/sec1x5.tex",".tex","1263","2F484672E858AF2795D324A069C2E822E1C4DBC9D1C59B1823F96EE3A226C981"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/t-higashida__linear_algebra/sec1.TEX",".tex","3053","5B5E0FFDA4DA1E168F5F0721F68612661B5D1454438104EECB93122841640077"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/t-higashida__linear_algebra/sec1x1x2.TEX",".tex","7399","782E1B6CDB2620B31662A5F605B6D2376BC93E6105C0AC439236FAA3DD454073"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/t-higashida__linear_algebra/sec1x1x3.TEX",".tex","2469","94281B5C3F2AB02B355C53AB90682E719550F1835B40BEE451D9030A1B7AD6A8"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/japanese/t-higashida__linear_algebra/sec1x1x4.TEX",".tex","7515","ADDF4E879579ABA28113963B9540D0366318EEBE50EA780357BC62720659D6C3"
"language-source-bodies/cjk-native-source-evidence-20260705","language-source-bodies/cjk-native-source-evidence-20260705/cjk/source-files/korean_addendum/alstn2468__category-theory-for-programmers/part-1/01-category-the-essence-of-composition.md",".md","15371","E90920D02AF52ED60CF797B1D70B91685ED320191825BBD1043C1F7F59C360D9"
