relative_path,bytes,sha256,archive_type,list_status,entry_count,first_entries,error
language-source-bodies/cjk-draft-source-evidence-20260705/native-source-bodies/ja/source-archives/Seasawher_matsumura_48b9d10bab2d1c2525966cd17d7cf867731a88b0.zip,422621,BE714EDE5D12EB0FC9EFAD9067AF1CE84C1DC47B5F1D4EAE5A1B3948F3460772,.zip,ok,16,matsumura-48b9d10bab2d1c2525966cd17d7cf867731a88b0/ | matsumura-48b9d10bab2d1c2525966cd17d7cf867731a88b0/.gitignore | matsumura-48b9d10bab2d1c2525966cd17d7cf867731a88b0/LICENSE | matsumura-48b9d10bab2d1c2525966cd17d7cf867731a88b0/README.md | matsumura-48b9d10bab2d1c2525966cd17d7cf867731a88b0/matsumura.pdf,
language-source-bodies/cjk-draft-source-evidence-20260705/native-source-bodies/zh-Hans/source-archives/wenweili_AlJabr-1_ae1e8747164059b35c19a2d5a7e4605be535517b.zip,6050625,A9C48A33CA900C2D10715D9A23DE32390BDCA57B5F35CEE064C97917F4BD48BC,.zip,ok,37,AlJabr-1-ae1e8747164059b35c19a2d5a7e4605be535517b/ | AlJabr-1-ae1e8747164059b35c19a2d5a7e4605be535517b/.gitignore | AlJabr-1-ae1e8747164059b35c19a2d5a7e4605be535517b/AJbook.cls | AlJabr-1-ae1e8747164059b35c19a2d5a7e4605be535517b/AJerrata.cls | AlJabr-1-ae1e8747164059b35c19a2d5a7e4605be535517b/Al-jabr-1.pdf,
language-source-bodies/cjk-draft-source-evidence-20260705/native-source-bodies/zh-Hans/source-archives/wenweili_AlJabr-2_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.zip,6259808,0E92CA613A9CE875019ACFA8427F450D394BFBB0DDCDF36F8A74A50D6B40A145,.zip,ok,36,AlJabr-2-adc65ba29255f04d669a8f8a88d9fa30b71aec5b/ | AlJabr-2-adc65ba29255f04d669a8f8a88d9fa30b71aec5b/.gitignore | AlJabr-2-adc65ba29255f04d669a8f8a88d9fa30b71aec5b/AJbook2.cls | AlJabr-2-adc65ba29255f04d669a8f8a88d9fa30b71aec5b/AJerrata.cls | AlJabr-2-adc65ba29255f04d669a8f8a88d9fa30b71aec5b/Al-jabr-2.pdf,
language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/fa_IR/fa_linear_algebra_3blue1brown_tex_source_master.zip,2006520,4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C,.zip,ok,44,linear-algebra-3blue1brown-notes-master/ | linear-algebra-3blue1brown-notes-master/.gitignore | linear-algebra-3blue1brown-notes-master/README.md | linear-algebra-3blue1brown-notes-master/english_notes/ | linear-algebra-3blue1brown-notes-master/english_notes/Linear-Algebra-3Blue1Brown-English.pdf,
language-source-bodies/persianate-tajik-source-bodies-20260705/persianate-tajik/fa_IR/fa_linear_algebra_gilbert_strang_persian_source_main.zip,1410262,1956A3821B88F2AFDA31A0DA184988DDDED44751A44E48068E6A06FCA091437B,.zip,ok,42,Linear-Algebra-Gilbert-Strang-Persian-main/ | Linear-Algebra-Gilbert-Strang-Persian-main/1.1.pdf | Linear-Algebra-Gilbert-Strang-Persian-main/1.1.tex | Linear-Algebra-Gilbert-Strang-Persian-main/1.1answer.pdf | Linear-Algebra-Gilbert-Strang-Persian-main/1.1answer.tex,
language-source-bodies/r7-malay-sea-pacific-20260705/bodies/source_package_context_body_not_math_authority/SEA-SRC-PKG-01__imperial_kochmar_2023_basahacorpus_central_philippine_readability_arxiv_source.tar,7482702,0B9FB00E38202271F3F5619C56E01C0289B99A6E9D196E2C0E36111FBD8C8916,.tar,ok,8,acl_natbib.bst | anthology.bib | custom.bib | emnlp2023.sty | family_tree_2.pdf,
language-source-bodies/r7-malay-sea-pacific-20260705/bodies/source_package_context_body_not_math_authority/SEA-SRC-PKG-02__lovenia_et_al_2024_seacrowd_southeast_asian_languages_arxiv_source.tar,5140791,A0B9BC825E960F424A5320B22F49AE204EFD1E5A59B45C1CEFB8731637D46361,.tar,ok,40,acl_latex.bbl | acl_latex.tex | acl_natbib.bst | acl.sty | author.tex,
language-source-bodies/r9-africa-horn-west-20260705/source_archives/ha/FazamMV23_HausaMath_4c35f0abeb88.zip,5585304,9E03D9A1CEF78D5E0E26CE3C093069F3CA14924A0E373FE85A15E8D4EE2A1ED6,.zip,ok,71,FazamMV23-HausaMath-4c35f0a/ | FazamMV23-HausaMath-4c35f0a/.gitignore | FazamMV23-HausaMath-4c35f0a/.vscode/ | FazamMV23-HausaMath-4c35f0a/.vscode/settings.json | FazamMV23-HausaMath-4c35f0a/CSS/,
language-source-bodies/r9-africa-horn-west-20260705/source_archives/tig/arxiv_2601_03403_tigrinya_number_verbalization_eprint.tar,680446,C35DEDD8CD1D8134CFD11EC57C22582353BFD6B22C45C04F8182EACB0F09136E,.tar,ok,8,00README.json | GeezNotoSans-Light.ttf | GeezNotoSans-SemiBold.ttf | icml2025.bst | icml2025.sty,
language-source-bodies/r9-africa-horn-west-20260705/source_archives/tig/github_fgaim_tigrinya_numbers_main.zip,80540,A76F678BA3B568085A4CD6777A25516C7632E4D4937F37410C0F998ED9F44A79,.zip,ok,12,tigrinya-numbers-main/ | tigrinya-numbers-main/.gitignore | tigrinya-numbers-main/LICENSE | tigrinya-numbers-main/README.md | tigrinya-numbers-main/pyproject.toml,
language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/native-source-bodies/fa_IR/0005_ar_github_mohamed1984_arabicmath_zip.zip,86828566,A803C69A82D5F9AC4C884B278761CE5C9BAB821DD3119BE92FB9CAD8D7CD00F4,.zip,ok,165,ArabicMath-master/ | ArabicMath-master/Grammar.txt | ArabicMath-master/MathEditor.sln | ArabicMath-master/MathEditor/ | ArabicMath-master/MathEditor/App.config,
language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/native-source-bodies/fa_IR/0006_ar_github_omaritthawi_arabic_mathjax_zip.zip,89854,EBFC433392C879D1283CCDF122024DA625990347E4AA39AE0BEFD7F4FC7E87C2,.zip,ok,42,arabic-mathjax-main/ | arabic-mathjax-main/.editorconfig | arabic-mathjax-main/.gitignore | arabic-mathjax-main/.jshintrc | arabic-mathjax-main/CNAME,
language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/native-source-bodies/fa_IR/0008_fa_github_persiantex_xepersian_zip.zip,203058,21F4EC54F3AB18B299CB650F6D2CDE099656B3F2BF25C17047DF6D4892F3AD0E,.zip,ok,34,xepersian-master/ | xepersian-master/.gitattributes | xepersian-master/.github/ | xepersian-master/.github/FUNDING.yml | xepersian-master/.github/ISSUE_TEMPLATE/,
language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/native-source-bodies/fa_IR/0017_fa_github_sirejeff_source_zip.zip,2007400,EEEE28E88CA465F0A125AFE056F6203B84C138EB44114867D8E49F3C3344252C,.zip,ok,44,SireJeff-linear-algebra-3blue1brown-notes-faa29cc/ | SireJeff-linear-algebra-3blue1brown-notes-faa29cc/.gitignore | SireJeff-linear-algebra-3blue1brown-notes-faa29cc/README.md | SireJeff-linear-algebra-3blue1brown-notes-faa29cc/english_notes/ | SireJeff-linear-algebra-3blue1brown-notes-faa29cc/english_notes/Linear-Algebra-3Blue1Brown-English.pdf,
language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/native-source-bodies/tg_Cyrl_TJ/0007_fa_linear_algebra_3blue1brown_tex_source_master.zip,2006520,4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C,.zip,ok,44,linear-algebra-3blue1brown-notes-master/ | linear-algebra-3blue1brown-notes-master/.gitignore | linear-algebra-3blue1brown-notes-master/README.md | linear-algebra-3blue1brown-notes-master/english_notes/ | linear-algebra-3blue1brown-notes-master/english_notes/Linear-Algebra-3Blue1Brown-English.pdf,
language-source-bodies/rtl-persianate-arabic-20260705-r3-full-source-bodies/native-source-bodies/tg_Cyrl_TJ/0008_fa_linear_algebra_gilbert_strang_persian_source_main.zip,1410262,1956A3821B88F2AFDA31A0DA184988DDDED44751A44E48068E6A06FCA091437B,.zip,ok,42,Linear-Algebra-Gilbert-Strang-Persian-main/ | Linear-Algebra-Gilbert-Strang-Persian-main/1.1.pdf | Linear-Algebra-Gilbert-Strang-Persian-main/1.1.tex | Linear-Algebra-Gilbert-Strang-Persian-main/1.1answer.pdf | Linear-Algebra-Gilbert-Strang-Persian-main/1.1answer.tex,
language-source-bodies/rtl-persianate-arabic-20260705-r3-witness-layer/source_archives/ar/ar_github_omaritthawi_arabic_mathjax_zip.zip,89854,EBFC433392C879D1283CCDF122024DA625990347E4AA39AE0BEFD7F4FC7E87C2,.zip,ok,42,arabic-mathjax-main/ | arabic-mathjax-main/.editorconfig | arabic-mathjax-main/.gitignore | arabic-mathjax-main/.jshintrc | arabic-mathjax-main/CNAME,
language-source-bodies/rtl-persianate-arabic-20260705-r3-witness-layer/source_archives/fa/fa_github_persiantex_xepersian_zip.zip,203058,21F4EC54F3AB18B299CB650F6D2CDE099656B3F2BF25C17047DF6D4892F3AD0E,.zip,ok,34,xepersian-master/ | xepersian-master/.gitattributes | xepersian-master/.github/ | xepersian-master/.github/FUNDING.yml | xepersian-master/.github/ISSUE_TEMPLATE/,
language-source-bodies/rtl-persianate-arabic-20260705-r3-witness-layer/source_archives/fa/fa_github_sirejeff_source_zip.zip,2007400,EEEE28E88CA465F0A125AFE056F6203B84C138EB44114867D8E49F3C3344252C,.zip,ok,44,SireJeff-linear-algebra-3blue1brown-notes-faa29cc/ | SireJeff-linear-algebra-3blue1brown-notes-faa29cc/.gitignore | SireJeff-linear-algebra-3blue1brown-notes-faa29cc/README.md | SireJeff-linear-algebra-3blue1brown-notes-faa29cc/english_notes/ | SireJeff-linear-algebra-3blue1brown-notes-faa29cc/english_notes/Linear-Algebra-3Blue1Brown-English.pdf,
language-source-bodies/slavic-non-ru-uk-20260705/source-archives/bs-bosnian/bornagojsic_dismat2__8bc283e3dcf3b37b9c50f311260357873bb2e79e.zip,1796269,CC28DE6D6BCAF1639002E88FC463E30254C467C6EC1BFDB4A464CCFAA06605D5,.zip,ok,64,dismat2-8bc283e3dcf3b37b9c50f311260357873bb2e79e/ | dismat2-8bc283e3dcf3b37b9c50f311260357873bb2e79e/.gitattributes | dismat2-8bc283e3dcf3b37b9c50f311260357873bb2e79e/.gitignore | dismat2-8bc283e3dcf3b37b9c50f311260357873bb2e79e/LICENSE | dismat2-8bc283e3dcf3b37b9c50f311260357873bb2e79e/README.md,
language-source-bodies/slavic-non-ru-uk-20260705/source-archives/bs-bosnian/Headary_maturita__d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8.zip,33261943,64ADCDA6AA9F5BF858B16001EE46A03522ECE2B5427D0F047F468F6640EE1212,.zip,ok,369,maturita-d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/ | maturita-d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/.gitignore | maturita-d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/LICENSE | maturita-d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/Makefile | maturita-d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/Makefile.inc,
language-source-bodies/slavic-non-ru-uk-20260705/source-archives/bs-bosnian/iruspro_zapiski-fmf__2933b9bec2fad0e0acd4159d5f963bcc84637c9f.zip,10793460,1BA2D84BD0AF55358EF3961ADC0E93578E994F6D38862180BF1F0B7F13FACA4D,.zip,ok,307,zapiski-fmf-2933b9bec2fad0e0acd4159d5f963bcc84637c9f/ | zapiski-fmf-2933b9bec2fad0e0acd4159d5f963bcc84637c9f/.gitignore | zapiski-fmf-2933b9bec2fad0e0acd4159d5f963bcc84637c9f/01_letnik/ | zapiski-fmf-2933b9bec2fad0e0acd4159d5f963bcc84637c9f/01_letnik/alg1/ | zapiski-fmf-2933b9bec2fad0e0acd4159d5f963bcc84637c9f/01_letnik/alg1/skripta/,
language-source-bodies/slavic-non-ru-uk-20260705/source-archives/bs-bosnian/kkumer_simetrije__86e0c527cf5e873c63896d9bf5e95fe62bf15814.zip,2361088,AE9A0D529FA2CCCE340937F2E47EA1A351559978682C8B862CFF7BD5148B890F,.zip,ok,65,simetrije-86e0c527cf5e873c63896d9bf5e95fe62bf15814/ | simetrije-86e0c527cf5e873c63896d9bf5e95fe62bf15814/.github/ | simetrije-86e0c527cf5e873c63896d9bf5e95fe62bf15814/.github/workflows/ | simetrije-86e0c527cf5e873c63896d9bf5e95fe62bf15814/.github/workflows/latex.yml | simetrije-86e0c527cf5e873c63896d9bf5e95fe62bf15814/.gitignore,
