"archive","kind","status","archive_bytes","entry_count","entry","entry_bytes","entry_compressed_bytes"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/","0","0"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/.gitignore","327","252"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/CLAUDE.md","8832","3820"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/README.md","5294","2452"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/","0","0"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/bblopts.cfg","139","119"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/compile_egitmen.txt","117174","11104"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/compile_egitmen2.txt","201962","17074"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/compile_egitmen_log.txt","199396","17533"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/compile_log.txt","164479","14207"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/compile_log2.txt","93891","8782"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/compile_log3.txt","90441","8388"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/compile_log4.txt","90441","8388"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/ekler/","0","0"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/ekler/.gitkeep","0","0"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/ekler/ekA_olcum_teorisi.tex","14651","4934"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/ekler/ekB_olasilik_dagilim_tablosu.tex","15372","4654"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/ekler/ekC_istatistik_tabloları.tex","20484","6759"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/ekler/ekD_terminoloji_sozlugu.tex","15089","4329"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/ekler/ekE_ispat_teknikleri.tex","15718","5070"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/ekler/ekF_kaynaklar.tex","8793","3305"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/ekler/ekG_kapsamli_ornekler.tex","38523","13901"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/maarif.sty","19237","5258"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/main-egitmen.tex","3365","1257"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/main-ogrenci.tex","3147","1208"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/olasilik.sty","7299","2326"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/","0","0"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/bolum00_onbilgiler.tex","64413","19609"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/bolum01_olcum_teorisi.tex","63510","18768"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/bolum02_olasilik_uzaylari.tex","52171","16786"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/bolum03_rasgele_degiskenler.tex","54160","17116"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/bolum04_beklenti.tex","52356","16236"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/bolum05_dagilim_aileleri.tex","46962","14956"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/bolum06_donusumler.tex","38739","12762"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/bolum07_buyuk_sayilar.tex","45351","14619"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/bolum08_merkezi_limit.tex","38753","13011"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/bolum09_martingaller.tex","28952","9251"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part1_olasilik/bolum10_stokastik.tex","30221","10643"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part2_istatistik/","0","0"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part2_istatistik/.gitkeep","0","0"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part2_istatistik/bolum11_istatistik_temelleri.tex","38239","12479"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part2_istatistik/bolum12_nokta_tahmin.tex","43133","13399"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part2_istatistik/bolum13_guven_araliklari.tex","33845","11118"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part2_istatistik/bolum14_hipotez_testi.tex","32624","11158"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part2_istatistik/bolum15_dogrusal_modeller.tex","34875","11397"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part2_istatistik/bolum16_anova.tex","30333","10383"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part2_istatistik/bolum17_parametresiz.tex","34721","12187"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/bolumler/part2_istatistik/bolum18_asimptotik.tex","31545","10741"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/ornek_stil/","0","0"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/ornek_stil/maarif.sty","11375","3513"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/ornek_stil/topoloji.sty","1401","611"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/tasarim_belgeleri/","0","0"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/tasarim_belgeleri/00_PROJE_OZETI.md","4083","2005"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/tasarim_belgeleri/01_ICINDEKILER_TASLAK.md","12184","4601"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/tasarim_belgeleri/02_KAYNAK_ANALIZI.md","33783","11069"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/tasarim_belgeleri/03_PEDAGOJIK_YAKLASIM.md","7584","3142"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/tasarim_belgeleri/04_TERMINOLOJI_SOZLUGU.md","16739","5654"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/tasarim_belgeleri/05_BOLUM_YAZIM_SABLONU.md","16185","4874"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/tasarim_belgeleri/06_YAZIM_SIRASI.md","2431","1110"
"language-source-bodies/pan-turkic-source-bodies-20260705/bodies/tr/tex-source/kadirhanpolat_probability-statistics/ASIA-WEST-TR-01.zip","zip","listed","455106","60","probability-statistics-master/tasarim_belgeleri/07_MAARIF_MODELI_UYUMU.md","7547","3332"
