source_role,package_path,source_bytes,source_sha256,package_bytes,package_sha256,privacy_transform
control_evidence,controls/DECISION_LOG.csv,3923,6442BD42915A035EDE93DCCDF17C178038AE54FF0BE14FCA4A81C916E9CCBBB1,3923,6442BD42915A035EDE93DCCDF17C178038AE54FF0BE14FCA4A81C916E9CCBBB1,no
control_evidence,controls/LOGBOOK_PRIVACY_CLEAN.md,5113,21C44B1CB9A53ABABD07AD793A689D93AA3E3C679A81126D8874076F0ED5008A,5113,21C44B1CB9A53ABABD07AD793A689D93AA3E3C679A81126D8874076F0ED5008A,no
control_evidence,controls/PACKAGE_README.md,1066,6287B50F17FFD5B3909592B8B6B5B2E3BAF5C84A4E4908077A8FEE41E89FE178,1066,6287B50F17FFD5B3909592B8B6B5B2E3BAF5C84A4E4908077A8FEE41E89FE178,no
control_evidence,controls/PUBLICATION_READINESS.md,1734,3137EDA57EFD777677469702412579F8CC42AB63AB6EA401CC64ED1385E3E119,1734,3137EDA57EFD777677469702412579F8CC42AB63AB6EA401CC64ED1385E3E119,no
control_evidence,controls/REPRODUCE_GLOBAL_READER.md,1236,8FA0AFA596F9E34C73F673C50E82D7523B6FDDB9D4A7D1ED9FFC322091B2F70D,1236,8FA0AFA596F9E34C73F673C50E82D7523B6FDDB9D4A7D1ED9FFC322091B2F70D,no
control_evidence,controls/REVISION_HISTORY.csv,2151,6BCFE1B93B394A94E447E6420CC08FA7C3CD44225604894CAEF902EDEB779425,2151,6BCFE1B93B394A94E447E6420CC08FA7C3CD44225604894CAEF902EDEB779425,no
control_evidence,controls/RIGHTS_AND_PROVENANCE.md,1223,076977CAB32A530ED82CEBBAF0CC4E364A9925F916707E0E832F5076B9FDDC74,1223,076977CAB32A530ED82CEBBAF0CC4E364A9925F916707E0E832F5076B9FDDC74,no
control_evidence,controls/SUPERSESSION_AND_ORDER.csv,4003,7EAA6D6FD39BB01958991E7AB3E17BAD517F821A26DDBF61A85099D448F80A79,4003,7EAA6D6FD39BB01958991E7AB3E17BAD517F821A26DDBF61A85099D448F80A79,no
control_evidence,controls/PROJECT_LOGBOOK_METHODOLOGY_REPLICATION_DOI_REQUIREMENT_20260802.md,2296,BFA1E3A3EDA94E8C3425BAE50C842610A47D508FB260BF761BA3206883012679,2296,BFA1E3A3EDA94E8C3425BAE50C842610A47D508FB260BF761BA3206883012679,no
control_evidence,controls/global/SGA_1_7II_English_Global_Reader_navigation_r6_current_public_clean_build.json,1559827,FF554621C8AA81CAE4F3956DEF6C55798A3F8051FD0428070FAD71301C8DD51D,1559827,FF554621C8AA81CAE4F3956DEF6C55798A3F8051FD0428070FAD71301C8DD51D,no
control_evidence,controls/global/VALIDATION.json,1231,5159D91A0B4F70A1FC31490B5EFEA0BB11FC772D4D3DC54C56E392D5DFB289BC,1231,5159D91A0B4F70A1FC31490B5EFEA0BB11FC772D4D3DC54C56E392D5DFB289BC,no
control_evidence,controls/global/CLEAN_INPUT_CONTENT_VALIDATION.json,5778,EFD8381ED0FFDFB787A82FE681AE048A585C6D45EE835DC545489815FF68C71E,5778,EFD8381ED0FFDFB787A82FE681AE048A585C6D45EE835DC545489815FF68C71E,no
control_evidence,controls/global/PDF_FONTS.txt,0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,no
control_evidence,controls/global/FINAL_READER_SURFACE_VALIDATION.json,2072,F9340F20F682DD816B937E25871410D178527FEE725DA7D9CA60CB9B5A6122BC,2070,7019502E95DEE3F9958D998AE2657DB4BA22B63365CF6A59B25CDB4CB49F1A62,yes
control_evidence,controls/global/PDF_FONTS_RETRY_SHORTPATH.txt,36010,3E77FB19A51708ABC11D588D7CFEDA32986FA58AFAFC4E6E2E5E914CBFEDC4AF,36010,3E77FB19A51708ABC11D588D7CFEDA32986FA58AFAFC4E6E2E5E914CBFEDC4AF,no
