"record_id","record_type","parent_id","revision","revision_of","supersedes","superseded_by","volume","expose","unit","source_lines","source_locator","authority_sha256","source_reading","target_reading","status","raw_cursor","substantive_cursor","target_tex_sha256","target_pdf_sha256","evidence_sha256","release_state"
"SGA2-X-C26-DERIVATION@1","unit_status","","1","","","","SGA2","X","Corollary 2.6 one-line derivation","3455","printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","Tout ceci resulte trivialement de propositions X.1.1 and X.2.3","All of this follows immediately from Propositions 1.1 and 2.3","source_checked_production_draft","3456","3456","6072C2E73CCD8A9063D9B4671E84059ED699ECF8EB2D480FBC2F9EBEF95CABAA","74E3B33F70C99399096DA0B020C94D7DDB828CE2AD49F1E2DBFD9DB681AFD837","1750029BB3BF75FF2B892120D0CD5D11AA79924A417D8123CEDD0FE2CE26E658","internal_not_for_release"
"SGA2-X-C26-DERIV-SOURCE@1","source_binding","SGA2-X-C26-DERIVATION@1","1","","","","SGA2","X","exact authority line","3455","printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","one exact authority line retained with terminal LF","terminal-LF source line replay exact","source_replay_checked","3456","3456","6072C2E73CCD8A9063D9B4671E84059ED699ECF8EB2D480FBC2F9EBEF95CABAA","74E3B33F70C99399096DA0B020C94D7DDB828CE2AD49F1E2DBFD9DB681AFD837","8FF4A86B4B0D2A4CE56FBB97964E24A83F583985CA15FD0C54BDDD0C5BEC8A2D","internal_not_for_release"
"SGA2-X-C26-DERIV-XREF-X11@1","cross_reference_comparison","SGA2-X-C26-DERIVATION@1","1","","","","SGA2","X","Proposition X.1.1 reference","3455;3327-3329","line3455 to label X.1.1;printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","Ref X.1.1 resolves to Et hat-X to Et Y equivalence proposition","Proposition 1.1 retained and target label verified","cross_reference_target_checked","3456","3456","6072C2E73CCD8A9063D9B4671E84059ED699ECF8EB2D480FBC2F9EBEF95CABAA","74E3B33F70C99399096DA0B020C94D7DDB828CE2AD49F1E2DBFD9DB681AFD837","8D26CF3517241995FD7ABF24F94BC59E5D0BCEE195A494C5C81D21FADB9FF1C5","internal_not_for_release"
"SGA2-X-C26-DERIV-XREF-X23@1","cross_reference_comparison","SGA2-X-C26-DERIVATION@1","1","","","","SGA2","X","Proposition X.2.3 reference","3455;3414-3423","line3455 to label X.2.3;printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","Ref X.2.3 resolves to covering and module functor proposition","Proposition 2.3 retained and target label verified","cross_reference_target_checked","3456","3456","6072C2E73CCD8A9063D9B4671E84059ED699ECF8EB2D480FBC2F9EBEF95CABAA","74E3B33F70C99399096DA0B020C94D7DDB828CE2AD49F1E2DBFD9DB681AFD837","0ADFF5B4A4FDD17DFF772AAF4AFA55FDFE23BC061351A440BC54CAD0ACC43B72","internal_not_for_release"
"SGA2-X-C26-DERIV-BOUNDARY@1","structure_comparison","SGA2-X-C26-DERIVATION@1","1","","","","SGA2","X","one-line boundary and editor-note exclusion","3454-3456","printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","line3454 blank; line3455 derivation; line3456 long ndetext editor note","only line3455 translated; line3456 deferred intact","bounded_structure_checked","3456","3456","6072C2E73CCD8A9063D9B4671E84059ED699ECF8EB2D480FBC2F9EBEF95CABAA","74E3B33F70C99399096DA0B020C94D7DDB828CE2AD49F1E2DBFD9DB681AFD837","E59A5DADE48D40EA47B11A4747A72A21ABA090FA09F697F403FC5B4ACD0FB793","internal_not_for_release"
"SGA2-X-C26-DERIV-FORMULA-NULL@1","formula_inventory","SGA2-X-C26-DERIVATION@1","1","","","","SGA2","X","formula and symbol inventory","3455","printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","no mathematical formula; two structured proposition references","no formula invented; both numerical references preserved","zero_formula_unit_reference_symbols_checked","3456","3456","6072C2E73CCD8A9063D9B4671E84059ED699ECF8EB2D480FBC2F9EBEF95CABAA","74E3B33F70C99399096DA0B020C94D7DDB828CE2AD49F1E2DBFD9DB681AFD837","8FF4A86B4B0D2A4CE56FBB97964E24A83F583985CA15FD0C54BDDD0C5BEC8A2D","internal_not_for_release"
"SGA2-X-C26-DERIV-COMPARE@1","comparison_choice","SGA2-X-C26-DERIVATION@1","1","","","","SGA2","X","external English comparison","3455","jcreinhold ii chapter line270","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","candidate preserves both proposition numbers but says follows trivially","French-derived target preserves references and uses established follows immediately register","comparison_only_with_accepted_and_rejected_choices","3456","3456","6072C2E73CCD8A9063D9B4671E84059ED699ECF8EB2D480FBC2F9EBEF95CABAA","74E3B33F70C99399096DA0B020C94D7DDB828CE2AD49F1E2DBFD9DB681AFD837","DE70675A97363E141810E0658E2618A01CFA715A4A9CEDDB22111829B5A113B2","internal_not_for_release"
"SGA2-X-C26-DERIV-COMPARE-TRIVIALLY-REJECT-001@1","terminology_rejected_choice","SGA2-X-C26-DERIVATION@1","1","","","","SGA2","X","resulte trivialement register","3455","authority line3455;candidate line270;target body","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","French trivialement and candidate trivially","established English follows immediately; trivially rejected as over-literal register","rejected_comparison_wording_source_meaning_preserved","3456","3456","6072C2E73CCD8A9063D9B4671E84059ED699ECF8EB2D480FBC2F9EBEF95CABAA","74E3B33F70C99399096DA0B020C94D7DDB828CE2AD49F1E2DBFD9DB681AFD837","1750029BB3BF75FF2B892120D0CD5D11AA79924A417D8123CEDD0FE2CE26E658","internal_not_for_release"
"SGA2-X-C26-DERIV-BUILD@1","build_validation","SGA2-X-C26-DERIVATION@1","1","","","","SGA2","X","two-pass pdfLaTeX build","3455","target page1","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","pass1 expected rerunfilecheck only; pass2 zero warning or error matches","one-page A4 PDF with five clean font rows","producer_build_pass_pending_independent_review","3456","3456","6072C2E73CCD8A9063D9B4671E84059ED699ECF8EB2D480FBC2F9EBEF95CABAA","74E3B33F70C99399096DA0B020C94D7DDB828CE2AD49F1E2DBFD9DB681AFD837","576C05D31662007DA0C74CF24760F9A18F2F4DD67CE8E606FEB9A274425EF8A0","internal_not_for_release"
"SGA2-X-C26-DERIV-RENDER@1","render_review","SGA2-X-C26-DERIVATION@1","1","","","","SGA2","X","target and source visual QA","3455","target1;source physical101","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","source line visible before editor note on physical101","clean target page with both proposition numbers and punctuation visible","producer_render_pass_pending_independent_review","3456","3456","6072C2E73CCD8A9063D9B4671E84059ED699ECF8EB2D480FBC2F9EBEF95CABAA","74E3B33F70C99399096DA0B020C94D7DDB828CE2AD49F1E2DBFD9DB681AFD837","77E62951DDBD7A6235DBAB8AF17E1BF461389D2105D5FB21A9E484F2765B0D21","internal_not_for_release"
