"packet","file","status","expected_sha256","actual_sha256"
"R7_4065F6A4_SYSTEMERROR_DEDUP_REVERIFY_20260707","B3_HANDOFF_BOUNDARIES.csv","OK","947E037D8C2C463AFB604EF5DFE992F999E3976D6807E24C8547370C4B68797B","947E037D8C2C463AFB604EF5DFE992F999E3976D6807E24C8547370C4B68797B"
"R7_4065F6A4_SYSTEMERROR_DEDUP_REVERIFY_20260707","LOGBOOK_EXCERPT.md","OK","151F860F2110C3FBB31929E7F448A04F1EB7A71266360FC86B40D00646FF2014","151F860F2110C3FBB31929E7F448A04F1EB7A71266360FC86B40D00646FF2014"
"R7_4065F6A4_SYSTEMERROR_DEDUP_REVERIFY_20260707","MANIFEST.csv","OK","96E5384D4770E6297C7EF00CCC8C6CD3F823E8DE5D402C00AC2A03D04E691235","96E5384D4770E6297C7EF00CCC8C6CD3F823E8DE5D402C00AC2A03D04E691235"
"R7_4065F6A4_SYSTEMERROR_DEDUP_REVERIFY_20260707","R7_4065F6A4_EXACT_BLOCKER_RECOVERY_ROWS.csv","OK","721624C55AEA10A8045F429E1CE7ED4EDAAF324F6804BDE19DB78B8555CA7144","721624C55AEA10A8045F429E1CE7ED4EDAAF324F6804BDE19DB78B8555CA7144"
"R7_4065F6A4_SYSTEMERROR_DEDUP_REVERIFY_20260707","R7_4065F6A4_FABLE_ADVERSE_DEDUP_ROWS.csv","OK","F1CF5513B2262581D0137E057E8D7FC9437895B615DA6865EE8D2DBB86713A72","F1CF5513B2262581D0137E057E8D7FC9437895B615DA6865EE8D2DBB86713A72"
"R7_4065F6A4_SYSTEMERROR_DEDUP_REVERIFY_20260707","R7_4065F6A4_LEGACY_PLACEHOLDER_HYGIENE_REPAIR_ROWS.csv","OK","F5F4BEABEDB9029E39BF2A1B497C264C05CD3FF229E94975779FE36C1B117D3C","F5F4BEABEDB9029E39BF2A1B497C264C05CD3FF229E94975779FE36C1B117D3C"
"R7_4065F6A4_SYSTEMERROR_DEDUP_REVERIFY_20260707","R7_4065F6A4_SOURCE_USE_GAP_CARRYFORWARD_ROWS.csv","OK","D8B19B5435CD96A2729E9E1F8863F71B1751E64A4902B82AA843084FA6EEB87B","D8B19B5435CD96A2729E9E1F8863F71B1751E64A4902B82AA843084FA6EEB87B"
"R7_4065F6A4_SYSTEMERROR_DEDUP_REVERIFY_20260707","R7_4065F6A4_SYSTEMERROR_DEDUP_FRONTIER_REVERIFY.csv","OK","8EB50CBD3B27119CFD8B6C056DA23A512454E79CF180D39C8100AA27AA52E2FB","8EB50CBD3B27119CFD8B6C056DA23A512454E79CF180D39C8100AA27AA52E2FB"
"R7_4065F6A4_SYSTEMERROR_DEDUP_REVERIFY_20260707","README.md","OK","8CB8136A1CC53276DD3DE8FBA5F6AA9BF08548C0A3C0B046EF897C23E767C926","8CB8136A1CC53276DD3DE8FBA5F6AA9BF08548C0A3C0B046EF897C23E767C926"
"R7_4065F6A4_SYSTEMERROR_DEDUP_REVERIFY_20260707","SUMMARY.json","OK","E79EBC1D8BACF781E320301E885358B9CB4D0005475C24AC6BF4C9688185DD77","E79EBC1D8BACF781E320301E885358B9CB4D0005475C24AC6BF4C9688185DD77"
