"exact_gate_row_id","durable_run_log_id","micro_evidence_id","source_row_id","row_group","concept_id","english","exact_source_ref","source_artifact","source_path_or_url","source_path_resolution","source_basis","evidence_status","controlled_arabic_surface","persian_farsi_surface","dari_afghan_surface_or_gate","tajik_surface","urdu_hindustani_surface","bridge_candidate_nonpromoted","arabic_direct_gate","persian_farsi_direct_gate","dari_afghan_direct_gate","tajik_direct_gate","arabic_direct_micro_support","persian_farsi_direct_micro_support","dari_afghan_direct_micro_support","tajik_direct_micro_support","authorized_draft_consumers","direct_micro_support_combined","route_decision","bridge_candidate_review_boundary","adjacent_linear_algebra_boundary","unresolved_blocker","blocker_status","review_only_boundary","no_merge_boundary","allowed_use","term_promotion_allowed","bridge_promotion_allowed","native_review_claim","git_push","route_arabic_rtl_lane","route_persianate_farsi_lane","route_dari_afghan_lane","route_tajik_cyrillic_lane","route_urdu_hindustani_lane","route_pan_turkic_lane","route_adjacent_linear_algebra_lane","gate_notes"
"r3exact:r3run:0166","r3run:0166","r3micro:dari_afghan_vector_space_source_gate:vector_space","dari_afghan_vector_space_source_gate:vector_space","dari_afghan_vector_space_source_gate","vector_space","vector space","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:vector_space :: DDL page 204 row 3046; prior gap-fill packet records older curriculum lead for فضاهای وکتوری","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","inherited_from_durable_run_log","DDL page 204 row 3046; prior gap-fill packet records older curriculum lead for فضاهای وکتوری","definition_gate_present_not_microdraft_ready","","","فضای برداری; فضای خطی; فضای وکتوری lead","","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","not_direct_blocker_or_source_question","","","Dari/Afghan Persian direct draft support: فضای برداری; فضای خطی; فضای وکتوری lead","","dari_afghan_source_gate_lane","Dari/Afghan Persian direct draft support: فضای برداری; فضای خطی; فضای وکتوری lead","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","review_ready_gate_for_concept_not_body_translation | DDL definition is strong, but the vector register inside the lane still needs review before Hefferon axiom prose."
"r3exact:r3run:0167","r3run:0167","r3micro:dari_afghan_vector_space_source_gate:vector","dari_afghan_vector_space_source_gate:vector","dari_afghan_vector_space_source_gate","vector","vector","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:vector :: DDL page 204 row 3047","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","inherited_from_durable_run_log","DDL page 204 row 3047","definition_gate_present","","","وکتور","","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","not_direct_blocker_or_source_question","","","Dari/Afghan Persian direct draft support: وکتور","","dari_afghan_source_gate_lane","Dari/Afghan Persian direct draft support: وکتور","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","strong_non_erasure_anchor | Do not inherit Iranian Persian بردار without Afghan review."
"r3exact:r3run:0168","r3run:0168","r3micro:dari_afghan_vector_space_source_gate:vector_addition","dari_afghan_vector_space_source_gate:vector_addition","dari_afghan_vector_space_source_gate","vector_addition","vector addition","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:vector_addition :: DDL page 204 vector-space definition","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","inherited_from_durable_run_log","DDL page 204 vector-space definition","source_witness_from_vector_space_definition","","","جمع برداری","","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","not_direct_blocker_or_source_question","","","Dari/Afghan Persian direct draft support: جمع برداری","","dari_afghan_source_gate_lane","Dari/Afghan Persian direct draft support: جمع برداری","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","term_gate_only | Useful, but Hefferon axiom wording still not promoted."
"r3exact:r3run:0169","r3run:0169","r3micro:dari_afghan_vector_space_source_gate:scalar_multiplication","dari_afghan_vector_space_source_gate:scalar_multiplication","dari_afghan_vector_space_source_gate","scalar_multiplication","scalar multiplication","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:scalar_multiplication :: DDL page 204 vector-space definition","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","inherited_from_durable_run_log","DDL page 204 vector-space definition","source_witness_from_vector_space_definition","","","ضرب نرده‌ای","","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","not_direct_blocker_or_source_question","","","Dari/Afghan Persian direct draft support: ضرب نرده‌ای","","dari_afghan_source_gate_lane","Dari/Afghan Persian direct draft support: ضرب نرده‌ای","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","term_gate_only | Need Afghan reviewer/source to confirm scalar multiplication register before full axiom text."
"r3exact:r3run:0170","r3run:0170","r3micro:dari_afghan_vector_space_source_gate:scalar","dari_afghan_vector_space_source_gate:scalar","dari_afghan_vector_space_source_gate","scalar","scalar","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:scalar :: No standalone Afghan Dari row captured in this pass.","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","inherited_from_durable_run_log","No standalone Afghan Dari row captured in this pass.","open_in_afghan_dari_packet","","","OPEN / possible اسکالر from adjacent Persian/Farsi only","","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","not_direct_blocker_or_source_question","","","Dari/Afghan Persian direct draft support: OPEN / possible اسکالر from adjacent Persian/Farsi only","","dari_afghan_source_gate_lane","Dari/Afghan Persian direct draft support: OPEN / possible اسکالر from adjacent Persian/Farsi only","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","source_gap_or_open_direct_evidence; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","do_not_promote | Do not inherit Persian/Farsi scalar row automatically."
"r3exact:r3run:0171","r3run:0171","r3micro:dari_afghan_vector_space_source_gate:zero_vector","dari_afghan_vector_space_source_gate:zero_vector","dari_afghan_vector_space_source_gate","zero_vector","zero vector","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:zero_vector :: No captured Afghan Dari row.","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","inherited_from_durable_run_log","No captured Afghan Dari row.","open","","","OPEN","","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","not_direct_blocker_or_source_question","","","Dari/Afghan Persian direct draft support: OPEN","","dari_afghan_source_gate_lane","Dari/Afghan Persian direct draft support: OPEN","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","source_gap_or_open_direct_evidence; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","do_not_promote | Needed before a Hefferon vector-space microdraft."
"r3exact:r3run:0172","r3run:0172","r3micro:dari_afghan_vector_space_source_gate:additive_inverse","dari_afghan_vector_space_source_gate:additive_inverse","dari_afghan_vector_space_source_gate","additive_inverse","additive inverse","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:additive_inverse :: No captured Afghan Dari row.","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","inherited_from_durable_run_log","No captured Afghan Dari row.","open","","","OPEN","","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","not_direct_blocker_or_source_question","","","Dari/Afghan Persian direct draft support: OPEN","","dari_afghan_source_gate_lane","Dari/Afghan Persian direct draft support: OPEN","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","source_gap_or_open_direct_evidence; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","do_not_promote | Needed before a Hefferon vector-space microdraft."
"r3exact:r3run:0173","r3run:0173","r3micro:dari_afghan_vector_space_source_gate:closure","dari_afghan_vector_space_source_gate:closure","dari_afghan_vector_space_source_gate","closure","closed under operation","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:closure :: No captured Afghan Dari axiom wording.","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","inherited_from_durable_run_log","No captured Afghan Dari axiom wording.","open","","","OPEN","","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","not_direct_blocker_or_source_question","","","Dari/Afghan Persian direct draft support: OPEN","","dari_afghan_source_gate_lane","Dari/Afghan Persian direct draft support: OPEN","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","source_gap_or_open_direct_evidence; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","do_not_promote | Needed before a Hefferon vector-space microdraft."
"r3exact:r3run:0174","r3run:0174","r3micro:dari_afghan_linear_system_source_gate:linear_algebra","dari_afghan_linear_system_source_gate:linear_algebra","dari_afghan_linear_system_source_gate","linear_algebra","linear algebra","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:linear_algebra :: DDL page 90 row 1347; KPU math department HTML; older Afghan bridge source ledger","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","inherited_from_durable_run_log","DDL page 90 row 1347; KPU math department HTML; older Afghan bridge source ledger","unchanged_review_ready_term_gate","","","الجبر خطی","","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","not_direct_blocker_or_source_question","","","Dari/Afghan Persian direct draft support: الجبر خطی","","dari_afghan_source_gate_lane","Dari/Afghan Persian direct draft support: الجبر خطی","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","review_ready_term_gate_not_full_prose | Do not normalize away Afghan initial الجبر."
"r3exact:r3run:0175","r3run:0175","r3micro:dari_afghan_linear_system_source_gate:linear_equation","dari_afghan_linear_system_source_gate:linear_equation","dari_afghan_linear_system_source_gate","linear_equation","linear equation","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:linear_equation :: DDL page 84 row 1258 Mathematical equation => معادله ریاضی; older rendered Afghan curriculum lead has معادلات خطی","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","inherited_from_durable_run_log","DDL page 84 row 1258 Mathematical equation => معادله ریاضی; older rendered Afghan curriculum lead has معادلات خطی","improved_adjacent_equation_family_not_linear_equation","","","معادله ریاضی; معادلات خطی","","","","not_direct_blocker_or_source_question","not_direct_blocker_or_source_question","direct_source_gate_match_review_only","not_direct_blocker_or_source_question","","","Dari/Afghan Persian direct draft support: معادله ریاضی; معادلات خطی","","dari_afghan_source_gate_lane","Dari/Afghan Persian direct draft support: معادله ریاضی; معادلات خطی","route_direct_persianate_scope","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","draft_support_available_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","direct_lane_micro_support_only_when_direct_gate_match_else_blocker_or_comparator_trace","false","false","false","false","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_source_gate_only_no_microdraft_promotion","do_not_consume_from_dari_gate_independent_tajik_review_required","separate_lane_no_inheritance","separate_lane_no_inheritance","consume_source_gate_question_review_only","term_family_gate_improved_but_no_singular_hefferon_microdraft | This supports equation-family and plural linear-equations wording, but not enough for singular Hefferon 'a linear equation' without reviewer/source confirmation."
