"audit_id","source_witness_id","lane","target_language_or_access_target","witness_class","source_level","source_title_or_route_label","topic_tags","route_status","evidence_tier","source_url","current_url_status","current_content_type","current_content_length","current_access_error","local_path","local_sha256_or_status","local_byte_count_or_status","license_or_access_signal","current_source_return_status","exact_math_content_status","source_package_or_item_level_status","gap_or_blocker_note","non_claim_boundary"
"R7BSSRC001","BS-BRUNEI-CTX-01","Brunei-Singapore","Brunei","language_context","pdf_text_extracted","Brunei translation and language-education context PDF","Brunei;language_education;translation_context","route_context_only","CONTEXT_PDF_NOT_MATH_AUTHORITY","https://ddd.uab.cat/pub/caplli/1997/240469/coninttra_a1994p663.pdf","200","application/pdf","83308","","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\downloaded_pdfs\brunei_translation_language_education_1994.pdf","16FBBB00B936BD64EE836A4109FA600033F6169C9709A03E861047380B828A50","83308","not_established_in_local_capture; current_url_status_200; no_license_clearance_claimed","not_math_or_algebra_terminology_authority","context_or_route_only_no_exact_malay_higher_algebra_terms","no_source_package; item-level exact Malay mathematics content not captured","not_mathematics_or_algebra_terminology_authority","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion"
"R7BSSRC002","BS-BRUNEI-CTX-02","Brunei-Singapore","Brunei","language_context","pdf_text_extracted","Brunei UBD EMI/code-switching intelligibility context PDF","Brunei;EMI;code_switching;math_access_context","route_context_only","CONTEXT_PDF_NOT_MATH_AUTHORITY","https://fass.ubd.edu.bn/staff/docs/DD/ishamina-deterding-2017-EMI.pdf","200","application/pdf","646972","","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\downloaded_pdfs\brunei_ubd_code_switching_intelligibility_emi_2017.pdf","F2B744143BF57C315AFE1B65523A86427D1B8D5BB3E1EBCBE6DEEC9706BAA890","646972","not_established_in_local_capture; current_url_status_200; no_license_clearance_claimed","math_access_context_only_not_algebra_terminology_authority","context_or_route_only_no_exact_malay_higher_algebra_terms","no_source_package; item-level exact Malay mathematics content not captured","not_algebra_terminology_authority","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion"
"R7BSSRC003","BS-BRUNEI-DBP-GAP-01","Brunei-Singapore","Brunei","official_route_blocker","download_failed","Brunei DBP/MABBIM official route blocker","Brunei_DBP;MABBIM;official_route","download_failed_blocker","OFFICIAL_ROUTE_BLOCKER","https://www.dbp.gov.bn/Jalinan%20Kerjasama/Majlis%20Bahasa%20Brunei%20Darussalam%20Indonesia%20Malaysia.aspx","ERR","ERR","ERR","The SSL connection could not be established, see inner exception.","not_applicable_no_local_payload","E4D27EF2393F6253A55FED0FF92B0B4A49AAD6B7922D61FD953D853132D31B4C","not_applicable_no_local_payload","no_content_captured; current_url_status_ERR; no_license_clearance_claimed","direct_tooling_ssl_blocker; web_search_confirms MABBIM route page exists; no exact math content captured","exact_math_content_absent_or_blocked","no_source_package; item-level exact Malay mathematics content not captured","TLS_hostname_mismatch_no_exact_math_content","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion"
"R7BSSRC004","BS-BRUNEI-MOE-01","Brunei-Singapore","Brunei","official_route_context","html_snapshot","Brunei MOE Curriculum Development Department official route page","Brunei_MOE;curriculum;mathematics_unit_route","route_context_only","OFFICIAL_ROUTE_CONTEXT_NO_EXACT_TERMS","https://www.moe.gov.bn/SitePages/Jabatan%20Perkembangan%20Kurikulum.aspx","200","text/html; charset=utf-8","136778","","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T161205Z_malay_indonesian_brunei_singapore_content_status\brunei_moe\brunei_moe_curriculum_development_department.html","C5D1D90E4FB90420A21EDF73B208905C7752B388EA8D078B78F82C4CA39EFE91","136778","public_official_route_license_not_established; current_url_status_200; no_license_clearance_claimed","official curriculum route only; no item-level Malay algebra terminology captured","context_or_route_only_no_exact_malay_higher_algebra_terms","no_source_package; item-level exact Malay mathematics content not captured","no_exact_Malay_algebra_or_term_content","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion"
"R7BSSRC005","BS-BRUNEI-MOE-02","Brunei-Singapore","Brunei","official_curriculum_context","pdf_downloaded","Brunei MOE SPN21 English complete PDF","Brunei_MOE;SPN21;curriculum;English_medium_math_context","route_context_only","OFFICIAL_CURRICULUM_CONTEXT_NO_HIGHER_ALGEBRA_TERMS","https://www.moe.gov.bn/spn21dl/SPN21%20ENG%20%282013%29%20COMPLETE.pdf","200","application/pdf","7249516","","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T161205Z_malay_indonesian_brunei_singapore_content_status\brunei_moe\brunei_moe_spn21_english.pdf","2BA7C0AC9B1EAE09D8D6FB158B3F903B1E614191DE8BEA25FA81A366BD938DFE","7249516","public_official_pdf_license_not_established; current_url_status_200; no_license_clearance_claimed","English-medium curriculum context only; not Malay algebra/proof terminology","context_or_route_only_no_exact_malay_higher_algebra_terms","no_source_package; item-level exact Malay mathematics content not captured","no_exact_Malay_algebra_or_term_content","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion"
"R7BSSRC006","BS-BRUNEI-MOE-03","Brunei-Singapore","Brunei","official_curriculum_context","pdf_downloaded","Brunei MOE SPN21 Malay complete PDF","Brunei_MOE;SPN21;Malay_curriculum_context","route_context_only","OFFICIAL_CURRICULUM_CONTEXT_NO_HIGHER_ALGEBRA_TERMS","https://www.moe.gov.bn/spn21dl/SPN21%20MALAY%20%282013%29%20COMPLETE.pdf","200","application/pdf","8683542","","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T161205Z_malay_indonesian_brunei_singapore_content_status\brunei_moe\brunei_moe_spn21_malay.pdf","0914D6DAF50D64D212F8437470EE11701B06885628D1BF05AD2972EAAB6678BB","8683542","public_official_pdf_license_not_established; current_url_status_200; no_license_clearance_claimed","Malay SPN21 curriculum context; no higher-algebra or exact term rows captured","context_or_route_only_no_exact_malay_higher_algebra_terms","no_source_package; item-level exact Malay mathematics content not captured","no_exact_higher_algebra_or_term_content","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion"
"R7BSSRC007","BS-SINGAPORE-CTX-01","Brunei-Singapore","Singapore","math_language_context","pdf_text_extracted","Singapore NIE Language Matters in Mathematics context PDF","Singapore;mathematics_language;education_context","route_context_only","CONTEXT_PDF_NOT_MALAY_MATH_AUTHORITY","https://repository.nie.edu.sg/server/api/core/bitstreams/cc4e8ee1-ac51-40cc-a4b7-525b50ad94f5/content","200","application/pdf; charset=UTF-8","839774","","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\downloaded_pdfs\singapore_nie_language_matters_mathematics_2019.pdf","E8F72079E348C2A8583733475851FCEF1285D669342E17A7412FC0BBB41DF91F","839774","not_established_in_local_capture; current_url_status_200; no_license_clearance_claimed","mathematics_language_context_only_not_malay_algebra_source","context_or_route_only_no_exact_malay_higher_algebra_terms","no_source_package; item-level exact Malay mathematics content not captured","not_Malay_algebra_terminology_authority","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion"
"R7BSSRC008","BS-SINGAPORE-GAP-01","Brunei-Singapore","Singapore","exact_content_gap","local_source_status_gap","Singapore Malay mathematics exact-content gap row","Singapore;Malay_math;exact_terms;approved_textbook_overlap","exact_content_gap","EXACT_CONTENT_GAP","current_MOE_SEAB_ATL_source_return","not_url_gap_row","not_applicable","not_applicable","not_applicable","not_applicable_no_local_payload","LOCAL_STATUS_20260704_SG_EXACT_CONTENT_GAP","not_applicable_no_local_payload","no_content_captured; current_url_status_not_url_gap_row; no_license_clearance_claimed","local exact-content gap row for current MOE/SEAB/ATL source return","exact_math_content_absent_or_blocked","no_source_package; item-level exact Malay mathematics content not captured","MOE_SEAB_routes_captured_but_no_exact_Malay_math_terms_or_overlap","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion"
"R7BSSRC009","BS-SINGAPORE-MOE-01","Brunei-Singapore","Singapore","official_route_context","html_snapshot","Singapore MOE Approved Textbook List route page","Singapore_MOE;textbook_route;Malay_math_overlap_check","route_context_only","OFFICIAL_ROUTE_CONTEXT_NO_EXACT_TERMS","https://www.moe.gov.sg/education-in-sg/approved-textbook-list","200","text/html; charset=utf-8","","","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T161205Z_malay_indonesian_brunei_singapore_content_status\singapore_moe\singapore_moe_approved_textbook_list.html","5FF770BBEA0B2F3F97C3BAA083B697DFE28EF45B50B2E89CE97822C6EB240D8A","106487","public_official_route_license_not_established; current_url_status_200; no_license_clearance_claimed","ATL route only; prior parsed primary/secondary title checks found Malay rows and math rows with zero overlap","context_or_route_only_no_exact_malay_higher_algebra_terms","no_source_package; item-level exact Malay mathematics content not captured","no_extracted_Malay_mathematics_term_list","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion"
"R7BSSRC010","BS-SINGAPORE-SEAB-01","Brunei-Singapore","Singapore","official_assessment_route","html_snapshot","Singapore SEAB 2027 SEC G3 syllabuses route page","Singapore_SEAB;G3_syllabus_route;Malay_and_math_separate_subjects","route_context_only","OFFICIAL_ASSESSMENT_ROUTE_NO_MALAY_MATH_OVERLAP","https://www.seab.gov.sg/secondary-education-certificate-sec/g3-syllabuses-for-school-candidates-2027/","200","text/html","","","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T161205Z_malay_indonesian_brunei_singapore_content_status\singapore_seab\singapore_seab_2027_sec_g3_syllabuses.html","88C2F3A20AED0C07884457781767B264CA8023D810BCC3BB9E03F6DD048B6155","981240","public_official_route_license_not_established; current_url_status_200; no_license_clearance_claimed","SEAB route lists Malay local subjects separately from mathematics; no Malay mathematics overlap","context_or_route_only_no_exact_malay_higher_algebra_terms","no_source_package; item-level exact Malay mathematics content not captured","no_Malay_math_term_or_course_overlap","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion"
