"current_head","source_packet","source_use_label_963f","source_row_head","source_use_label_e58","language_gate","concept","target_rendering_alternatives","alternative_count","support_row_count","source_paths","occurrence_scan_status","term_status","register_note","source_use_label","boundary"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_SOURCE_TEXT_OCCURRENCE_SCAN_RETRY_20260706T100405Z","term-alternatives-draft-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","term-alternatives-draft-current-head-refresh","ar","ideal","مثالي | المثالي","2","42","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf | source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf | source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-003_SyriaMath_algebraic_structures.pdf","see R3_81DB4BA9_TERM_OCCURRENCE_STATS_AND_RECOVERY.csv for exact hit/zero-hit rows","term-alternatives-only; generated-draft; non-canonical; not accepted terminology","Use source-context register only; no native-review or accepted-term claim.","term-alternatives-draft","no bridge promotion, accepted terminology, native review, canonical approval, gate promotion, source certification, final status, or translation completion"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_SOURCE_TEXT_OCCURRENCE_SCAN_RETRY_20260706T100405Z","term-alternatives-draft-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","term-alternatives-draft-current-head-refresh","ar","matrix / matrix ring context","مصفوفة","1","2","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","see R3_81DB4BA9_TERM_OCCURRENCE_STATS_AND_RECOVERY.csv for exact hit/zero-hit rows","term-alternatives-only; generated-draft; non-canonical; not accepted terminology","Use source-context register only; no native-review or accepted-term claim.","term-alternatives-draft","no bridge promotion, accepted terminology, native review, canonical approval, gate promotion, source certification, final status, or translation completion"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_SOURCE_TEXT_OCCURRENCE_SCAN_RETRY_20260706T100405Z","term-alternatives-draft-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","term-alternatives-draft-current-head-refresh","ar","Noetherian ring","الحلقة النوثرية | حلقات نوثرية | النوثرية | حلقة نوثرية | نوثرية","5","11","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf | source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-003_SyriaMath_algebraic_structures.pdf | source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-004_KFUPM_eprint_140075.html","see R3_81DB4BA9_TERM_OCCURRENCE_STATS_AND_RECOVERY.csv for exact hit/zero-hit rows","term-alternatives-only; generated-draft; non-canonical; not accepted terminology","Use source-context register only; no native-review or accepted-term claim.","term-alternatives-draft","no bridge promotion, accepted terminology, native review, canonical approval, gate promotion, source certification, final status, or translation completion"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_SOURCE_TEXT_OCCURRENCE_SCAN_RETRY_20260706T100405Z","term-alternatives-draft-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","term-alternatives-draft-current-head-refresh","ar","ring","الحلقة | الحلقة السلسلية","2","5","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-003_SyriaMath_algebraic_structures.pdf | source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-004_KFUPM_eprint_140075.html","see R3_81DB4BA9_TERM_OCCURRENCE_STATS_AND_RECOVERY.csv for exact hit/zero-hit rows","term-alternatives-only; generated-draft; non-canonical; not accepted terminology","Use source-context register only; no native-review or accepted-term claim.","term-alternatives-draft","no bridge promotion, accepted terminology, native review, canonical approval, gate promotion, source certification, final status, or translation completion"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_SOURCE_TEXT_OCCURRENCE_SCAN_RETRY_20260706T100405Z","term-alternatives-draft-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","term-alternatives-draft-current-head-refresh","ar","source-context term","المجال البروفري","1","1","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-004_KFUPM_eprint_140075.html","see R3_81DB4BA9_TERM_OCCURRENCE_STATS_AND_RECOVERY.csv for exact hit/zero-hit rows","term-alternatives-only; generated-draft; non-canonical; not accepted terminology","Use source-context register only; no native-review or accepted-term claim.","term-alternatives-draft","no bridge promotion, accepted terminology, native review, canonical approval, gate promotion, source certification, final status, or translation completion"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_SOURCE_TEXT_OCCURRENCE_SCAN_RETRY_20260706T100405Z","term-alternatives-draft-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","term-alternatives-draft-current-head-refresh","fa_IR","field","میدان","1","5","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","see R3_81DB4BA9_TERM_OCCURRENCE_STATS_AND_RECOVERY.csv for exact hit/zero-hit rows","term-alternatives-only; generated-draft; non-canonical; not accepted terminology","Use source-context register only; no native-review or accepted-term claim.","term-alternatives-draft","no bridge promotion, accepted terminology, native review, canonical approval, gate promotion, source certification, final status, or translation completion"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_SOURCE_TEXT_OCCURRENCE_SCAN_RETRY_20260706T100405Z","term-alternatives-draft-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","term-alternatives-draft-current-head-refresh","fa_IR","ideal","ایدهآل","1","34","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf | source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","see R3_81DB4BA9_TERM_OCCURRENCE_STATS_AND_RECOVERY.csv for exact hit/zero-hit rows","term-alternatives-only; generated-draft; non-canonical; not accepted terminology","Use source-context register only; no native-review or accepted-term claim.","term-alternatives-draft","no bridge promotion, accepted terminology, native review, canonical approval, gate promotion, source certification, final status, or translation completion"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_SOURCE_TEXT_OCCURRENCE_SCAN_RETRY_20260706T100405Z","term-alternatives-draft-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","term-alternatives-draft-current-head-refresh","fa_IR","Noetherian ring","نوتری","1","1","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","see R3_81DB4BA9_TERM_OCCURRENCE_STATS_AND_RECOVERY.csv for exact hit/zero-hit rows","term-alternatives-only; generated-draft; non-canonical; not accepted terminology","Use source-context register only; no native-review or accepted-term claim.","term-alternatives-draft","no bridge promotion, accepted terminology, native review, canonical approval, gate promotion, source certification, final status, or translation completion"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_SOURCE_TEXT_OCCURRENCE_SCAN_RETRY_20260706T100405Z","term-alternatives-draft-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","term-alternatives-draft-current-head-refresh","fa_IR","ring","حلقه","1","32","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf | source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","see R3_81DB4BA9_TERM_OCCURRENCE_STATS_AND_RECOVERY.csv for exact hit/zero-hit rows","term-alternatives-only; generated-draft; non-canonical; not accepted terminology","Use source-context register only; no native-review or accepted-term claim.","term-alternatives-draft","no bridge promotion, accepted terminology, native review, canonical approval, gate promotion, source certification, final status, or translation completion"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_SOURCE_TEXT_OCCURRENCE_SCAN_RETRY_20260706T100405Z","term-alternatives-draft-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","term-alternatives-draft-current-head-refresh","ur_Arab","eigenspace","ویژہ فضاء","1","1","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-006_bab6_ur_wikibooks_linear_algebra_raw.wikitext","see R3_81DB4BA9_TERM_OCCURRENCE_STATS_AND_RECOVERY.csv for exact hit/zero-hit rows","term-alternatives-only; generated-draft; non-canonical; not accepted terminology","Use source-context register only; no native-review or accepted-term claim.","term-alternatives-draft","no bridge promotion, accepted terminology, native review, canonical approval, gate promotion, source certification, final status, or translation completion"
