"current_head","source_packet","source_use_label_963f","source_row_head","source_use_label_e58","blocker_id","lane","category","gap_or_blocker","priority","observed_evidence","required_action","searched_paths_or_branch_context","active_recovery_search","next_recovery_action_81db","source_use_label","gate_guard","b3_route","boundary","blocker_origin"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-001","Arabic","branch-weighting","branch_weight_ledger.csv","P1-source-body-or-source-use","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_BRANCH_WEIGHT_LEDGER.csv","produce branch_weight_ledger.csv application rows linked to lane source bodies and hashes","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-002","Arabic","marginal-intelligibility","marginal_intelligibility.csv","P1-source-body-or-source-use","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_MARGINAL_INTELLIGIBILITY_LEDGER.csv","produce marginal_intelligibility.csv application rows linked to lane source bodies and hashes","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-003","Arabic","source-use","source_use_status.csv / source_documents.csv","P1-source-body-or-source-use","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_SOURCE_USE_LEDGER.csv","produce source_use_status.csv / source_documents.csv application rows linked to lane source bodies and hashes","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-004","Arabic","adverse-evidence","adverse_evidence_ledger.csv","P1-source-body-or-source-use","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_ADVERSE_DO_NOT_USE_LEDGER.csv","produce adverse_evidence_ledger.csv application rows linked to lane source bodies and hashes","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-005","Arabic","normalization","normalization_decisions / forms.csv","P1-source-body-or-source-use","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_NORMALIZATION_LEDGER.csv","produce normalization_decisions / forms.csv application rows linked to lane source bodies and hashes","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-006","Arabic","marker-table","marker-table / interlinear scaffolding rows","P1-source-body-or-source-use","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_MARKER_INTERLINEAR_LEDGER.csv","produce marker-table / interlinear scaffolding rows application rows linked to lane source bodies and hashes","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-007","Arabic","do-not-use","do_not_use.csv / false_friend_ledger.csv","P1-source-body-or-source-use","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\DO_NOT_USE_APPLICATION_ROWS_212DFB.csv","produce do_not_use.csv / false_friend_ledger.csv application rows linked to lane source bodies and hashes","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-008","Arabic","lane-current-head-application-needed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706","P1-source-body-or-source-use","554","create current-head lane packet applying branch-weight, marginal-intelligibility, source-use, adverse/do-not-use, normalization, marker-table, and formula-neighboring checks to actual lane bodies","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-009","Persianate/Tajik;Arabic","b3/package-or-triage","interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/B3_UPLOADER_READY_SUMMARY.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-010","Persianate/Tajik;Arabic","b3/package-or-triage","interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/BRANCH_212DF_R3_RELEVANT_TREE.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
"963f529950a0309fadf2848b5c91f12da936f01f","R3_81DB4BA9_PDF_LAYER_RECOVERY_AUDIT_20260706T101455Z","active-recovery-blocker-carry-forward","81db4ba945379e7c267ac6b5049f207e5746e65e","active-recovery-blocker-current-head-refresh","AR-AC6F4E-GAP-011","Persianate/Tajik;Arabic","b3/package-or-triage","interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706/R3_212DF_BRANCH_ADVANCE_SOURCE_PAYLOAD_20260706T072208Z/BRANCH_DELTA_C7FB_TO_212DF_RELEVANT.csv","P1-source-body-or-source-use","added","B3/current-lane inspect for source-use/Fable/interlanguage relevance","source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706","Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.","Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.","active-recovery-blocker-row","No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.","B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","prior-81db-active-recovery"
