"packet_label","relative_path","branch_manifest_bytes","branch_manifest_sha256","local_path","local_exists","local_bytes","local_sha256","bytes_match","sha256_match","source_use_label"
"5c87-current","B3_UPLOADER_READY_SUMMARY.csv","854","bea5c92c1252c5a5e764235e9d3b98e2b7140af419e33abbd30af122dd848e0e","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\B3_UPLOADER_READY_SUMMARY.csv","True","854","bea5c92c1252c5a5e764235e9d3b98e2b7140af419e33abbd30af122dd848e0e","True","True","branch-visible-r3-packet-hash-check"
"5c87-current","carried-forward-2b1-token-reset-source-use-gap\B3_UPLOADER_READY_SUMMARY.csv","795","1635587799ab94f0ed140e812cd089defa8a166b03bcf4f056bc52cec6e3a6ac","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\carried-forward-2b1-token-reset-source-use-gap\B3_UPLOADER_READY_SUMMARY.csv","True","795","1635587799ab94f0ed140e812cd089defa8a166b03bcf4f056bc52cec6e3a6ac","True","True","branch-visible-r3-packet-hash-check"
"5c87-current","carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_BLOCKERS_AND_RECOVERY_CONTINUATION.csv","1095","3acd648386a143d31026a2863eca2bb1bce182a64853f5a539972162fcaadde0","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_BLOCKERS_AND_RECOVERY_CONTINUATION.csv","True","1095","3acd648386a143d31026a2863eca2bb1bce182a64853f5a539972162fcaadde0","True","True","branch-visible-r3-packet-hash-check"
"5c87-current","carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_CARRIED_FORWARD_FILE_INDEX.csv","2640","3953ad1a4dddd0376f8a56a71ceaa4ba7eb2cee3fe4dba21c07560dcaf721a4c","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_CARRIED_FORWARD_FILE_INDEX.csv","True","2640","3953ad1a4dddd0376f8a56a71ceaa4ba7eb2cee3fe4dba21c07560dcaf721a4c","True","True","branch-visible-r3-packet-hash-check"
"5c87-current","carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_INCOMING_WAKE_DEDUP_CONTINUATION.csv","496","6cc5bac040fce94e14a4a0986d81b0192c5afc702131b062f6df758a100b121e","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_INCOMING_WAKE_DEDUP_CONTINUATION.csv","True","496","6cc5bac040fce94e14a4a0986d81b0192c5afc702131b062f6df758a100b121e","True","True","branch-visible-r3-packet-hash-check"
"5c87-current","carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_SOURCE_USE_GAP_FABLE_ADVERSE_LEDGER.csv","2452","a961d94907de6f335f6bf9d54768ff1480fdc92b67a1938c9779a7f0019a0194","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\carried-forward-2b1-token-reset-source-use-gap\R3_2B1FED31_SOURCE_USE_GAP_FABLE_ADVERSE_LEDGER.csv","True","2452","a961d94907de6f335f6bf9d54768ff1480fdc92b67a1938c9779a7f0019a0194","True","True","branch-visible-r3-packet-hash-check"
"5c87-current","PACKAGE_VALIDATION.json","1076","fd97ed6c873cc25fcd05371c151b16d508fd43a108ac5675c4f0d5e06c0f0f5f","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\PACKAGE_VALIDATION.json","True","1076","fd97ed6c873cc25fcd05371c151b16d508fd43a108ac5675c4f0d5e06c0f0f5f","True","True","branch-visible-r3-packet-hash-check"
"5c87-current","R3_5C87F666_BLOCKERS_AND_RECOVERY_ROWS.csv","846","1cbe52039838bc3b38ea46c490486ee7a416e6440e65b7f8e467b0ba1960d52f","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\R3_5C87F666_BLOCKERS_AND_RECOVERY_ROWS.csv","True","846","1cbe52039838bc3b38ea46c490486ee7a416e6440e65b7f8e467b0ba1960d52f","True","True","branch-visible-r3-packet-hash-check"
"5c87-current","R3_5C87F666_BRANCH_COMMITS_FROM_2B1FED31.csv","123","e68bb117387a4209523857b00cb2f4393ac1d292f0c91578867149a373f4c80c","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\R3_5C87F666_BRANCH_COMMITS_FROM_2B1FED31.csv","True","123","e68bb117387a4209523857b00cb2f4393ac1d292f0c91578867149a373f4c80c","True","True","branch-visible-r3-packet-hash-check"
"5c87-current","R3_5C87F666_BRANCH_DELTA_FROM_2B1FED31.csv","30044","e14f2350135b151f7e3be8569a7a63181d9ef97078869ea2d1f7b638e86db2da","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706\R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z\R3_5C87F666_BRANCH_DELTA_FROM_2B1FED31.csv","True","30044","e14f2350135b151f7e3be8569a7a63181d9ef97078869ea2d1f7b638e86db2da","True","True","branch-visible-r3-packet-hash-check"
