"sanitization_id","source_locator","source_bytes","source_sha256","public_path","public_bytes","public_sha256","action","validation_status"
"SGA2-X-R37-C38-SAN-001","remark_producer/build/BUILD_PASS1.log","7207","C822F329FD23FEC2863AC8BAEAFDA50C7AEA904EBF6EBF58D130EB41FF98DFA6","01_remark3_7/producer_evidence/build/BUILD_PASS1_PUBLIC_SANITIZED.log","6895","87ECD13696DC58E4D559515FA245D2F87013CD71AC1D35A310C1EC6BE5BE5EBD","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-002","remark_producer/build/BUILD_PASS2.log","7074","D8BAB76AE7170B7EA1ADF591DF662B4BFBBE21F581EB9B986A13F071EB60D0DB","01_remark3_7/producer_evidence/build/BUILD_PASS2_PUBLIC_SANITIZED.log","6762","7AE7D274911CFC9054A3707BF2DB510D6D13376EDE84D267664557217D8A3692","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-003","remark_producer/build/BUILD_PASS3.log","7074","D8BAB76AE7170B7EA1ADF591DF662B4BFBBE21F581EB9B986A13F071EB60D0DB","01_remark3_7/producer_evidence/build/BUILD_PASS3_PUBLIC_SANITIZED.log","6762","7AE7D274911CFC9054A3707BF2DB510D6D13376EDE84D267664557217D8A3692","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-004","remark_independent/build/TEX_LOG_PASS1.log","24235","F91FB991D1F91ABEEB2906DA0EB8C7566EC69725913BEE32B588A17B6EE79A58","01_remark3_7/independent_review/build/BUILD_PASS1_PUBLIC_SANITIZED.log","23928","895EF2559740E4681FE4C4279E17A61E68E4E2685E07C19B3E6C34C97C8C84D1","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-005","remark_independent/build/TEX_LOG_PASS2.log","24072","6EE3946C308A0D24AA697D0E338583CCE723C3A7EBEA61B138EA9E376FE5334F","01_remark3_7/independent_review/build/BUILD_PASS2_PUBLIC_SANITIZED.log","23765","76F310E58BB1BC906079128F00C7C903789A1911FFE62F2045981134120EF996","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-006","remark_independent/build/TEX_LOG_PASS3.log","24072","6EE3946C308A0D24AA697D0E338583CCE723C3A7EBEA61B138EA9E376FE5334F","01_remark3_7/independent_review/build/BUILD_PASS3_PUBLIC_SANITIZED.log","23765","76F310E58BB1BC906079128F00C7C903789A1911FFE62F2045981134120EF996","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-007","remark_producer/artifact_tool_evidence/ARTIFACT_TOOL_RECEIPT.json","2011","479A7185B7BA05E17B2DB48B70F6862946658E5E87C2F770B2F272A86962E8D7","01_remark3_7/producer_evidence/artifact_tool/ARTIFACT_TOOL_RECEIPT.json","1883","C8AB75E2409B93089456FB87F1991DCB194040596BB31D4168192A61E9179671","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-008","corollary3_8_producer/BUILD_PASS1.log","7162","8EBA67279666BCD14D8A846087ECB6B78E55C65D323A7E89CB717964796F31DF","02_corollary3_8/producer_evidence/build/BUILD_PASS1_PUBLIC_SANITIZED.log","6855","4D8662FF15A6ECE82B5EAF1E55739486E909AC70559FA26142F2489AD9D409E3","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-009","corollary3_8_producer/BUILD_PASS2.log","7162","8EBA67279666BCD14D8A846087ECB6B78E55C65D323A7E89CB717964796F31DF","02_corollary3_8/producer_evidence/build/BUILD_PASS2_PUBLIC_SANITIZED.log","6855","4D8662FF15A6ECE82B5EAF1E55739486E909AC70559FA26142F2489AD9D409E3","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-010","corollary3_8_producer/BUILD_PASS3.log","7162","8EBA67279666BCD14D8A846087ECB6B78E55C65D323A7E89CB717964796F31DF","02_corollary3_8/producer_evidence/build/BUILD_PASS3_PUBLIC_SANITIZED.log","6855","4D8662FF15A6ECE82B5EAF1E55739486E909AC70559FA26142F2489AD9D409E3","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-011","corollary3_8_independent/INDEPENDENT_BUILD_PASS1.log","24294","9953FEEBDBB43AC6BA27844E43D2D9B2468FD39A679117BFC82C75483E497E19","02_corollary3_8/independent_review/build/BUILD_PASS1_PUBLIC_SANITIZED.log","23984","2BA68AB13820274668AF5E799A5DB3E9544963C7A5B77376940679734128863E","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-012","corollary3_8_independent/INDEPENDENT_BUILD_PASS2.log","24294","9953FEEBDBB43AC6BA27844E43D2D9B2468FD39A679117BFC82C75483E497E19","02_corollary3_8/independent_review/build/BUILD_PASS2_PUBLIC_SANITIZED.log","23984","2BA68AB13820274668AF5E799A5DB3E9544963C7A5B77376940679734128863E","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-013","corollary3_8_independent/INDEPENDENT_BUILD_PASS3.log","24294","9953FEEBDBB43AC6BA27844E43D2D9B2468FD39A679117BFC82C75483E497E19","02_corollary3_8/independent_review/build/BUILD_PASS3_PUBLIC_SANITIZED.log","23984","2BA68AB13820274668AF5E799A5DB3E9544963C7A5B77376940679734128863E","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-014","corollary3_8_independent/INDEPENDENT_EVIDENCE.csv","12808","7253D63AE523828F146D2FFB3578DD06F7AC9921038EFBF48B1C4F7BE116053B","02_corollary3_8/independent_review/INDEPENDENT_EVIDENCE.csv","12740","34337776D585F786B5D873C6CC473EBBF972AB64D4D306BAC9500A8457F2180D","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-015","corollary3_8_independent/INDEPENDENT_EVIDENCE.jsonl","28546","2579E0AAA0C7F3D7A92C40C539B7B172873DC9C4D47AC0A524C8A69D31803CA0","02_corollary3_8/independent_review/INDEPENDENT_EVIDENCE.jsonl","28444","1504DD535D7941C3E43C27FF5AF1B96F0B48B9CA6748BE43E52E28A03997E840","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-016","corollary3_8_independent/INDEPENDENT_FINAL_AUDIT_PASS.md","2407","18A03DC78F9CFF795BFF7E0FA778CDD222DFF3C219C44BB04A11ED2B24F022F7","02_corollary3_8/independent_review/INDEPENDENT_FINAL_AUDIT_PASS.md","2403","EE976A3E6FCCB2B9028443F3130736D06DF15BEDFC2172FBA8389BE49D9DE2F4","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
"SGA2-X-R37-C38-SAN-017","corollary3_8_independent/INDEPENDENT_SOURCE_TARGET_AUDIT.md","5075","094F0A840DD73375B028DD5B7AECC1D5B61628FBDDDF582C6D56B918CAC42A38","02_corollary3_8/independent_review/INDEPENDENT_SOURCE_TARGET_AUDIT.md","5071","3A1401B7FFB9EA9360687DCF5A7D9E6CF6E066B1FEEC167EFA44787906629FBF","replace_private_user_and_tool_runtime_paths_with_placeholders","exact_transformation_replayed"
