"category","item_id","status","source_url","local_path","sha256","bytes","last_write","topic_or_scope","evidence_note","non_claim_boundary"
"control_file","AGENTS.md","observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\AGENTS.md","EE41CF302952ADC624160B9A94CC5AE4CD3EB61B309115F61D1316D0EF039548","6731","2026-07-04T21:59:26+02:00","control/source-canon coordination","Repository source-canon-first instructions rechecked.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"control_file",".github/copilot-instructions.md","observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\.github\copilot-instructions.md","CBF1788357F102CE372EF35606FD931AE8A79F782C1B495C96B78351A93AE34A","2369","2026-07-04T21:59:26+02:00","control/source-canon coordination","Repository GitHub AI source-canon-first instructions rechecked.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"control_ledger","parent_ledger","observed","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","6A145D021DF38B3270F316FC9A4791467237E100C82321630F979B60654F3086","411257","2026-07-04T22:33:07+02:00","control/source-canon coordination","Parent ledger rechecked.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"control_ledger","source_canon_steering","observed","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NOETHER_SOURCE_CANON_FIRST_STEERING_RECORD_20260704.md","531B9E358E52BDE20F613E75B8DE33558C05301CA971639E727DD584B34205C4","4993","2026-07-04T18:45:58+02:00","control/source-canon coordination","Source-canon-first steering record rechecked.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"control_ledger","b3_steward_log","observed","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\NOETHER_SESSION_B_COORDINATOR_RUN_LOG_20260704.md","D90B72C21DB212355FBACEFB51C9A965C4DC0145E869FAB54B39C77F533E7C0D","322415","2026-07-04T22:05:10+02:00","control/source-canon coordination","B3 local steward log rechecked; package directories are fresher than this log snapshot.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"git_frontier","safe_checkout","observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702","defbe29edb5eb4752b19525348ceaf1cd496e1ae","","2026-07-04T22:48:26+02:00","branch codex/noether-pc-20260629","HEAD=defbe29edb5eb4752b19525348ceaf1cd496e1ae; upstream=defbe29edb5eb4752b19525348ceaf1cd496e1ae; top_log=defbe29e Add Noether package 344; status=## codex/noether-pc-20260629...origin/codex/noether-pc-20260629 | ?? noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE345_20260704T224820_ROLLING_DELTA_AFTER_PACKAGE344/","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier_extension","package_341","committed_or_tracked_by_b3_observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE341_20260704T223918_ROLLING_DELTA_AFTER_PACKAGE340","2F30DBADF0B7287991172373E013783DA99F29C3A9845E542EE9B98B5C6D822A","483393","2026-07-04T22:39:19+02:00","B3 rolling package manifest","manifest_rows=31; copied_non_zip_files=31; omitted_raw_source_body_files=2; omitted_raw_rows=2; omitted_zip_files=4; omitted_zip_rows=4; r2_rows=3; r2_files=NOETHER_R2_PAN_TURKIC_SOURCE_CANON_MOVING_FRONTIER_CONTINUITY_20260704T2236.csv; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_MOVING_FRONTIER_CONTINUITY_20260704T2236.json; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_MOVING_FRONTIER_CONTINUITY_20260704T2236.md; lane_counts=noether-interlanguage-method-authority=3; noether-olp-relation-function-support=3; noether-r2-pan-turkic-hard-blockers=3; noether-r3-arabic-persianate-linear-algebra=9; noether-r6-indigenous-creole-sign=1; noether-r7-malay-sea-pacific=3; noether-r9-africa-horn-west=4; noether-romance-source-evidence-draft-lane=5","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier_extension","package_342","committed_or_tracked_by_b3_observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE342_20260704T224057_ROLLING_DELTA_AFTER_PACKAGE341","F3F34F8738DB2FCA7BBF01E30CA82B9F1DBD1E621ED84145677B254B68835724","318040","2026-07-04T22:40:58+02:00","B3 rolling package manifest","manifest_rows=27; copied_non_zip_files=27; omitted_raw_source_body_files=2; omitted_raw_rows=2; omitted_zip_files=2; omitted_zip_rows=2; r2_rows=4; r2_files=NOETHER_R2_PAN_TURKIC_DURABLE_RUN_LOG_20260704.md; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_FRONTIER_CONTINUITY_MANIFEST_20260704T2236.csv; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_FRONTIER_CONTINUITY_MANIFEST_20260704T2236.json; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_FRONTIER_CONTINUITY_SHA256_20260704T2236.txt; lane_counts=noether-arabic-rtl-source-evidence-draft-lane=3; noether-interlanguage-method-authority=2; noether-olp-relation-function-support=2; noether-r2-pan-turkic-hard-blockers=4; noether-r3-arabic-persianate-linear-algebra=9; noether-r6-indigenous-creole-sign=4; noether-romance-source-evidence-draft-lane=3","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier_extension","package_343","committed_or_tracked_by_b3_observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE343_20260704T224220_ROLLING_DELTA_AFTER_PACKAGE342","7E88FB20242A13B9FF27A3BD92DB3FB044A0F300CCA43D1CC9DCC088EBDF03CE","1154098","2026-07-04T22:42:21+02:00","B3 rolling package manifest","manifest_rows=33; copied_non_zip_files=33; omitted_raw_source_body_files=0; omitted_raw_rows=0; omitted_zip_files=0; omitted_zip_rows=0; r2_rows=1; r2_files=NOETHER_R2_PAN_TURKIC_DURABLE_RUN_LOG_20260704.md; lane_counts=noether-olp-relation-function-support=3; noether-r2-pan-turkic-hard-blockers=1; noether-r3-arabic-persianate-linear-algebra=9; noether-r6-indigenous-creole-sign=4; noether-romance-source-evidence-draft-lane=2; noether-slavic-canonical-baseline=14","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier_extension","package_344","committed_or_tracked_by_b3_observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE344_20260704T224537_ROLLING_DELTA_AFTER_PACKAGE343","1090D77A45168B36FEEC8519EC5F3F107D4964BD2CA6289292FF5E29A54E261A","874150","2026-07-04T22:45:40+02:00","B3 rolling package manifest","manifest_rows=63; copied_non_zip_files=63; omitted_raw_source_body_files=0; omitted_raw_rows=0; omitted_zip_files=0; omitted_zip_rows=0; r2_rows=4; r2_files=NOETHER_R2_PAN_TURKIC_DURABLE_RUN_LOG_20260704.md; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_FRONTIER_CONTINUITY_MANIFEST_20260704T2236.csv; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_FRONTIER_CONTINUITY_MANIFEST_20260704T2236.json; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_FRONTIER_CONTINUITY_SHA256_20260704T2236.txt; lane_counts=noether-arabic-rtl-source-evidence-draft-lane=8; noether-olp-relation-function-support=5; noether-r2-pan-turkic-hard-blockers=4; noether-r3-arabic-persianate-linear-algebra=5; noether-r6-indigenous-creole-sign=6; noether-r7-malay-sea-pacific=4; noether-r9-africa-horn-west=7; noether-romance-source-evidence-draft-lane=11; noether-slavic-canonical-baseline=13","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
