"package","sha_file","relative_path","expected_sha256","actual_sha256","status","checked_at_utc"
"R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/SHA256SUMS.txt","b3/B3_ROUTE.csv","cfe4667d0149ed0337bd38706ab346ea3bfb3c2c4ba6ea61d0ad18347dbd9d7b","cfe4667d0149ed0337bd38706ab346ea3bfb3c2c4ba6ea61d0ad18347dbd9d7b","ok","2026-07-06T08:16:20Z"
"R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/SHA256SUMS.txt","draft-support/R6_212DFB_SOURCE_GATED_DRAFT_SCAFFOLD_AUDIT.csv","3641979a60a3fca1643d5790b6b38450313e216f2f38f82a79f17f68bd778086","3641979a60a3fca1643d5790b6b38450313e216f2f38f82a79f17f68bd778086","ok","2026-07-06T08:16:20Z"
"R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/SHA256SUMS.txt","fable/R6_212DFB_BRANCH_WEIGHT_LEDGER.csv","3d4a6d95be6ebe844edc96786f8358e22350671fbe257b8c6cc96116ae055bdb","3d4a6d95be6ebe844edc96786f8358e22350671fbe257b8c6cc96116ae055bdb","ok","2026-07-06T08:16:20Z"
"R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/SHA256SUMS.txt","fable/R6_212DFB_SOURCE_USE_ADVERSE_MARGINAL_DO_NOT_USE_LEDGER.csv","cce9318bfd5ba109928054d065c75e86b88f4638d05b3d83b65f05c0539d158e","cce9318bfd5ba109928054d065c75e86b88f4638d05b3d83b65f05c0539d158e","ok","2026-07-06T08:16:20Z"
"R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/SHA256SUMS.txt","ledgers/R6_212DFB_ETHICS_AUTHORITY_SOURCE_START_MAP.csv","2dcc1916114c01848068fa19fde1481d83ca49747fb406486965420c4920826a","2dcc1916114c01848068fa19fde1481d83ca49747fb406486965420c4920826a","ok","2026-07-06T08:16:20Z"
"R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/SHA256SUMS.txt","ledgers/R6_212DFB_LANE_SCOPE_GAP_SUMMARY.csv","e08f5f92d65e6f289680e9575224a6362dc8d025947fecd4fb67c107ee36efe7","e08f5f92d65e6f289680e9575224a6362dc8d025947fecd4fb67c107ee36efe7","ok","2026-07-06T08:16:20Z"
"R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/SHA256SUMS.txt","logs/LOGBOOK_EXCERPT_20260706.md","f62ffb76e3dfd1a9462ea4834fbcd864022f2f8914f5f5287fe1805a67058b00","f62ffb76e3dfd1a9462ea4834fbcd864022f2f8914f5f5287fe1805a67058b00","ok","2026-07-06T08:16:20Z"
"R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/SHA256SUMS.txt","MANIFEST.csv","2b0a7c9bc90a2a97e7bb662090c6e0bd08245f7f5ff01d5c12429d0a8df32b84","2b0a7c9bc90a2a97e7bb662090c6e0bd08245f7f5ff01d5c12429d0a8df32b84","ok","2026-07-06T08:16:20Z"
"R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/SHA256SUMS.txt","README.md","4d4b82f210b8afe289febcd7b053e848d3dfde1b18e0cf1b3589d1ac2b3ff302","4d4b82f210b8afe289febcd7b053e848d3dfde1b18e0cf1b3589d1ac2b3ff302","ok","2026-07-06T08:16:20Z"
"R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706","outputs/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/SHA256SUMS.txt","recovery-searches/R6_212DFB_ACTIVE_RECOVERY_SEARCH_LEDGER.csv","3782730cd51c6802cb3fb3b4bae867b2918b8e05abd179461ac29bf0cd198b88","3782730cd51c6802cb3fb3b4bae867b2918b8e05abd179461ac29bf0cd198b88","ok","2026-07-06T08:16:20Z"
