provenance_id	branch	origin_scope	origin_relative_path	kind	canonical_archive_path	dedup_disposition	bytes	md5	sha256	byte_identity_group	identical_path_witnesses	structural_finding	accepted_state	authority_role
W001	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/CHANGES.md/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/CHANGES.md	CANONICAL_BYTES_PRESERVED	2102	1D76931F8AE2992A250763761001EC2D	0DC0F3FD61691E5FBD0FCBEE215DB9EF9652E5C7440FD2A8729A158D9198C841	SHA256_0DC0F3FD6169	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W002	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/CONTROL_D010-D031.zip/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/CONTROL_D010-D031.zip	CANONICAL_BYTES_PRESERVED	179685	507ECBC33FAA5930CB6941D88691C1E4	BAB3CF085272ABA0E406502B348B91D6ED31735AB72B876EE81D80DD83297F9F	SHA256_BAB3CF085272	2	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W003	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/D031_Evidence.zip/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/D031_Evidence.zip	CANONICAL_BYTES_PRESERVED	13018055	AC630B78F8DFDF2EF6C7CAC976C43A61	9849AECD4C14F60221B920F15161FC6A9023CF78D6D8903BDCE42DB5F27A8BEF	SHA256_9849AECD4C14	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W004	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/Deligne_EN.pdf/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/Deligne_EN.pdf	CANONICAL_BYTES_PRESERVED	1366484	50C9A6B40ECD73DF58A7B6D608CA2EE0	FBBC0D1CCD52A68D8F184B32072A1A8AED9EC159C4C3C8A65F7AE1874DAD84C1	SHA256_FBBC0D1CCD52	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W005	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/Deligne_EN.tex/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/Deligne_EN.tex	CANONICAL_BYTES_PRESERVED	3704	748AE0161C89A4D8F37479B0B548549A	3034C9769D29E4E1ACEEB5E90964E9A201FD0D9B94B45732E9DE0B057C7353A8	SHA256_3034C9769D29	2	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W006	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/Deligne_FR.pdf/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/Deligne_FR.pdf	CANONICAL_BYTES_PRESERVED	1372780	A00AF93B4C21FE1B364B40595926E3A9	5308F0E8C34DE77CFA5AF09999825188E1DB01D728F5C5296624A59D12E97AEB	SHA256_5308F0E8C34D	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W007	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/Deligne_FR.tex/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/Deligne_FR.tex	CANONICAL_BYTES_PRESERVED	3861	B5B27A59B291B827305BA63050A2D316	6D8473FFB353ADEE39DA90E2733004C4ACC1D7BBC7EE098C0B6108FF07F34EEA	SHA256_6D8473FFB353	2	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W008	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/DELIGNE_INDEX.csv/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/DELIGNE_INDEX.csv	CANONICAL_BYTES_PRESERVED	42112	DB647016D71EBBC6DFBC5387D5C590DF	B7DE70BAD7BC8EC4ACB663C70EB45D1A360D7AD975160A3A2F4F0176F842050C	SHA256_B7DE70BAD7BC	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W009	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/DELIGNE_INDEX.md/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/DELIGNE_INDEX.md	CANONICAL_BYTES_PRESERVED	28043	A526265BE36E85446893319AA85632C7	89732CC9F00246F55A13D5189B4C88949C40DC263C0104852E8A8EF3A5037412	SHA256_89732CC9F002	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W010	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/Deligne_Source.zip/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/Deligne_Source.zip	CANONICAL_BYTES_PRESERVED	2797403	C556F20A6EBF8E97FE13A998E8FD456C	5381AEBF84C344F59E3FBE1060DD60F9A60A075479202338DFFF61894BEBD75F	SHA256_5381AEBF84C3	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W011	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/DELIGNE_WORKFLOW.zip/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/DELIGNE_WORKFLOW.zip	CANONICAL_BYTES_PRESERVED	87495	0C8C6D0D0EC4DFF3A78811D63C5A53D4	3DB84694A53378A3BE62992484297B8D063CF88D8B06E16FCD8DE1945B84396A	SHA256_3DB84694A533	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W012	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/MANIFEST.csv/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/MANIFEST.csv	CANONICAL_BYTES_PRESERVED	6639	B38F3BB8348E8FDF4E7CAC1889C68393	64E6B22845729EDA643CDA8D42BD1140F550DBB1677A9A2C9275E53681A75977	SHA256_64E6B2284572	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W013	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/MANIFEST.sha256/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/MANIFEST.sha256	CANONICAL_BYTES_PRESERVED	4136	75D060787DC8713E2ADBBE94BAC8F3EB	AD19DA4D1EE59D209B5A7B027100020E325871DD60922A148A708563429F24DF	SHA256_AD19DA4D1EE5	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W014	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/README.md/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/README.md	CANONICAL_BYTES_PRESERVED	4634	6A3976F0BC7CF68D14D3B051E03D7CBE	D5374361597F4EEF5BE7A7983D08B55799B6912EFED1C1C916A0BA44FC1FCEB7	SHA256_D5374361597F	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W015	zenodo_current_delta_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/api/records/21806549/files/STATUS.json/content	RAW_PUBLIC_D031_CHECKPOINT_DELTA	zenodo_record_21806549/current_delta/STATUS.json	CANONICAL_BYTES_PRESERVED	1756	550332EBEFBE02466D83FAA217D1D648	FCB860CBA7BEEECECEDF59A06E8C87A7C9791E33DFB2EB2CA94867A3AB0CE5AD	SHA256_FCB860CBA7BE	1	new or byte-changed top-level file versus immutable D030 predecessor; retained exactly	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W016	zenodo_current_extractions_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/records/21806549/files/CONTROL_D010-D031.zip#D031_ID.md	EXACT_D031_ID_STUB	zenodo_record_21806549/extracted_control/D031_ID.md	CANONICAL_BYTES_PRESERVED	11861	D384C777DAEF519AA57C0B420B1FB796	B133872770878DB9023D14F548DF379D5DE464E47705AE7A6D57D3F9613B2664	SHA256_B13387277087	2	exact D031 identity/boundary receipt extracted without transformation	ZERO_ACCEPTED	PUBLIC_IDENTITY_LINEAGE_ONLY
W017	zenodo_current_extractions_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/records/21806549/files/Deligne_Source.zip#Deligne_EN.tex	EXACT_NESTED_CUMULATIVE_MASTER_MIRROR	zenodo_record_21806549/current_delta/Deligne_EN.tex	PATH_PROVENANCE_ONLY_BYTE_IDENTICAL	3704	748AE0161C89A4D8F37479B0B548549A	3034C9769D29E4E1ACEEB5E90964E9A201FD0D9B94B45732E9DE0B057C7353A8	SHA256_3034C9769D29	2	nested Deligne_EN.tex is byte-identical to current top-level cumulative master; lineage only	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W018	zenodo_current_extractions_21806549	ZENODO_PUBLIC_IMMUTABLE_RECORD	https://zenodo.org/records/21806549/files/Deligne_Source.zip#Deligne_FR.tex	EXACT_NESTED_CUMULATIVE_MASTER_MIRROR	zenodo_record_21806549/current_delta/Deligne_FR.tex	PATH_PROVENANCE_ONLY_BYTE_IDENTICAL	3861	B5B27A59B291B827305BA63050A2D316	6D8473FFB353ADEE39DA90E2733004C4ACC1D7BBC7EE098C0B6108FF07F34EEA	SHA256_6D8473FFB353	2	nested Deligne_FR.tex is byte-identical to current top-level cumulative master; lineage only	ZERO_ACCEPTED	NONE_COMPARISON_OR_LINEAGE_ONLY
W019	zenodo_evidence_members_21806549	ZENODO_PUBLIC_D031_EVIDENCE_CONTAINER	https://zenodo.org/records/21806549/files/D031_Evidence.zip#ocr/p0001-0005_meta.json	PUBLIC_OCR_LOCATOR	zenodo_record_21806549/evidence_members/ocr/p0001-0005_meta.json	CANONICAL_BYTES_PRESERVED	5941	0D2284801D6E1710A4BD9283900384F7	E8E09953B09226F71BD26CDD5CE837044115AE9A4B2B0202A998652AA4F7717F	SHA256_E8E09953B092	2	exact nested public D031 evidence member; replay/path provenance only	ZERO_ACCEPTED	OCR_LOCATOR_ONLY_NOT_AUTHORITY
W020	zenodo_evidence_members_21806549	ZENODO_PUBLIC_D031_EVIDENCE_CONTAINER	https://zenodo.org/records/21806549/files/D031_Evidence.zip#ocr/p0001-0005_p2_pic5.jpg	PUBLIC_OCR_LOCATOR	zenodo_record_21806549/evidence_members/ocr/p0001-0005_p2_pic5.jpg	CANONICAL_BYTES_PRESERVED	7003	6FD53FE2FE447ADE56252CDA2B5A2376	EBA0D5B18F617EF3DEF33F0D4CE4AC6D64E5A38136949E6C54D25F078ECFBD37	SHA256_EBA0D5B18F61	2	exact nested public D031 evidence member; replay/path provenance only	ZERO_ACCEPTED	OCR_LOCATOR_ONLY_NOT_AUTHORITY
W021	zenodo_evidence_members_21806549	ZENODO_PUBLIC_D031_EVIDENCE_CONTAINER	https://zenodo.org/records/21806549/files/D031_Evidence.zip#ocr/p0001-0005_text.md	PUBLIC_OCR_LOCATOR	zenodo_record_21806549/evidence_members/ocr/p0001-0005_text.md	CANONICAL_BYTES_PRESERVED	16550	5C9C39673DE320D2758579C8D5126EAF	4409E18BD77CBF5C0919D6BC71BB9BC745C3A337BABC28CECA3CB1B24FADF8F2	SHA256_4409E18BD77C	2	exact nested public D031 evidence member; replay/path provenance only	ZERO_ACCEPTED	OCR_LOCATOR_ONLY_NOT_AUTHORITY
