member_path	member_type	evidence_category	bytes	compressed_bytes	sha256	canonical_archive_path	accepted_state
ocr/p0001-0005_meta.json	FILE	OCR	5941	936	E8E09953B09226F71BD26CDD5CE837044115AE9A4B2B0202A998652AA4F7717F	zenodo_record_21806549/evidence_members/ocr/p0001-0005_meta.json	ZERO_ACCEPTED
ocr/p0001-0005_p2_pic5.jpg	FILE	OCR	7003	6221	EBA0D5B18F617EF3DEF33F0D4CE4AC6D64E5A38136949E6C54D25F078ECFBD37	zenodo_record_21806549/evidence_members/ocr/p0001-0005_p2_pic5.jpg	ZERO_ACCEPTED
ocr/p0001-0005_text.md	FILE	OCR	16550	6244	4409E18BD77CBF5C0919D6BC71BB9BC745C3A337BABC28CECA3CB1B24FADF8F2	zenodo_record_21806549/evidence_members/ocr/p0001-0005_text.md	ZERO_ACCEPTED
ocr/p0001-0015_meta.json	FILE	OCR	13104	1253	32BBDAFB4893A2B48B9107EF135F13A700E738F58021D10CEF900408BD1D4282	zenodo_record_21806549/evidence_members/ocr/p0001-0015_meta.json	ZERO_ACCEPTED
ocr/p0001-0015_p2_pic5.jpg	FILE	OCR	7056	6334	F9112B24D73C734B28E65A3C66D8D7315A243865945C52DDED3EFE29B4CED0A5	zenodo_record_21806549/evidence_members/ocr/p0001-0015_p2_pic5.jpg	ZERO_ACCEPTED
ocr/p0001-0015_p8_fig2.jpg	FILE	OCR	9236	8485	F8402885DB183C7F9199EDFA13B44E3017AADB45EEC1886950B5189AEED031E7	zenodo_record_21806549/evidence_members/ocr/p0001-0015_p8_fig2.jpg	ZERO_ACCEPTED
ocr/p0001-0015_text.md	FILE	OCR	53558	17202	87F381A3395DFC5214E28399BAC477FEE553C5C1D4D4651CFD1FDFA94C75BED3	zenodo_record_21806549/evidence_members/ocr/p0001-0015_text.md	ZERO_ACCEPTED
ocr/p0006-0010_meta.json	FILE	OCR	3344	403	CE50894F167FEE46FFE7540E73DD606EFADA1929BA80704B0EBBF52C3C70E956	zenodo_record_21806549/evidence_members/ocr/p0006-0010_meta.json	ZERO_ACCEPTED
ocr/p0006-0010_p8_fig2.jpg	FILE	OCR	9311	8529	726093B593CFE26DC392B7769F7B1753D8E48B351C332846019F3660D78D6B97	zenodo_record_21806549/evidence_members/ocr/p0006-0010_p8_fig2.jpg	ZERO_ACCEPTED
ocr/p0006-0010_text.md	FILE	OCR	19771	6767	A814B28FA70DDBC0C32BAFDB86DB75C1AB8624E20C7583B9B78AADD8C14E9136	zenodo_record_21806549/evidence_members/ocr/p0006-0010_text.md	ZERO_ACCEPTED
ocr/p0011-0015_meta.json	FILE	OCR	4048	552	9648CB3B61AC5116810F11495BAFE2A5A85A23896F0B4011EB8F90DDF5AFCB4D	zenodo_record_21806549/evidence_members/ocr/p0011-0015_meta.json	ZERO_ACCEPTED
ocr/p0011-0015_text.md	FILE	OCR	16997	5997	8E787BD767D86212C3BB006E6A86C2EE7986DC7E8E178AD9A9CE07C8DB235C9C	zenodo_record_21806549/evidence_members/ocr/p0011-0015_text.md	ZERO_ACCEPTED
ocr/p0016-0020_meta.json	FILE	OCR	3984	523	B3D78E0A1C992AA8362885D3C0D8CAB510914B647C3C7C8D98BF21FD6F07EE91	zenodo_record_21806549/evidence_members/ocr/p0016-0020_meta.json	ZERO_ACCEPTED
ocr/p0016-0020_text.md	FILE	OCR	20767	6130	4BF12B8FF77DAAEE3D3CBC91888D77AAC417BCEAED022DA094CE3E73AFFB8721	zenodo_record_21806549/evidence_members/ocr/p0016-0020_text.md	ZERO_ACCEPTED
ocr/p0016-0030_meta.json	FILE	OCR	11370	857	A19061538C3B51B93A050C52C041082A4D4F38C19A46E0C5418259497231F337	zenodo_record_21806549/evidence_members/ocr/p0016-0030_meta.json	ZERO_ACCEPTED
ocr/p0016-0030_p29_fig11.jpg	FILE	OCR	43195	33195	FBF3797F85A936E2E8A23B1701208F9A79EF152D3A9EAB146B964C4BC62762F3	zenodo_record_21806549/evidence_members/ocr/p0016-0030_p29_fig11.jpg	ZERO_ACCEPTED
ocr/p0016-0030_text.md	FILE	OCR	58110	17232	D2E0190F06E52479995F115C342EA2FBB98963C05FB571DBE825F6E6D2646BCB	zenodo_record_21806549/evidence_members/ocr/p0016-0030_text.md	ZERO_ACCEPTED
ocr/p0021-0025_meta.json	FILE	OCR	4148	590	7ACC867B3302C8B258201E3984A99A1B40218D10772C0EA6FA003EA5C6AD62DA	zenodo_record_21806549/evidence_members/ocr/p0021-0025_meta.json	ZERO_ACCEPTED
ocr/p0021-0025_text.md	FILE	OCR	18540	6395	F7F4A91FB72DDB90FA03F7CDA7278D412F4305775C93C9CF815B357D6AC58CC7	zenodo_record_21806549/evidence_members/ocr/p0021-0025_text.md	ZERO_ACCEPTED
ocr/p0026-0030_meta.json	FILE	OCR	3467	413	08596A0370001707E1F0A2537DEC82FB7FC63E49F1452D01D80F59B0A55B41DE	zenodo_record_21806549/evidence_members/ocr/p0026-0030_meta.json	ZERO_ACCEPTED
ocr/p0026-0030_p29_fig11.jpg	FILE	OCR	41851	31846	0A44BBB49F89A128BE9CE7080C569935BD8953E70AD641EC5362784850421202	zenodo_record_21806549/evidence_members/ocr/p0026-0030_p29_fig11.jpg	ZERO_ACCEPTED
