"category","source_path","destination_path","bytes","sha256","disposition","note"
"turkish_native_source_shelf","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T071233Z_r3_adjacent_asia_completeness_source_shelf\wikipedia_wikitext\tr\Algebra__Cebir.wikitext.txt","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T071233Z_r3_adjacent_asia_completeness_source_shelf/wikipedia_wikitext/tr/Algebra__Cebir.wikitext.txt","20335","95feb027a9f6802c5a76e905f77215e37504009c006e2258d619a3c567814a8b","verified_local_copy","Complete Turkish algebra/mathematics wikitext sub-shelf; native source only."
"turkish_native_source_shelf","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T071233Z_r3_adjacent_asia_completeness_source_shelf\wikipedia_wikitext\tr\Field_(mathematics)__Cisim_(cebir).wikitext.txt","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T071233Z_r3_adjacent_asia_completeness_source_shelf/wikipedia_wikitext/tr/Field_(mathematics)__Cisim_(cebir).wikitext.txt","12881","1ebdb21b0202f0d147b2a4e134eafd9c1d207b2004e824f10419eaa580d9f50b","verified_local_copy","Complete Turkish algebra/mathematics wikitext sub-shelf; native source only."
"turkish_native_source_shelf","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T071233Z_r3_adjacent_asia_completeness_source_shelf\wikipedia_wikitext\tr\Group_theory__Grup_teorisi.wikitext.txt","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T071233Z_r3_adjacent_asia_completeness_source_shelf/wikipedia_wikitext/tr/Group_theory__Grup_teorisi.wikitext.txt","21437","a96308389dee6a8e92d503048dc6ce081b5b9d9dcd3d0e18b7abe67aa5b44584","verified_local_copy","Complete Turkish algebra/mathematics wikitext sub-shelf; native source only."
"turkish_native_source_shelf","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T071233Z_r3_adjacent_asia_completeness_source_shelf\wikipedia_wikitext\tr\Ideal_(ring_theory)__İdeal_(halka_teorisi).wikitext.txt","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T071233Z_r3_adjacent_asia_completeness_source_shelf/wikipedia_wikitext/tr/Ideal_(ring_theory)__İdeal_(halka_teorisi).wikitext.txt","3341","4e038b15f8485bc3c6fe65ce6e865bd226f8bcda39bb16deb4c3855003da10c9","verified_local_copy","Complete Turkish algebra/mathematics wikitext sub-shelf; native source only."
"turkish_native_source_shelf","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T071233Z_r3_adjacent_asia_completeness_source_shelf\wikipedia_wikitext\tr\Linear_algebra__Lineer_cebir.wikitext.txt","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T071233Z_r3_adjacent_asia_completeness_source_shelf/wikipedia_wikitext/tr/Linear_algebra__Lineer_cebir.wikitext.txt","25027","6d18595c4b680f90be99d44947a958eeefe112d8b9d982fcd89bf5a5fe3dc20b","verified_local_copy","Complete Turkish algebra/mathematics wikitext sub-shelf; native source only."
"turkish_native_source_shelf","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T071233Z_r3_adjacent_asia_completeness_source_shelf\wikipedia_wikitext\tr\Mathematics__Matematik.wikitext.txt","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T071233Z_r3_adjacent_asia_completeness_source_shelf/wikipedia_wikitext/tr/Mathematics__Matematik.wikitext.txt","32686","17e038e999623b86a183a8748d8343ceefd783d5456b03046ff397acbea60c45","verified_local_copy","Complete Turkish algebra/mathematics wikitext sub-shelf; native source only."
"turkish_native_source_shelf","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T071233Z_r3_adjacent_asia_completeness_source_shelf\wikipedia_wikitext\tr\Polynomial__Polinom.wikitext.txt","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T071233Z_r3_adjacent_asia_completeness_source_shelf/wikipedia_wikitext/tr/Polynomial__Polinom.wikitext.txt","12221","5cfbaa3aa37a714282cf153edcce2e2b3bb7684de3fabafc6aabcb97286208d6","verified_local_copy","Complete Turkish algebra/mathematics wikitext sub-shelf; native source only."
"turkish_native_source_shelf","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T071233Z_r3_adjacent_asia_completeness_source_shelf\wikipedia_wikitext\tr\Ring_(mathematics)__Halka.wikitext.txt","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T071233Z_r3_adjacent_asia_completeness_source_shelf/wikipedia_wikitext/tr/Ring_(mathematics)__Halka.wikitext.txt","5037","37ed4cbd7b5806df6c919dc346086039944d9d5af5bc089d293a11787336ce04","verified_local_copy","Complete Turkish algebra/mathematics wikitext sub-shelf; native source only."
"gap_provenance","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T074321Z_r3_explicit_gap_retry_dari_uyghur_kyrgyz\metadata\github_source_search_20260629T074321Z.json","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T074321Z_r3_explicit_gap_retry_dari_uyghur_kyrgyz/metadata/github_source_search_20260629T074321Z.json","656","b0d5084c67a1bd3b236b4c706b47a5d46c7d11c51594256713a08c28853c1168","verified_local_copy","Unique Kyrgyz/Uyghur bodies and historical gap provenance; not current readiness."
"gap_provenance","C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260629T074321Z_r3_explicit_gap_retry_dari_uyghur_kyrgyz\metadata\wiki_search_results_20260629T074321Z.json","03_projects/language_management/turkic/02_native_examples/recovered_cross_work_sources/20260629T074321Z_r3_explicit_gap_retry_dari_uyghur_kyrgyz/metadata/wiki_search_results_20260629T074321Z.json","21961","4e5373c720dae06ea2f0a7657dde070d9dbe51a8b258aff780fb7d04e516312c","verified_local_copy","Unique Kyrgyz/Uyghur bodies and historical gap provenance; not current readiness."
