archive_path,source,bytes
chinese/cyhj_detail.pdf,chinese/cyhj_detail.pdf,1213497
chinese/jiuzhang-suanshu-vols1-3.pdf,chinese/jiuzhang-suanshu-vols1-3.pdf,148041
chinese/jiuzhang-suanshu-vols4-6.pdf,chinese/jiuzhang-suanshu-vols4-6.pdf,206058
chinese/jiuzhang-suanshu-vols7-9.pdf,chinese/jiuzhang-suanshu-vols7-9.pdf,184233
chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols1-3.pdf,chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols1-3.pdf,226582
chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols4-5.pdf,chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols4-5.pdf,121973
chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols6-10.pdf,chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols6-10.pdf,123524
chinese/li-ye-ceyuan-haijing-vols1-3.pdf,chinese/li-ye-ceyuan-haijing-vols1-3.pdf,205675
chinese/li-ye-ceyuan-haijing-vols10-12.pdf,chinese/li-ye-ceyuan-haijing-vols10-12.pdf,81236
chinese/li-ye-ceyuan-haijing-vols4-6.pdf,chinese/li-ye-ceyuan-haijing-vols4-6.pdf,100248
chinese/li-ye-ceyuan-haijing-vols7-9.pdf,chinese/li-ye-ceyuan-haijing-vols7-9.pdf,161373
chinese/qin-jiushao-shuxue-jiuzhang-fascicle1.pdf,chinese/qin-jiushao-shuxue-jiuzhang-fascicle1.pdf,214265
chinese/qin-jiushao-shuxue-jiuzhang-fascicle2.pdf,chinese/qin-jiushao-shuxue-jiuzhang-fascicle2.pdf,117416
chinese/qin-jiushao-shuxue-jiuzhang-fascicles3-4.pdf,chinese/qin-jiushao-shuxue-jiuzhang-fascicles3-4.pdf,87539
chinese/qin-jiushao-shuxue-jiuzhang-fascicles5-6.pdf,chinese/qin-jiushao-shuxue-jiuzhang-fascicles5-6.pdf,167612
chinese/qin-jiushao-shuxue-jiuzhang-fascicles7-9.pdf,chinese/qin-jiushao-shuxue-jiuzhang-fascicles7-9.pdf,177559
chinese/sunzi-suanjing.pdf,chinese/sunzi-suanjing.pdf,137908
chinese/yang-hui-xiangjie-jiuzhang-part1.pdf,chinese/yang-hui-xiangjie-jiuzhang-part1.pdf,162452
chinese/yang-hui-xiangjie-jiuzhang-part2.pdf,chinese/yang-hui-xiangjie-jiuzhang-part2.pdf,118158
chinese/yang-hui-xiangjie-jiuzhang-part3.pdf,chinese/yang-hui-xiangjie-jiuzhang-part3.pdf,133529
chinese/zhu-shijie-suanxue-qimeng-part1.pdf,chinese/zhu-shijie-suanxue-qimeng-part1.pdf,193363
chinese/zhu-shijie-suanxue-qimeng-part2.pdf,chinese/zhu-shijie-suanxue-qimeng-part2.pdf,1923465
indian/aryabhata-aryabhatiya.pdf,indian/aryabhata-aryabhatiya.pdf,87411
indian/bhaskara-ii-bijaganita-part1.pdf,indian/bhaskara-ii-bijaganita-part1.pdf,81154
indian/bhaskara-ii-bijaganita-part2.pdf,indian/bhaskara-ii-bijaganita-part2.pdf,117834
indian/bhaskara-ii-bijaganita-part3.pdf,indian/bhaskara-ii-bijaganita-part3.pdf,54452
indian/bhaskara-ii-lilavati.pdf,indian/bhaskara-ii-lilavati.pdf,68964
indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk1.pdf,indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk1.pdf,127845
indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk2.pdf,indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk2.pdf,119383
