"git_path","status","object_type","blob_sha","byte_count","row_or_line_count","read_scope","note"
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/README_FOR_OTHER_PC_CODEX.md","present_read_or_indexed","blob","e9805a7fe40891f1a0f6ca7030e338f8623bf215","1576","34","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/SUMMARY.json","present_read_or_indexed","blob","75324ff0912c0e384ced73bde8f6b48e60f2dfd9","383","7","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/SOURCE_USE_POLICY.md","present_read_or_indexed","blob","4d4724adeba88fd18dd58ff6e2c5f669de391aea","3841","36","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/BRANCH_WEIGHTING_SPEC.md","present_read_or_indexed","blob","cc9fa4c3d79dc0624738583d367bea7194fe263f","4356","41","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/BRANCH_WEIGHTING_SPEC_FOR_CHATGPT.md","present_read_or_indexed","blob","e67adf3f9b5f1d13ab271c79c2deabcdb3e6d07e","2458","18","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/F10_EAST_SLAVIC_SKEW_AUDIT_20260704.md","present_read_or_indexed","blob","72c5730723c62c780656940152f7a275dbbb44a8","2720","26","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/F10_EAST_SLAVIC_SKEW_AUDIT_20260704.json","present_read_or_indexed","blob","2695bf1a44ed26e7d9922252d5d93e9de1fce2f2","566265","18470","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/INTERSLAVIC_GATE_MAP.md","present_read_or_indexed","blob","f4e2d03e9f7fc1b9fc03a988cb1d5eb6f057a837","7691","54","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/INTERLINGUAL_MARKER_TABLE_v3_4_20260705.csv","present_read_or_indexed","blob","1f0caedb93ccdae2ecab7e37017063a0cf799cbf","243931","216","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/INTERLINGUAL_MARKER_TABLE_v3_4_20260705.json","present_read_or_indexed","blob","a16037d761aa022018165894d8746db4e8ddb0ab","502159","12942","minimum_required_or_lane_relevant","Referenced from manager directive or adjacent R3 Arabic/RTL lane provenance."
