"path","sha256","source_use_label","bytes","note"
"interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/FULL_DUMP_TREE_INDEX.csv","7245c7b96921fffb23b69ea1a0b1254c47c78fd4c11efda38cc44aeda68608ce","source-canon/provenance ledger","109781","R3 standardization packet file"
"interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/LOGBOOK_EXCERPT.md","23ec489c91290e6330d5c581cac1e0c23eb177edc7989737741a8c41e931d355","source-canon/provenance ledger","800","R3 standardization packet file"
"interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/MANAGER_LOCAL_PROGRESS_REPORT_NO_GITHUB_ISSUE.md","6a1821d5dafd708d186a6eedc408b8c5c0da278d30d75827834bf20f6e633068","source-canon/provenance ledger","1849","R3 standardization packet file"
"interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/PACKAGE_VALIDATION.json","44be4c8462d8910ba0db1d59d2987e04f098141b3a38261d3389e8995d82434c","source-canon/provenance ledger","1483","R3 standardization packet file"
"interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/PACKAGE_VERIFICATION.csv","33ac0e5f493f2d1147250f11092a3e79dacd8bf486d978a46e0e31a4cbb52316","source-canon/provenance ledger","446","R3 standardization packet file"
"interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_B3_UPLOAD_TARGETS_AND_BLOCKERS.csv","9a38d397cbd124a3e297a3b736bcfd31d4dce90b02cef1894ad8a5df1fcac593","source-canon/provenance ledger","1418","R3 standardization packet file"
"interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_BRANCH_WEIGHT_LEDGER_UPDATE.csv","68c73830d450bfbbec4b44d7a0f95ce9aa6afd9cdfa4644a6e493f8029551a8d","source-canon/provenance ledger","1888","R3 standardization packet file"
"interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_DO_NOT_USE_LEDGER_UPDATE.csv","b886d06d2bc6ad79becdd0f72c476c49bb26f01ddb5ff7ac1fd81ae9442f2974","source-canon/provenance ledger","2438","R3 standardization packet file"
"interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_DUMP_COUNT_DRIFT_NOTE.csv","f6ecd53df806ccd80351fc65b9cc700b987bfb9df4a62d4318e4358574d82edc","source-canon/provenance ledger","406","R3 standardization packet file"
"interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_LOCAL_EVIDENCE_INVENTORY_STANDARDIZED.csv","4cf24924af16d2fcfe8527fa82395f8842335f26de1277f8887416b774a735c6","source-canon/provenance ledger","3769","R3 standardization packet file"
