"row_id","row_type","language","source_id","witness","url","license_signal","topic_tags","local_path","sha256","size_or_pages","ocr_text_path","ocr_text_sha256","variant_or_asset","raw_exact_count","whitespace_normalized_count","line_example","result","next_gate"
"KYOCR-SRC-001","source_pdf","Kyrgyz","CWS-KY-002","Kaldybaev S.K. Algebra 8 klass","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-KY-002_daramet_algebra_8_klass.pdf","3ADF45747524AC0691C659B5AB1568F9AE4DACF3886ECDE92A57AD31E601FBE4","2319102 bytes; 104 pages","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","source PDF + OCR text","","","","OCR completed 104/104 pages with kir traineddata, psm6, 150 dpi; no promotion claim","Exact hard-row scan required before any downstream use"
"KYOCR-SRC-002","source_pdf","Kyrgyz","GCS-KY-002","Математикалык маалыматтама сөздүк","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","no explicit reusable license found","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-002_okuma_math_reference_dictionary.pdf","77E6F42D0EA5D8BB4CA329FD8C6AC2CA69E7DAC65E6C75EB8069672F6BE989DC","15672114 bytes; 102 pages","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","source PDF + OCR text","","","","OCR completed 102/102 pages with kir traineddata, psm6, 150 dpi; no promotion claim","Exact hard-row scan required before any downstream use"
"KYOCR-TOOL-001","tooling_asset","Kyrgyz","TESS-KIR-FAST-001","Tesseract tessdata_fast Kyrgyz traineddata","https://raw.githubusercontent.com/tesseract-ocr/tessdata_fast/main/kir.traineddata","tooling asset; upstream license not locally reverified in this lane","OCR tooling; Kyrgyz","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\tools\tessdata_20260704\kir.traineddata","9777956300900B528D26932CF80693F95E75143433FB851D567194BCC38A31AE","9928497 bytes","","","kir.traineddata","","","","Used only to OCR source PDFs; no source-corpus or term authority claim","Use only as reproducibility metadata"
"KYOCR-CWS-NR-001","exact_scan","Kyrgyz","OCR-KY-CWS-002","Kaldybaev S.K. Algebra 8 klass OCR","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","104 pages","","","Нётер шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-CWS-NR-002","exact_scan","Kyrgyz","OCR-KY-CWS-002","Kaldybaev S.K. Algebra 8 klass OCR","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","104 pages","","","Нетер шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-CWS-NR-003","exact_scan","Kyrgyz","OCR-KY-CWS-002","Kaldybaev S.K. Algebra 8 klass OCR","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","104 pages","","","Нөтер шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-CWS-PR-001","exact_scan","Kyrgyz","OCR-KY-CWS-002","Kaldybaev S.K. Algebra 8 klass OCR","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","104 pages","","","көп мүчөлөр шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-CWS-PR-002","exact_scan","Kyrgyz","OCR-KY-CWS-002","Kaldybaev S.K. Algebra 8 klass OCR","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","104 pages","","","көп мүчөлөр алкагы","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-CWS-PR-003","exact_scan","Kyrgyz","OCR-KY-CWS-002","Kaldybaev S.K. Algebra 8 klass OCR","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","104 pages","","","көп мүчө шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
"KYOCR-CWS-PR-004","exact_scan","Kyrgyz","OCR-KY-CWS-002","Kaldybaev S.K. Algebra 8 klass OCR","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","no explicit reusable license found in capture","Kyrgyz; algebra textbook; polynomial base","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","104 pages","","","полиномдор шакеги","0","0","","Zero exact hard-row hits; blocker remains","Exact source row or reviewer return"
