"row_id","current_live_frontier","prior_local_frontier","sublane","source_title","relative_path","body_status","source_use_label","sha256","license_or_access_signal","promotion_status","blocker_or_next_action","boundary_guard","output_label","continuation_note"
"08bc-tg-discovery-001","28019a34851454d37431f2c900c80b45ea90f23e","9737e10cb240ce55f402f7af0ee0308d5c1a8d87","tg_Cyrl_TJ","Tajik Wikipedia raw wikitext - Алгебраи хаттӣ","tg_Cyrl_TJ/tg_cyrl_linear_algebra_wikipedia.raw.txt","native_source_text","native-source-body","FBF1074CC8AFEAA2681E5D548AB4CACEACED30A85D34F5072F4AF8F690C355A3","Wikimedia CC BY-SA signal","not promoted; source-discovery/witness-review only","verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion","Tajik Cyrillic remains separate; no promoted Tajik term rows.","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","28019A34 28019A34 frontier-correction local-returns route-context/no-new-Persianate-evidence recovery carry-forward from 9737e10cb240ce55f402f7af0ee0308d5c1a8d87; no native review, source certification, gate promotion, or completion claim."
"08bc-tg-discovery-002","28019a34851454d37431f2c900c80b45ea90f23e","9737e10cb240ce55f402f7af0ee0308d5c1a8d87","tg_Cyrl_TJ","Maorif Tajik algebra grade 11 candidate","tg_Cyrl_TJ/tg_cyrl_maorif_algebra_grade11_2024_candidate.pdf","source_discovery_body_pdf","source-discovery-body","AD9C1869625341ABFB5AFE0B6134C3EDABC177C9CC5A7E9BD9339F3ADFE211D4","Maorif-hosted public PDF observed; no license clearance claimed","not promoted; source-discovery/witness-review only","verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion","Tajik Cyrillic remains separate; no promoted Tajik term rows.","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","28019A34 28019A34 frontier-correction local-returns route-context/no-new-Persianate-evidence recovery carry-forward from 9737e10cb240ce55f402f7af0ee0308d5c1a8d87; no native review, source certification, gate promotion, or completion claim."
"08bc-tg-discovery-003","28019a34851454d37431f2c900c80b45ea90f23e","9737e10cb240ce55f402f7af0ee0308d5c1a8d87","tg_Cyrl_TJ","weak pdftotext extraction of Maorif Tajik algebra grade 11 candidate","tg_Cyrl_TJ/tg_cyrl_maorif_algebra_grade11_2024_candidate.pdftotext.txt","pdftotext_weak_extraction","OCR-witness","0D0B709CCCCD7E25C57469EB4B0618A7389F0AB6F8AA85CBA97FCD2757EE98B9","derived consistency shelf; extraction only 256 bytes; no license clearance claimed","not promoted; source-discovery/witness-review only","verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion","Tajik Cyrillic remains separate; no promoted Tajik term rows.","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","28019A34 28019A34 frontier-correction local-returns route-context/no-new-Persianate-evidence recovery carry-forward from 9737e10cb240ce55f402f7af0ee0308d5c1a8d87; no native review, source certification, gate promotion, or completion claim."
"08bc-tg-discovery-004","28019a34851454d37431f2c900c80b45ea90f23e","9737e10cb240ce55f402f7af0ee0308d5c1a8d87","tg_Cyrl_TJ","OER/CICT Tajik algebra and number theory","tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_course_id15.html","native_source_html_or_source_page","native-source-body","153E8EEC4109AAA8DA064F281CD13C3957AD805C8258F6CB47C3E2FACA60AFAD","public OER/Moodle course/PDF response; no explicit open license found","not promoted; source-discovery/witness-review only","verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion","Tajik Cyrillic remains separate; no promoted Tajik term rows.","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","28019A34 28019A34 frontier-correction local-returns route-context/no-new-Persianate-evidence recovery carry-forward from 9737e10cb240ce55f402f7af0ee0308d5c1a8d87; no native review, source certification, gate promotion, or completion claim."
"08bc-tg-discovery-005","28019a34851454d37431f2c900c80b45ea90f23e","9737e10cb240ce55f402f7af0ee0308d5c1a8d87","tg_Cyrl_TJ","OER/CICT Tajik algebra and number theory","tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdf","native_source_body_pdf","native-source-body","90B98C4C7B60CD7646AF0A8956E2468F55469BC88D93C53C8254B8C901BD79D9","public OER/Moodle course/PDF response; no explicit open license found","not promoted; source-discovery/witness-review only","verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion","Tajik Cyrillic remains separate; no promoted Tajik term rows.","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","28019A34 28019A34 frontier-correction local-returns route-context/no-new-Persianate-evidence recovery carry-forward from 9737e10cb240ce55f402f7af0ee0308d5c1a8d87; no native review, source certification, gate promotion, or completion claim."
"08bc-tg-discovery-006","28019a34851454d37431f2c900c80b45ea90f23e","9737e10cb240ce55f402f7af0ee0308d5c1a8d87","tg_Cyrl_TJ","OER/CICT Tajik algebra and number theory","tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt","OCR_witness_text_extraction_not_source_truth","OCR-witness","AE8AD825C13517D2D9EB4ABDB3D5DB9792F9D84A19FD6C9C00AC8C3245082760","public OER/Moodle course/PDF response; no explicit open license found","not promoted; source-discovery/witness-review only","verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion","Tajik Cyrillic remains separate; no promoted Tajik term rows.","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","28019A34 28019A34 frontier-correction local-returns route-context/no-new-Persianate-evidence recovery carry-forward from 9737e10cb240ce55f402f7af0ee0308d5c1a8d87; no native review, source certification, gate promotion, or completion claim."
"08bc-tg-discovery-007","28019a34851454d37431f2c900c80b45ea90f23e","9737e10cb240ce55f402f7af0ee0308d5c1a8d87","tg_Cyrl_TJ","OER/CICT Tajik algebra and number theory","tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_russian_materials_url_id93.html","native_source_html_or_source_page","native-source-body","054CD50ABA0BE8F0AC96E18DF844E50FBA9AB548C536CA2B5C8CBB367E83FBBD","public OER/Moodle course/PDF response; no explicit open license found","not promoted; source-discovery/witness-review only","verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion","Tajik Cyrillic remains separate; no promoted Tajik term rows.","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","28019A34 28019A34 frontier-correction local-returns route-context/no-new-Persianate-evidence recovery carry-forward from 9737e10cb240ce55f402f7af0ee0308d5c1a8d87; no native review, source certification, gate promotion, or completion claim."
"08bc-tg-discovery-008","28019a34851454d37431f2c900c80b45ea90f23e","9737e10cb240ce55f402f7af0ee0308d5c1a8d87","tg_Cyrl_TJ","TGPU ring/field PDF candidate 404 marker","tg_Cyrl_TJ/tg_cyrl_tgpu_ring_field_candidate_404.html","pointer_or_gap_marker_not_source_body","pointer-only","12EAFE6435F4C02A65306F1CF02F26798F9A46C3074608F51B51014C07FA6580","404/fail marker only","not promoted; source-discovery/witness-review only","verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion","Tajik Cyrillic remains separate; no promoted Tajik term rows.","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","28019A34 28019A34 frontier-correction local-returns route-context/no-new-Persianate-evidence recovery carry-forward from 9737e10cb240ce55f402f7af0ee0308d5c1a8d87; no native review, source certification, gate promotion, or completion claim."
"08bc-tg-discovery-009","28019a34851454d37431f2c900c80b45ea90f23e","9737e10cb240ce55f402f7af0ee0308d5c1a8d87","tg_Cyrl_TJ","TNU 2017 conference proceedings","tg_Cyrl_TJ/tg_cyrl_tnu_2017_conference_mater2017.pdf","native_source_body_pdf","native-source-body","073D7CFEF645FF8F5482AE069141EAE8EC0405BB6FE6BB3E5F395C73D0535810","university PDF; no open license found","not promoted; source-discovery/witness-review only","verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion","Tajik Cyrillic remains separate; no promoted Tajik term rows.","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","28019A34 28019A34 frontier-correction local-returns route-context/no-new-Persianate-evidence recovery carry-forward from 9737e10cb240ce55f402f7af0ee0308d5c1a8d87; no native review, source certification, gate promotion, or completion claim."
"08bc-tg-discovery-010","28019a34851454d37431f2c900c80b45ea90f23e","9737e10cb240ce55f402f7af0ee0308d5c1a8d87","tg_Cyrl_TJ","TNU 2017 conference proceedings","tg_Cyrl_TJ/tg_cyrl_tnu_2017_conference_mater2017.pdftotext.txt","OCR_witness_text_extraction_not_source_truth","OCR-witness","032FE0DFFD08413FC8FDC557D534DA2CE7C38C7F7781264905FEDBF2E6E33538","university PDF; no open license found","not promoted; source-discovery/witness-review only","verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion","Tajik Cyrillic remains separate; no promoted Tajik term rows.","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","28019A34 28019A34 frontier-correction local-returns route-context/no-new-Persianate-evidence recovery carry-forward from 9737e10cb240ce55f402f7af0ee0308d5c1a8d87; no native review, source certification, gate promotion, or completion claim."
