"language","local_id","arxiv_id","live_title","live_authors","published","updated","primary_category","categories","abs_url","pdf_url","eprint_url","api_license_url","license_or_access_signal","eprint_payload_kind","local_package_path","local_byte_count","local_sha256","live_download_local_path","live_download_byte_count","live_download_sha256","live_download_http_status","live_download_content_type","live_download_matches_local_hash","local_quick_topic_hits","context_or_source_hit_path","source_canon_action","relevance_or_gap_note","non_claim_boundary"
"Spanish","1309.7609v1","1309.7609v1","Identificación y Registro Catastral de Cuerpos de Agua mediante Técnicas de Procesamiento Digital de Imagenes","Kevin Rojas Laura; Christhian Cardenas Alvarez","2013-09-29T15:36:43Z","2013-09-29T15:36:43Z","cs.CV","cs.CV","http://arxiv.org/abs/1309.7609v1","https://arxiv.org/pdf/1309.7609v1","https://arxiv.org/e-print/1309.7609v1","","arXiv API license field blank; access/e-print URL verified; no license-clearance claim","pdf_fallback_from_arxiv_eprint","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\spanish\1309.7609v1.source","1200570","4b8e56432c598a0b33b23ca7500c57b746fbe0c425bb9fe931405139c94c60c2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_spanish_supplement_20260705\1309.7609v1.eprint.source","1200570","4b8e56432c598a0b33b23ca7500c57b746fbe0c425bb9fe931405139c94c60c2","200","application/pdf","true","","","off_topic_spanish_pdf_fallback_not_promoted","Spanish title but cs.CV/water-body image-processing topic; e-print endpoint returns PDF, not TeX/source; off-topic for Noether algebra/invariant source canon.","source-canon Spanish supplement screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"Spanish","1311.1146v1","1311.1146v1","Variedades de álgebras topologicas","Lucas Earl","2013-11-02T00:10:55Z","2013-11-02T00:10:55Z","math.CT","math.CT","http://arxiv.org/abs/1311.1146v1","https://arxiv.org/pdf/1311.1146v1","https://arxiv.org/e-print/1311.1146v1","","arXiv API license field blank; access/e-print URL verified; no license-clearance claim","source_archive_from_arxiv_eprint","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\spanish\1311.1146v1.source","218296","0fa77c384e6b7e8b139b12409d074b379eda1d1753e5a60c5a316f543fef29b2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_spanish_supplement_20260705\1311.1146v1.eprint.source","218296","0fa77c384e6b7e8b139b12409d074b379eda1d1753e5a60c5a316f543fef29b2","200","application/gzip","true","","","adjacent_math_spanish_candidate_not_promoted","Spanish title and math.CT metadata for topological algebras; no local Noether/invariant hard-term hits in the supplement scan.","source-canon Spanish supplement screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"Spanish","2206.09700v1","2206.09700v1","Grupos ortogonales sobre cuerpos de característica positiva","Robin Zhang","2022-06-20T10:50:16Z","2022-06-20T10:50:16Z","math.GR","math.GR; math.NT","http://arxiv.org/abs/2206.09700v1","https://arxiv.org/pdf/2206.09700v1","https://arxiv.org/e-print/2206.09700v1","","arXiv API license field blank; access/e-print URL verified; no license-clearance claim","source_archive_from_arxiv_eprint","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\spanish\2206.09700v1.source","14729","6afebf27150a44b35490c508789521b256367cd248e9abd9f6110fcd5e6c2dc4","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_spanish_supplement_20260705\2206.09700v1.eprint.source","14729","6afebf27150a44b35490c508789521b256367cd248e9abd9f6110fcd5e6c2dc4","200","application/gzip","true","","","adjacent_math_spanish_candidate_not_promoted","Spanish title and math.GR/math.NT metadata; adjacent groups/fields register, but no local Noether/invariant hard-term hits in the supplement scan.","source-canon Spanish supplement screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"Spanish","2209.02110v1","2209.02110v1","La geometría de los Monoides","J. Rogelio Perez-Buendia; Ernesto Antonio Reyes-Ramirez","2022-09-05T19:44:04Z","2022-09-05T19:44:04Z","math.AG","math.AG; math.NT","http://arxiv.org/abs/2209.02110v1","https://arxiv.org/pdf/2209.02110v1","https://arxiv.org/e-print/2209.02110v1","","arXiv API license field blank; access/e-print URL verified; no license-clearance claim","source_archive_from_arxiv_eprint","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\spanish\2209.02110v1.source","48613","d43af97deabeeeb48dca06aaf79d6644718f7db8550a92405c0bc899679be823","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_spanish_supplement_20260705\2209.02110v1.eprint.source","48613","d43af97deabeeeb48dca06aaf79d6644718f7db8550a92405c0bc899679be823","200","application/gzip","true","","","version_history_only_not_promoted","Spanish monoid-geometry source, but current main table already uses v2 as ES-A-004; keep v1 as version-history provenance only.","source-canon Spanish supplement screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"Spanish","2401.04069v4","2401.04069v4","Proof of the Nernst heat theorem","José-María Martín-Olalla","2024-01-08T18:12:45Z","2025-06-13T16:29:06Z","physics.class-ph","physics.class-ph; physics.chem-ph; physics.hist-ph","http://arxiv.org/abs/2401.04069v4","https://arxiv.org/pdf/2401.04069v4","https://arxiv.org/e-print/2401.04069v4","","arXiv API license field blank; access/e-print URL verified; no license-clearance claim","source_archive_from_arxiv_eprint","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\spanish\2401.04069v4.source","33192","ae0085e6fb3f45625f8fafbd18c1eff868b86df06d51bff2998048f38ad81aa3","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_spanish_supplement_20260705\2401.04069v4.eprint.source","33192","ae0085e6fb3f45625f8fafbd18c1eff868b86df06d51bff2998048f38ad81aa3","200","application/gzip","true","","","off_topic_or_not_spanish_target_not_promoted","English-title thermodynamics/history source; no Spanish target-language or Noether algebra/invariant relevance in metadata/local scan.","source-canon Spanish supplement screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"Spanish","2410.00616v1","2410.00616v1","Detección Automática de Patologías en Notas Clínicas en Español Combinando Modelos de Lenguaje y Ontologías Médicos","Léon-Paul Schaub Torre; Pelayo Quirós; Helena García Mieres","2024-10-01T12:03:04Z","2024-10-01T12:03:04Z","cs.CL","cs.CL","http://arxiv.org/abs/2410.00616v1","https://arxiv.org/pdf/2410.00616v1","https://arxiv.org/e-print/2410.00616v1","","arXiv API license field blank; access/e-print URL verified; no license-clearance claim","source_archive_from_arxiv_eprint","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\spanish\2410.00616v1.source","2561350","4308de7940eb7bf8441a421f23ee671f207b53b7d5e837aee2b6ad9cc4bfc6ae","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_spanish_supplement_20260705\2410.00616v1.eprint.source","2561350","4308de7940eb7bf8441a421f23ee671f207b53b7d5e837aee2b6ad9cc4bfc6ae","200","application/gzip","true","","","off_topic_spanish_not_promoted","Spanish title but cs.CL clinical-notes/NLP topic; no Noether algebra/invariant relevance.","source-canon Spanish supplement screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"Spanish","math_0212002v2","math/0212002v2","Integrally closed ideals in two-dimensional regular local rings are multiplier ideals","Joseph Lipman; Keiichi Watanabe","2002-11-30T15:41:36Z","2003-02-20T04:36:36Z","math.AC","math.AC; math.AG","http://arxiv.org/abs/math/0212002v2","https://arxiv.org/pdf/math/0212002v2","https://arxiv.org/e-print/math/0212002v2","","arXiv API license field blank; access/e-print URL verified; no license-clearance claim","source_archive_from_arxiv_eprint","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\spanish\math_0212002v2.source","26661","5c1f17c3a7234ac0b39f40623b8903a0cf4b128d38373991a7a35df9f1bdd1e7","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_spanish_supplement_20260705\math_0212002v2.eprint.source","26661","5c1f17c3a7234ac0b39f40623b8903a0cf4b128d38373991a7a35df9f1bdd1e7","200","application/gzip","true","","","math_relevant_not_spanish_target_not_promoted","Commutative algebra/math.AG source is mathematically relevant, but live title/abstract metadata are English and no Spanish target-language signal was found in the supplement scan.","source-canon Spanish supplement screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"Spanish","math_9412207v1","math/9412207v1","Automorphic $L$\snug-functions, intertwining operators, and the irreducible tempered representations of $p$\snug-adic groups","David Goldberg; Freydoon Shahidi","1994-12-22T05:18:00Z","1994-12-22T05:18:00Z","math.NT","math.NT; math.RT","http://arxiv.org/abs/math/9412207v1","https://arxiv.org/pdf/math/9412207v1","https://arxiv.org/e-print/math/9412207v1","","arXiv API license field blank; access/e-print URL verified; no license-clearance claim","source_archive_from_arxiv_eprint","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\spanish\math_9412207v1.source","36532","96119c326cebea2adefb77f9e55c5046c788e23b3a918bee0730716e8c555c3d","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_spanish_supplement_20260705\math_9412207v1.eprint.source","36532","96119c326cebea2adefb77f9e55c5046c788e23b3a918bee0730716e8c555c3d","200","application/gzip","true","","","not_spanish_target_not_promoted","English representation/number-theory source; no Spanish target-language signal in metadata/local scan.","source-canon Spanish supplement screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"Spanish","physics_0503102v1","physics/0503102v1","La aventura de la fisica","Andrey Chubykalo; Valeri Dvoeglazov; Augusto Espinoza; Alejandro Gutierrez","2005-03-12T19:55:27Z","2005-03-12T19:55:27Z","physics.ed-ph","physics.ed-ph; physics.hist-ph","http://arxiv.org/abs/physics/0503102v1","https://arxiv.org/pdf/physics/0503102v1","https://arxiv.org/e-print/physics/0503102v1","","arXiv API license field blank; access/e-print URL verified; no license-clearance claim","pdf_fallback_from_arxiv_eprint","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\spanish\physics_0503102v1.source","277282","876c5a534cb5a3d2d2cb06dacc47dc231464b721fe227fd2733559e23e9c4275","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\candidate_live_arxiv_spanish_supplement_20260705\physics_0503102v1.eprint.source","277282","876c5a534cb5a3d2d2cb06dacc47dc231464b721fe227fd2733559e23e9c4275","200","application/pdf","true","","","off_topic_spanish_pdf_fallback_not_promoted","Spanish physics-education/history PDF fallback; e-print endpoint returns PDF, not TeX/source; off-topic for Noether algebra/invariant source canon.","source-canon Spanish supplement screening only; no translation; no glossary expansion; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"

