"stable_id","relative_path","role","bytes","sha256","width_px","height_px","dpi_x","dpi_y","rotation_degrees","crop_bbox_px","parent_artifact","parent_sha256","page_or_view","linked_structural_id","qa_disposition","rights_disposition"
"VE-SGA2-VII-TARGET-001","images/target_pages/target-page-1.png","target_pdf_render","666533","2BB4CEDC89798A5DFA9E0222F31073A96E4E2080ADB29EF860B2151DA692FCFB","2481","3508","299.9994","299.9994","0","0,0,2481,3508","sources/sga/sga2-english-expose-vii-20260719/SGA2_Expose_VII_English_SourceAligned_Cumulative_Checkpoint.pdf","F38CBDB91522FF7DE95388A99F32B6512420E3436EDE85B056BD4132589B33F9","target_pdf_page_1","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-TARGET-002","images/target_pages/target-page-2.png","target_pdf_render","530763","D53A771B3194AA1E2D19BD54F026B2AE1CC1A993676E583D32CC09E11044203F","2481","3508","299.9994","299.9994","0","0,0,2481,3508","sources/sga/sga2-english-expose-vii-20260719/SGA2_Expose_VII_English_SourceAligned_Cumulative_Checkpoint.pdf","F38CBDB91522FF7DE95388A99F32B6512420E3436EDE85B056BD4132589B33F9","target_pdf_page_2","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-TARGET-003","images/target_pages/target-page-3.png","target_pdf_render","526043","364A25CBC5A7DACF4FCBAE6C0C184E5C208DDEE0A08ED8953BCA5B282D59BD90","2481","3508","299.9994","299.9994","0","0,0,2481,3508","sources/sga/sga2-english-expose-vii-20260719/SGA2_Expose_VII_English_SourceAligned_Cumulative_Checkpoint.pdf","F38CBDB91522FF7DE95388A99F32B6512420E3436EDE85B056BD4132589B33F9","target_pdf_page_3","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-TARGET-004","images/target_pages/target-page-4.png","target_pdf_render","520606","131E65FF4481733338ECE34C8AEE549FF39611940A8ED33B341283719F79051E","2481","3508","299.9994","299.9994","0","0,0,2481,3508","sources/sga/sga2-english-expose-vii-20260719/SGA2_Expose_VII_English_SourceAligned_Cumulative_Checkpoint.pdf","F38CBDB91522FF7DE95388A99F32B6512420E3436EDE85B056BD4132589B33F9","target_pdf_page_4","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-TARGET-005","images/target_pages/target-page-5.png","target_pdf_render","509884","F165376F213F149CDE0CF7E01FBD6EF973143278D3A844F1A58B331EEC1A5D9C","2481","3508","299.9994","299.9994","0","0,0,2481,3508","sources/sga/sga2-english-expose-vii-20260719/SGA2_Expose_VII_English_SourceAligned_Cumulative_Checkpoint.pdf","F38CBDB91522FF7DE95388A99F32B6512420E3436EDE85B056BD4132589B33F9","target_pdf_page_5","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-TARGET-006","images/target_pages/target-page-6.png","target_pdf_render","330073","0B49D3271ADF130C822112445C4B288C7A7D8C2F60EB381C8CB38E1A373421DB","2481","3508","299.9994","299.9994","0","0,0,2481,3508","sources/sga/sga2-english-expose-vii-20260719/SGA2_Expose_VII_English_SourceAligned_Cumulative_Checkpoint.pdf","F38CBDB91522FF7DE95388A99F32B6512420E3436EDE85B056BD4132589B33F9","target_pdf_page_6","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-TARGET-007","images/target_pages/target-page-7.png","target_pdf_render","389027","BC73C1FC3461BCB10A84BD0C3925F7C44D09003DDE653C658F5A383DF8F6C9D5","2481","3508","299.9994","299.9994","0","0,0,2481,3508","sources/sga/sga2-english-expose-vii-20260719/SGA2_Expose_VII_English_SourceAligned_Cumulative_Checkpoint.pdf","F38CBDB91522FF7DE95388A99F32B6512420E3436EDE85B056BD4132589B33F9","target_pdf_page_7","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-LEDGER-001","images/ledger_previews/AUTHORITY_AND_REVIEW_EVIDENCE.png","machine_ledger_preview","76542","62669C2D87921CEEBC82C1D7B133F3E9866C5B0C1A807EFD4E3C3173A949BC4F","2010","195","71.9836","71.9836","0","0,0,2010,195","sources/sga/sga2-english-expose-vii-20260719/ledgers/AUTHORITY_AND_REVIEW_EVIDENCE.csv","EC35856A688D93C4F60790A524D3625869DEBBD2F69938320081806E07EF2B45","AUTHORITY_AND_REVIEW_EVIDENCE","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-LEDGER-002","images/ledger_previews/BUILD_RENDER_EVIDENCE.png","machine_ledger_preview","153085","783027DE99D3B096D57ED856ECCE627FF64D8880FB60430B131C3CB6C0DB344C","2178","339","71.9836","71.9836","0","0,0,2178,339","sources/sga/sga2-english-expose-vii-20260719/ledgers/BUILD_RENDER_EVIDENCE.csv","38D1176FAC88724D3053DD3965A249E41C3F81A1775BA62372C421F069F8BA3A","BUILD_RENDER_EVIDENCE","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-LEDGER-003","images/ledger_previews/FORMULA_SYMBOL_NOTE_STRUCTURE_COMPARISON.png","machine_ledger_preview","113891","0F3C48878CEF92536608AAA48EE0CF983DBE27A6A009A866D6D4D954B22F9E73","1302","454","71.9836","71.9836","0","0,0,1302,454","sources/sga/sga2-english-expose-vii-20260719/ledgers/FORMULA_SYMBOL_NOTE_STRUCTURE_COMPARISON.csv","95889C3B3415D5B4CDDFEDEB543BC80C76A0C91F703FF10EB83A222F85B16D8E","FORMULA_SYMBOL_NOTE_STRUCTURE_COMPARISON","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-LEDGER-004","images/ledger_previews/INDEPENDENT_AUDIT_EVIDENCE.png","machine_ledger_preview","159925","363303853CBECB1572DAF8D3D564FDA1ED558DDC96854A686583D92A6ACC9235","2454","310","71.9836","71.9836","0","0,0,2454,310","sources/sga/sga2-english-expose-vii-20260719/ledgers/INDEPENDENT_AUDIT_EVIDENCE.csv","BBD7B6FB494E8E7957F789285FBE7848214BC3DB300C32D5AD6AD9051BA3CC81","INDEPENDENT_AUDIT_EVIDENCE","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-LEDGER-005","images/ledger_previews/PUBLIC_COMPONENT_INTEGRATION.png","machine_ledger_preview","161593","AAED943E427C6E130090F1C7A9C61E8BB2CA7258CEE95F54F7CDB1004F8F5553","2448","397","71.9836","71.9836","0","0,0,2448,397","sources/sga/sga2-english-expose-vii-20260719/ledgers/PUBLIC_COMPONENT_INTEGRATION.csv","4AFBF5D870C72BE0ACA1420AC814C976D17C16C1BAA97EFD52437C9B71A4FA85","PUBLIC_COMPONENT_INTEGRATION","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-LEDGER-006","images/ledger_previews/PUBLIC_PROJECTION_TRANSFORMS.png","machine_ledger_preview","37416","CC31F734CC58AC797DDA65FE11A9A95B3812AC73F6CD368A1E391D2213403E92","906","185","71.9836","71.9836","0","0,0,906,185","sources/sga/sga2-english-expose-vii-20260719/ledgers/PUBLIC_PROJECTION_TRANSFORMS.csv","4AC76209B9292B80A31E522075F4A1F1C5A8B959CAA6ACDBF6AF520BF58B27A5","PUBLIC_PROJECTION_TRANSFORMS","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-LEDGER-007","images/ledger_previews/SOURCE_ALIGNMENT_COVERAGE.png","machine_ledger_preview","73977","9A31B9CE0DB9A3925618A44C55951D1FF3A1C53F8B5CA159CBBA63122372875C","1410","272","71.9836","71.9836","0","0,0,1410,272","sources/sga/sga2-english-expose-vii-20260719/ledgers/SOURCE_ALIGNMENT_COVERAGE.csv","B2C23FBCA058BDA50F586EF225EDBCA002CCD07096443668558D19F7AEB7D472","SOURCE_ALIGNMENT_COVERAGE","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
"VE-SGA2-VII-LEDGER-008","images/ledger_previews/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.png","machine_ledger_preview","77086","309DD72D0A60DD8FDDAB2BA9C459BF7CAC81DABA026A8A91A50367B898795AFF","966","350","71.9836","71.9836","0","0,0,966,350","sources/sga/sga2-english-expose-vii-20260719/ledgers/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv","D9CD054E937BFE32A27F9850D44E072C3E7F3859FC2C4333D0DA1DF39A6E6669","TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES","SGA2-VII-CUM-CANDIDATE-ROOT","accepted_no_visible_defect_independent_original_resolution_review","open_payload_project_generated"
