archive_path,source_basename,bytes,sha256,width_px,height_px,color_mode,embedded_dpi_x,embedded_dpi_y,modified_utc,category,public_disposition,parent_pdf_index_0based,parent_pdf_page_1based,printed_page,expose,linked_tex_object,linked_audit_entry,generator_script_basename,generator_source_sha256,generator_timestamp,generator_tool_class,generator_candidate_count,bbox_coordinate_system,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_dpi,processing_profile,description,session_read_count,first_read_timestamp,last_read_timestamp,viewer_attachment_count,viewer_attachment_sha256,viewer_attachment_dimensions,viewer_source_lanczos_max_mean_absolute_error,viewer_source_lanczos_max_changed_fraction,viewer_attachment_correlation,replay_disposition,qa_disposition,parent_scan_sha256
images/targeted_ultradetail/z632_ref.png,z632_ref.png,33237,DEABAC2C5B13C0D20B6E0951D5E950FBB648F01FE8C70CE6FA39C447BB094235,12034,1258,L,,,2026-07-16T15:59:09.757568+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,632,633,619,XIII,sga6_fr_workpass.tex,1384,z632.py,1DB775B319B29A67933583A466E447939CCA60DBC1D50350CF0BB5A5B6A4D70B,2026-07-16T15:59:00.830Z,Write,1,fraction_of_parent_page,0.05,0.048,0.6,0.085,3600,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"a) ""Si n >= m, alors beta_n est surjectif par 2.3 (ii) ; donc alpha_{n+1}...""",1,2026-07-16T15:59:14.480Z,2026-07-16T15:59:14.480Z,1,2E40D7D3B4119DCA531A2101403AE3712999BA82B169E52682A4A1823CC12F9F,1999x209,0.010565091158,0.010414298058,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z632_strict.png,z632_strict.png,52245,58788EEA82D8AD63BCE5956D7C2123379EF31A0802C0633C2E66075B21E52A9B,13128,1360,L,,,2026-07-16T15:59:10.238820+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,632,633,619,XIII,sga6_fr_workpass.tex,1384,z632.py,1DB775B319B29A67933583A466E447939CCA60DBC1D50350CF0BB5A5B6A4D70B,2026-07-16T15:59:00.830Z,Write,1,fraction_of_parent_page,0.3,0.085,0.9,0.125,3600,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"b) ""donc |-> n^1(F(n)) est strictement decroissant""",1,2026-07-16T15:59:31.389Z,2026-07-16T15:59:31.389Z,1,1643CF771703CF291245D584D18040A4529181375606DDF19FF5E1CB76CCAAEC,1998x207,0.079840710275,0.033615741345,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z632b_mapsto.png,z632b_mapsto.png,58108,E9219B423A68C3754314FD6694A51D810E1C132938F6E18E299D2338605C6D28,15827,1587,L,,,2026-07-16T16:06:29.902446+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,632,633,619,XIII,sga6_fr_workpass.tex,1384,z632b.py,26133C4FFA375D4FD08FA3714C20E1A836BDC43F5ED7F84D52056BA928BB54E8,2026-07-16T16:06:20.586Z,Write,1,fraction_of_parent_page,0.3,0.125,0.92,0.165,4200,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"a) la ligne du mapsto : ""alors h^1(F(n-1)) > h^1(F(n)) ; donc |-> ?^1(F(n))""",1,2026-07-16T16:06:36.651Z,2026-07-16T16:06:36.651Z,1,6DBBD5498F5345A80066A8EE8F7B35A58A51D51299F7549F98300B7E9D102C6A,1995x200,0.042506265664,0.021481203008,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z632b_strict.png,z632b_strict.png,57843,69E2F7D637FAD4B2C5F0CC28FD8F9E335B468406740C9EC5ABE10C80EB0E9593,15317,1587,L,,,2026-07-16T16:06:30.536585+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,632,633,619,XIII,sga6_fr_workpass.tex,1384,z632b.py,26133C4FFA375D4FD08FA3714C20E1A836BDC43F5ED7F84D52056BA928BB54E8,2026-07-16T16:06:20.586Z,Write,1,fraction_of_parent_page,0.05,0.16,0.65,0.2,4200,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"b) la ligne ""est strictement decroissant depuis h^1(F(m-1))""",1,2026-07-16T16:07:01.241Z,2026-07-16T16:07:01.241Z,1,43C4315E05F90F0F55FCE26F2FA52C45421CBCF588F14C2D377F15154D6D1A51,1997x207,0.053202992895,0.024406174479,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z632c_dimsupp.png,z632c_dimsupp.png,44893,35D73D03FCA4AD446E8D2296599FA038DB1CED583A0908910925F01E1E610BE5,12764,1587,L,,,2026-07-16T16:08:55.500577+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,632,633,619,XIII,sga6_fr_workpass.tex,1384,z632c.py,E1A235F4E26203F02229394DE00B716E2A12F5406D01D9DA7F50C088A5CDB682,2026-07-16T16:08:45.663Z,Write,1,fraction_of_parent_page,0.05,0.245,0.55,0.285,4200,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"3) "">= dim.supp(F) et (b) = (b_o,...,b_r)"" -- b2, ligne 2 de la Def 1.5",1,2026-07-16T16:09:00.356Z,2026-07-16T16:09:00.356Z,1,966F55B1DFBC129452AABA576D6FE92CECB94059C37F6C3D38DF8C478101D23F,1995x248,0.070836365106,0.026564394858,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z632c_sigma.png,z632c_sigma.png,44953,5F83B73B2661AEF94881C0668BE3988AF79397C9B49003DB1667C5BEE0AC3749,14040,1587,L,,,2026-07-16T16:08:56.096011+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,632,633,619,XIII,sga6_fr_workpass.tex,1384,z632c.py,E1A235F4E26203F02229394DE00B716E2A12F5406D01D9DA7F50C088A5CDB682,2026-07-16T16:08:45.663Z,Write,1,fraction_of_parent_page,0.05,0.425,0.6,0.465,4200,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"4) ""des zeros de sigma_1,...,sigma_?, alors h^o(F_i(-1)) <= b_i."" -- fin du (1.5.2)",1,2026-07-16T16:09:13.251Z,2026-07-16T16:09:13.251Z,1,C920C3CBEC4D7DA7954A7251F59C5A966C326770031B92A9C50CAF3F1F45BE6D,1999x226,0.032604797974,0.015193437427,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z632d_sig_b.png,z632d_sig_b.png,50534,83B0BB55FA623FB1229AF530DA562BA1AE0B3CCA8B5CE6C7950301C63A2C1219,14551,1587,L,,,2026-07-16T16:09:53.788435+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,632,633,619,XIII,sga6_fr_workpass.tex,1384,z632d.py,0B54C86DEFB9B6FFE78136F6A8D1AFD4AF824249114F3C3E34DBC398E10AF072,2026-07-16T16:09:42.507Z,Write,1,fraction_of_parent_page,0.05,0.525,0.62,0.565,4200,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,,1,2026-07-16T16:10:03.114Z,2026-07-16T16:10:03.114Z,1,FBE6D489CF2938F1BB4D2043D28960CB2BE0A02A71AB3998F02D96CC3A9C2A11,1998x218,0.078094149195,0.029974929057,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z632e_b.png,z632e_b.png,49660,1331F6E878C648B9548FD6B932E000A691B731B15C6630DF9DE3834B0FF9F281,14551,1586,L,,,2026-07-16T16:18:35.250477+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,632,633,619,XIII,sga6_fr_workpass.tex,1384,z632e.py,20BD7E4279A16C69DCB2EFB43110B3C32F3B72EDC36C2F1CA777BC9042E0F21A,2026-07-16T16:18:23.589Z,Write,1,fraction_of_parent_page,0.05,0.58,0.62,0.62,4200,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,,1,2026-07-16T16:18:41.789Z,2026-07-16T16:18:41.789Z,1,EC19402E6C69326988255FF0C822C7C5F397E42DE3C93E418D88FC4A3E75A813,1991x217,0.042928199941,0.017792045773,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z632f_a.png,z632f_a.png,59191,6E819771CE436C98B1B7A91383C7D8A6A7C7565764B60A5B1A422631BA4A9753,16083,1587,L,,,2026-07-16T16:19:32.578607+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,632,633,619,XIII,sga6_fr_workpass.tex,1384,z632f.py,47D02AE66A9752DC70915ADB110773E171CDA5B36A8E2913E964AA24AE34CC7C,2026-07-16T16:19:21.394Z,Write,1,fraction_of_parent_page,0.05,0.71,0.68,0.75,4200,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"Prop 1.6 (i), 2e ligne : ""zeros de sigma_1,...,sigma_?, alors h^o(F_{sigma,i}(-1)) <= b_i, ou 0<=i<=r.""",1,2026-07-16T16:19:39.118Z,2026-07-16T16:19:39.118Z,1,BA2A6CA0C94FE0F2B5811CCDA4D6A675A6275B2013A6DB3CA2514B088E4B1647,1996x197,0.090928048991,0.032664313398,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z632g_d152.png,z632g_d152.png,19841,C0C9B77260C535B856F2C1A4487E044C3B928322147E492874BE3BB15AAE2CE0,5107,2010,L,,,2026-07-16T16:20:21.586959+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,632,633,619,XIII,sga6_fr_workpass.tex,1384,z632g.py,FA39DDB864141F2E7F42AC266C07D7D140F62DBCC962A2A98DD6C65B6C95799F,2026-07-16T16:20:11.740Z,Write,1,fraction_of_parent_page,0.19,0.58,0.34,0.618,5600,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"(1.5.2) : ""sigma_1,...,sigma_?"" -- TRES SERRE",1,2026-07-16T16:20:28.563Z,2026-07-16T16:20:28.563Z,1,51024FF5E25A0DC10E6ABC5EC9E9B23B969530C491C09B8F337CB1A1FFC76917,1999x787,0.004123408591,0.001875143417,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
