relative_path,transform_class,original_token_bytes,original_token_sha256,replacement
controls/EGA1_CHAPTER1_P141_VALIDATION_R64_PREDECESSOR.json,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
controls/EGA1_CHAPTER1_P141_VALIDATION_R64_PREDECESSOR.json,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
09a_FRENCH_DIPLOMATIC_TRANSCRIPTION_APPEND_P142_20260804.jsonl,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
controls/SOURCE_DIFF_VALIDATION_R88_PREDECESSOR.json,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
controls/SOURCE_DIFF_VALIDATION_R88_PREDECESSOR.json,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
controls/SUCCESSOR_SESSION_BOOTSTRAP_AND_LOGBOOK_PROTOCOL_20260803.md,project_root,39,71A523E4A98EA5F65283638CD143204F9CB03E05591AFD1782AC0230E4DF4EB8,[PROJECT_ROOT]
controls/SUCCESSOR_SESSION_BOOTSTRAP_AND_LOGBOOK_PROTOCOL_20260803.md,private_documents_root,25,44663AEC2124941954105F4CF6A146A31CB1DBE8EF97090865559EBEA5542247,[PRIVATE_DOCUMENTS_ROOT]
09c_WORKFLOW_ERROR_APPEND_P142_20260804.jsonl,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
provenance/CONTINUATION_HANDOFF_THROUGH_P141_RAW.md,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
provenance/CONTINUATION_HANDOFF_THROUGH_P141_RAW.md,private_documents_root,25,44663AEC2124941954105F4CF6A146A31CB1DBE8EF97090865559EBEA5542247,[PRIVATE_DOCUMENTS_ROOT]
provenance/CONTINUATION_HANDOFF_THROUGH_P141_RAW.md,private_documents_root,25,44663AEC2124941954105F4CF6A146A31CB1DBE8EF97090865559EBEA5542247,[PRIVATE_DOCUMENTS_ROOT]
04_EGA_ENGLISH_RECHECK_LOGBOOK_THROUGH_P141_PUBLIC_PRIVACY_CLEAN.md,private_documents_root,25,44663AEC2124941954105F4CF6A146A31CB1DBE8EF97090865559EBEA5542247,[PRIVATE_DOCUMENTS_ROOT]
04_EGA_ENGLISH_RECHECK_LOGBOOK_THROUGH_P141_PUBLIC_PRIVACY_CLEAN.md,internal_task_id,36,376B7BA66C405FFF0411F24BB793812E2BB24DC01A7B0567B30B9B3794900627,[PRIVATE_TASK_376B7BA66C40]
07_EGA_ENGLISH_STATUS_THROUGH_P141_PUBLIC_PRIVACY_CLEAN.md,private_documents_root,25,44663AEC2124941954105F4CF6A146A31CB1DBE8EF97090865559EBEA5542247,[PRIVATE_DOCUMENTS_ROOT]
