source_document_id,language_or_scope,branch_or_scope,source_use_category,source_use_label,package_path,local_path,source_title,source_url,license_or_access_signal,sha256,bytes,witness_id,is_native_source_evidence,is_generated_draft,non_claim_boundary
cjk-srcdoc-0001,ja+zh-Hans,ja+zh-Hans,draft_translation_triangulation,generated-draft,generated-draft/draft-support/jp_zh_hans_draft_support_rows.generated-draft.noncanonical.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\draft-support\jp_zh_hans_draft_support_rows.generated-draft.noncanonical.csv,,,,78898C1025E4765286DD5E5A2078142BF69E5726709BC6E784B7B65DD0F4BB13,57171,,false,true,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0002,ja+zh-Hans,ja+zh-Hans,draft_translation_triangulation,generated-draft,generated-draft/draft-support/jp_zh_hans_draft_support_rows.generated-draft.noncanonical.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\draft-support\jp_zh_hans_draft_support_rows.generated-draft.noncanonical.json,,,,EBD30F942727478C65727043935B1B026E08348E3AE685271FE32D1A9D0F3DC4,156666,,false,true,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0003,ja+zh-Hans,ja+zh-Hans,draft_translation_triangulation,generated-draft,generated-draft/draft-support/jp_zh_hans_draft_support_rows.generated-draft.noncanonical.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\draft-support\jp_zh_hans_draft_support_rows.generated-draft.noncanonical.md,,,,68308205F3663056184DA5670841C3DD4E3336367ECD665940AF94885CDEA813,19840,,false,true,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0004,ja+zh-Hans,ja+zh-Hans,draft_translation_triangulation,generated-draft,generated-draft/README_GENERATED_DRAFT.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\README_GENERATED_DRAFT.md,,,,3F644B8B56A50BDB29BB3E2172EE599B7AD439D47E0BFCA6A0F7405951E3FBBC,599,,false,true,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0005,ja+zh-Hans,ja+zh-Hans,draft_translation_triangulation,generated-draft,generated-draft/tex/NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_TEX_SIDECAR_20260704.generated-draft.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\tex\NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_TEX_SIDECAR_20260704.generated-draft.tex,,,,78C094FAE9E26CE56CD151A2A003CEF9E8223BCA88BFE2A659870E6BC5DAFC74,34583,,false,true,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0006,ja+zh-Hans,ja+zh-Hans,draft_translation_triangulation,generated-draft,generated-draft/tex/NOETHER_CJK_DRAFT_GLOSSARY_TEX_SIDECAR_20260704.generated-draft.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\generated-draft\tex\NOETHER_CJK_DRAFT_GLOSSARY_TEX_SIDECAR_20260704.generated-draft.tex,,,,5471AB8BF140DE93163ABD2E2B2270B4C8D92E8F88FE07E6E05BB816A9866CB6,9849,,false,true,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0007,und,und,methodology,method-note,LOGBOOK.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\LOGBOOK.md,,,,47C785E576EF810BBE785B7C107B5FF7B7B8BB55BAE9C02EAF76A1DD5B361C9A,10026,,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0008,und,und,methodology,method-note,logs/SESSION_LOGBOOK_20260705_excerpt.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\logs\SESSION_LOGBOOK_20260705_excerpt.md,,,,3979CF1551A66AF224AF140F139D68B15A472035F1D1C6CC6CBD9DA8D3357D8E,2444,,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0009,und,und,audit_ledger_manifest,manifest,MANIFEST.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\MANIFEST.json,,,,0F0D1C3582D82EBE9CCBBC386F70F63DF46C8A5A2C04EFAAC2863DFBB1165F08,34779,,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0010,ja,Japonic,language_family_witness,native-source-body,native-source-bodies/ja/html-bodies/akira_masuoka_lecture_notes_page_20260704.html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\html-bodies\akira_masuoka_lecture_notes_page_20260704.html,Akira Masuoka lecture notes page,https://sites.google.com/site/akira298math/home/lecture-notes,No explicit license found on cached page.,859C47AC7F812269B40BEC409859F654525EA5DC3CD35FACC03B12A5F9C3D8FA,120570,ja-html-005,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0011,ja,Japonic,language_family_witness,native-source-body,native-source-bodies/ja/html-bodies/ando_LectureNote_20260704.html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\html-bodies\ando_LectureNote_20260704.html,Tetsuya Ando 代数学 lecture notes,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,B1D2D8E8944F3AF55112248E14731FC400F35163B88D18E1B6958AA85CB9A4D6,6448,ja-pdf-002,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0012,ja,Japonic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ja/metadata/github_api_Seasawher_matsumura_master_48b9d10bab2d1c2525966cd17d7cf867731a88b0.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\metadata\github_api_Seasawher_matsumura_master_48b9d10bab2d1c2525966cd17d7cf867731a88b0.json,松村英之『可換環論』ノート,https://github.com/Seasawher/matsumura,Repository page lists GPL-3.0; LICENSE present; repository archived/read-only.,D2AE98DD80CEE257504A5297394CAB32BA304EC396A01BE3C9140902C7E5F55A,5299,ja-src-001,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0013,ja,Japonic,language_family_witness,native-source-body,native-source-bodies/ja/pdf-bodies/ando_APP_ALG_applied_algebra_valuations_ordered_fields.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\ando_APP_ALG_applied_algebra_valuations_ordered_fields.pdf,Tetsuya Ando 代数学 lecture notes,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,04848BC4F6820BEE67930A37F51CA36F78B7692C6FC1B14DA239F851819F9581,370818,ja-pdf-002,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0014,ja,Japonic,language_family_witness,native-source-body,native-source-bodies/ja/pdf-bodies/ando_DAISU1_algebra_i_group_theory.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\ando_DAISU1_algebra_i_group_theory.pdf,Tetsuya Ando 代数学 lecture notes,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,78203FDE040CAB1A3AD17B4B7F7AB5CC6F55A3BAB62E50E1AC95F84081A4291B,247164,ja-pdf-002,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0015,ja,Japonic,language_family_witness,native-source-body,native-source-bodies/ja/pdf-bodies/ando_DAISU2_algebra_ii_commutative_rings_modules.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\ando_DAISU2_algebra_ii_commutative_rings_modules.pdf,Tetsuya Ando 代数学 lecture notes,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,57DE472260FE549E4DBECA3C2F6290DFB4BF3C88ACB98E7B484880B72F2180C0,382308,ja-pdf-002,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0016,ja,Japonic,language_family_witness,native-source-body,native-source-bodies/ja/pdf-bodies/ando_DAISU3_algebra_iii_fields_galois.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\ando_DAISU3_algebra_iii_fields_galois.pdf,Tetsuya Ando 代数学 lecture notes,https://www.math.s.chiba-u.ac.jp/~ando/LectureNote.html,Lecture-note page says the notes may be used freely unless distributed for a fee; no formal SPDX-style license found.,EB66C5BFA2081E22FFF88557D4D0D358AFA9D6E3FBFD54B66F4545DF52E7554A,326442,ja-pdf-002,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0017,ja,Japonic,language_family_witness,native-source-body,native-source-bodies/ja/pdf-bodies/nagai_classical_invariant_theory_handbook.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\nagai_classical_invariant_theory_handbook.pdf,古典不変式論ハンドブック,https://www.mathsoc.jp/section/algebra/algsymp_past/algsymp12_files/nagai.pdf,No explicit license found in cached PDF/page context.,910AFA5992C953C1FAEAA5C512CC37FBE796B95F3752C967BA166567B355BB9C,272691,ja-pdf-003,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0018,ja,Japonic,language_family_witness,native-source-body,native-source-bodies/ja/pdf-bodies/ryoya_ando_commutative_algebra_ring.pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\pdf-bodies\ryoya_ando_commutative_algebra_ring.pdf,可換環論,https://ryoya9826.github.io/files/note/ring.pdf,Cached PDF text states CC-BY-SA 3.0.,30946107B13F379C40AB4C782778DB3C126E466951393917826821103A8793E5,2369294,ja-pdf-004,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0019,ja,Japonic,language_family_witness,native-source-body,native-source-bodies/ja/source-archives/Seasawher_matsumura_48b9d10bab2d1c2525966cd17d7cf867731a88b0.zip,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ja\source-archives\Seasawher_matsumura_48b9d10bab2d1c2525966cd17d7cf867731a88b0.zip,松村英之『可換環論』ノート,https://github.com/Seasawher/matsumura,Repository page lists GPL-3.0; LICENSE present; repository archived/read-only.,BE714EDE5D12EB0FC9EFAD9067AF1CE84C1DC47B5F1D4EAE5A1B3948F3460772,422621,ja-src-001,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0020,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/weak-leads-and-gap-audits/ko_github_source_package_search_audit_20260704.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\weak-leads-and-gap-audits\ko_github_source_package_search_audit_20260704.json,한국어 대수학 source-package search audit,generated:github_api_search_audit,No reusable Korean algebra source package verified.,246B3879206CD87AF9C83F682E963EA04BFB9C154FD1D3B1699FCF2BA24D7B1D,3212,ko-gap-001,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0021,ko,Koreanic,candidate_form_source_pointer_only,pointer-only,native-source-bodies/ko/weak-leads-and-gap-audits/ko_kocw_modern_algebra_1_course_page_20260704.html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\weak-leads-and-gap-audits\ko_kocw_modern_algebra_1_course_page_20260704.html,현대대수학1 KOCW course page,https://kocw.net/home/cview.do?ar=relateCourse&kemId=1165165&mty=p,No TeX/source-package license verified in cached page.,DCCA6AF38D9BDE4344DD2B087C0D60A61EDB3C858AE506CB8EC72EC0BBC437E3,172958,ko-lead-002,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0022,zh-Hans,Sinitic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/zh-Hans/metadata/github_api_wenweili_AlJabr-1_master_ae1e8747164059b35c19a2d5a7e4605be535517b.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\zh-Hans\metadata\github_api_wenweili_AlJabr-1_master_ae1e8747164059b35c19a2d5a7e4605be535517b.json,代数学方法 第一卷,https://github.com/wenweili/AlJabr-1,Repository README/About lists CC-BY-4.0; LICENSE present.,F016ADF3BE1EB193CE7DA896BF948F98BBB5F54CF674D312F0989AE5690F5D56,7595,zh-Hans-src-001,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0023,zh-Hans,Sinitic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/zh-Hans/metadata/github_api_wenweili_AlJabr-2_master_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\zh-Hans\metadata\github_api_wenweili_AlJabr-2_master_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.json,代数学方法 第二卷,https://github.com/wenweili/AlJabr-2,Repository README/About lists CC-BY-4.0; LICENSE present.,4730C7CB4F6FDBE6CC214337102BC07EC5BACDDD3574E3B17941AAEBC3D6F7C1,10071,zh-Hans-src-002,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0024,zh-Hans,Sinitic,language_family_witness,native-source-body,native-source-bodies/zh-Hans/source-archives/wenweili_AlJabr-1_ae1e8747164059b35c19a2d5a7e4605be535517b.zip,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\zh-Hans\source-archives\wenweili_AlJabr-1_ae1e8747164059b35c19a2d5a7e4605be535517b.zip,代数学方法 第一卷,https://github.com/wenweili/AlJabr-1,Repository README/About lists CC-BY-4.0; LICENSE present.,A9C48A33CA900C2D10715D9A23DE32390BDCA57B5F35CEE064C97917F4BD48BC,6050625,zh-Hans-src-001,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0025,zh-Hans,Sinitic,language_family_witness,native-source-body,native-source-bodies/zh-Hans/source-archives/wenweili_AlJabr-2_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.zip,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\zh-Hans\source-archives\wenweili_AlJabr-2_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.zip,代数学方法 第二卷,https://github.com/wenweili/AlJabr-2,Repository README/About lists CC-BY-4.0; LICENSE present.,0E92CA613A9CE875019ACFA8427F450D394BFBB0DDCDF36F8A74A50D6B40A145,6259808,zh-Hans-src-002,true,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0026,und,und,methodology,method-note,README.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\README.md,,,,0F8A6FDFA1350328E6621854982FCC646DD175B1CE5FEC84771CE336CF536880,4831,,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0027,und,und,audit_ledger_manifest,manifest,SOURCE_USE_LABELS.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\SOURCE_USE_LABELS.csv,,,,B11D45D2FC15D1C3F1350FDA4E3B60E33C32E87A2BEF562AD1FD07463F655968,535,,false,false,no native-review / accepted-terminology / license-clearance / gate-promotion / translation-completion claim
cjk-srcdoc-0028,ko,Koreanic,language_family_witness,native-source-body,native-source-bodies/ko/wiki-bodies/ko-wiki-abstract-algebra_추상대수학_wikitext_20260705.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-abstract-algebra_추상대수학_wikitext_20260705.txt,추상대수학,https://ko.wikipedia.org/wiki/%EC%B6%94%EC%83%81%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",8B9B34DBC29B4FB5BF690A2DC2DF85EAF518461D7F111E796458C215FFF4866D,7127,ko-wiki-abstract-algebra,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0029,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/ko-wiki-abstract-algebra_추상대수학_api_revision_20260705.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-abstract-algebra_추상대수학_api_revision_20260705.json,추상대수학,https://ko.wikipedia.org/wiki/%EC%B6%94%EC%83%81%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",C086050D1846F0650F662DB4DA5DE9ABF50E9ABFBFB3E2702E8AE70CED539900,9704,ko-wiki-abstract-algebra,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0030,ko,Koreanic,language_family_witness,native-source-body,native-source-bodies/ko/wiki-bodies/ko-wiki-algebra_대수학_wikitext_20260705.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-algebra_대수학_wikitext_20260705.txt,대수학,https://ko.wikipedia.org/wiki/%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",C45BB1D5AFFC3257A33E6A2EB47F089A120058AF88A43F084D3615D0B05BB7F5,15440,ko-wiki-algebra,true,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
cjk-srcdoc-0031,ko,Koreanic,adverse_evidence_source_or_audit_ledger,audit-ledger,native-source-bodies/ko/wiki-bodies/ko-wiki-algebra_대수학_api_revision_20260705.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-source-evidence-draft-lane\language-source-bodies\cjk\native-source-bodies\ko\wiki-bodies\ko-wiki-algebra_대수학_api_revision_20260705.json,대수학,https://ko.wikipedia.org/wiki/%EB%8C%80%EC%88%98%ED%95%99,"Korean Wikipedia MediaWiki API; site rights=Creative Commons Attribution-Share Alike 4.0; rights URL=https://creativecommons.org/licenses/by-sa/4.0/deed.ko; generator=MediaWiki 1.47.0-wmf.9. Accessed as fallback source-body/provenance, not blanket license clearance.",37C512F4B6376A23D9977E778F161B1930D849DDEF847302DD62D21BBC488087,18023,ko-wiki-algebra,false,false,source-canon/provenance/fallback source body; not native review/not accepted terminology/not license clearance/not gate promotion/not translation completion
