"relative_path","exists","expected_bytes","actual_bytes","expected_sha256","actual_sha256","ok"
"B3_91556CC1_PACKAGE_RETURN_ROWS.csv","True","1362","1362","60337880AF764E8A1A9B70E2F55B8EDC74BCACC429DF9B295EAF00F2F28D0C05","60337880AF764E8A1A9B70E2F55B8EDC74BCACC429DF9B295EAF00F2F28D0C05","True"
"B3_HANDOFF_ROWS_B059F437.csv","True","435","435","6A0BFBA5028C1B8D5E9D9896647FA0D0FD485E3A427FB124AAD86D03FD3516BA","6A0BFBA5028C1B8D5E9D9896647FA0D0FD485E3A427FB124AAD86D03FD3516BA","True"
"B3_HANDOFF_SENT_B059F437.md","True","498","498","48CCCFF24FA058A9B7358B99AC6087FB120C01EB7899CAF68D4EABD9E9AC4073","48CCCFF24FA058A9B7358B99AC6087FB120C01EB7899CAF68D4EABD9E9AC4073","True"
"BRANCH_CHANGED_PATH_CATEGORY_SUMMARY_91556CC1_B059F437.csv","True","2652","2652","50C446D0831F1D13C3BBA28A12F1AACF4A2C0C228D476E5C8314BA2FA5522740","50C446D0831F1D13C3BBA28A12F1AACF4A2C0C228D476E5C8314BA2FA5522740","True"
"BRANCH_COMPARE_COMMITS_23630643_TO_91556CC1.csv","True","394","394","CBCCD1FBB1C081EC811C767F7231F5F6D7BFBE8EE838D756974F562CD724CA50","CBCCD1FBB1C081EC811C767F7231F5F6D7BFBE8EE838D756974F562CD724CA50","True"
"BRANCH_COMPARE_COMMITS_91556CC1_TO_B059F437.csv","True","401","401","01F653BEDE4C7A275BE4EA6215902EE984534868CA1A1546D0E798382C7D690A","01F653BEDE4C7A275BE4EA6215902EE984534868CA1A1546D0E798382C7D690A","True"
"BRANCH_COMPARE_FILES_23630643_TO_91556CC1.csv","True","71036","71036","1A0E8390424193DC04F8CC79EFB8CE541A7BB8DC57B80951373F37CEB289ABFF","1A0E8390424193DC04F8CC79EFB8CE541A7BB8DC57B80951373F37CEB289ABFF","True"
"BRANCH_COMPARE_FILES_91556CC1_TO_B059F437.csv","True","68368","68368","D2299A66E4A14D9E051820EFADF9086E32E4CF64BFBB854E6DEF4A7408C43D42","D2299A66E4A14D9E051820EFADF9086E32E4CF64BFBB854E6DEF4A7408C43D42","True"
"CHILD_CSV_ROW_COUNTS_91556CC1_B059F437.csv","True","18024","18024","2BE09B8113A342B2A720A1581B82E7EFD20E03B6B753B871CF032A6FB47A6ACB","2BE09B8113A342B2A720A1581B82E7EFD20E03B6B753B871CF032A6FB47A6ACB","True"
"CHILD_PACKET_INVENTORY_91556CC1_B059F437.csv","True","2300","2300","C179BCF28FB1E46860987F790408B982AC8E12A695C64D3C899643AFD5F07D8E","C179BCF28FB1E46860987F790408B982AC8E12A695C64D3C899643AFD5F07D8E","True"
"EIGHT_LANE_ROUTING_ROWS_91556CC1_B059F437.csv","True","3481","3481","C4161E4522554CDC55033657D5916C8019702FFEEA544995980D1450E924B7B4","C4161E4522554CDC55033657D5916C8019702FFEEA544995980D1450E924B7B4","True"
"EXACT_BLOCKER_RECOVERY_ROWS_91556CC1_B059F437.csv","True","1690","1690","2759270F58C3377300A1B351412FE0AC7FD5BF45BAABE1E55651A9497D1B2461","2759270F58C3377300A1B351412FE0AC7FD5BF45BAABE1E55651A9497D1B2461","True"
"FRONTIER_REVERIFY_91556CC1_B059F437.csv","True","869","869","A7CC1DE4C8FE20B103A6347636FC8EB235601F8E0C3D78BCBA60C572FF717A8E","A7CC1DE4C8FE20B103A6347636FC8EB235601F8E0C3D78BCBA60C572FF717A8E","True"
"LOCAL_PACKET_VALIDATION_ROWS_91556CC1_B059F437.csv","True","617","617","FC567A34C72B249F36A6E477A89CA76B5870F39749268CD33A332D39CE79F502","FC567A34C72B249F36A6E477A89CA76B5870F39749268CD33A332D39CE79F502","True"
"MANIFEST_REPLAY_91556CC1_B059F437.csv","True","3397","3397","A914AE2A565E227B62BF70C033B0AE0BACE914BD9C583E7706A74CB8408AA9DD","A914AE2A565E227B62BF70C033B0AE0BACE914BD9C583E7706A74CB8408AA9DD","True"
"README.md","True","3264","3264","7C86B083873AE4EE45E83AB23416DDDA934FB65BA0C5454745BA98032B2A2996","7C86B083873AE4EE45E83AB23416DDDA934FB65BA0C5454745BA98032B2A2996","True"
"SIBLING_WAKE_LEDGER_B059F437.csv","True","1414","1414","2A7BD0864F613DB09B786D914094F8075BDF342AAA1D0E72734EBDF37F72F9E4","2A7BD0864F613DB09B786D914094F8075BDF342AAA1D0E72734EBDF37F72F9E4","True"
"SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_91556CC1_B059F437.csv","True","2372","2372","62169A5FA6F97842D9FCA35A4C086FD77F2DB8057B75B90F6D4635A8E1181EB7","62169A5FA6F97842D9FCA35A4C086FD77F2DB8057B75B90F6D4635A8E1181EB7","True"
"SUMMARY.json","True","943","943","561587D192F0B6876ED7A60869397CCDEE9491F67387D006D78C8556BAEBE82D","561587D192F0B6876ED7A60869397CCDEE9491F67387D006D78C8556BAEBE82D","True"
