record_id,record_type,parent_id,line_start,line_end,content_sha256,label,coverage_state
NOE-P02-STRUCT-ROOT-001,document,,473,3527,5088593A42F0B7B7309C29AF4A52ED1E5F270AFFDB7C5BC4EC9CEA543AFE0F18,Paper 2 complete editable structure,structure_index_only; source-critical closure applies only to printed pp58-92
NOE-P02-STRUCT-NOTE-0001,note,NOE-P02-STRUCT-ROOT-001,474,474,D3198517159DB6DC0F39AE451FEEDEB39C4C8E397402517B7ED3048E7F64899D,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0001,prose_block,NOE-P02-STRUCT-SECTION-0028,476,476,576F507DBD6508B816B3C0B702A6623D1C48BCCFD970323836A447F67CF6ECB2,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0002,prose_block,NOE-P02-STRUCT-SECTION-0028,478,478,D87C1D9A8CBC35829A48468A7B6220DDFFE9D94F8A27051543066D6E33AE6D8B,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-SECTION-0001,section,NOE-P02-STRUCT-ROOT-001,484,484,4642E6599E27501DAFF60068E3DED15686D03273E349B545A68BA0E19F37CECD,Einleitung.,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0002,note,NOE-P02-STRUCT-SECTION-0001,487,487,39296BD33576F67CCF020B091D636BEE2C105992AB173EE43C82325820585BA1,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0001,equation_display,NOE-P02-STRUCT-SECTION-0001,488,490,E410409C6AD7915A91B9E032A7A4C73A8B4968CEC6D681567B02688DC7D505F6,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0003,prose_block,NOE-P02-STRUCT-SECTION-0028,491,491,22A99436D3DA137ED72FD3859F5FFCBBC37306814155E0A38A6DB586E5C4DF6B,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0004,prose_block,NOE-P02-STRUCT-SECTION-0028,493,493,5513EC85BC71AAC7DC4814827BD52E1F40C307B8F89DEA419093B07994D714E4,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0003,note,NOE-P02-STRUCT-SECTION-0001,496,496,F9FA4F557F8FA1D53CDF26121F57BBD12E457387C4E2A32A4DD3CD9A12AD605E,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0004,note,NOE-P02-STRUCT-SECTION-0001,498,498,4D63AC356A83B8B9379922DF6FE800D18F169F0ADF467980B6F9B6954AC18E44,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-SUBSECTION-0001,subsection,NOE-P02-STRUCT-SECTION-0001,500,500,3F251DCF30160FAF0BAE8E2666195640F1349010EC3B3DFDFE9F083C25E3925F,Die Arbeit schließt sich eng an die Gordansche Arbeit an; doch waren die dort nur ganz im allgemeinen gegebenen Prinzipien erst im einzelnen auszuarbeiten. Mit Hilfe eines Satzes ü,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0005,prose_block,NOE-P02-STRUCT-SECTION-0028,502,502,E00C3BC7C999E3ED5C210B61398D973D8EC462E895ABF16D4F9BD34F30292964,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0006,prose_block,NOE-P02-STRUCT-SECTION-0028,504,504,A8C2FCE8887434F02292E4C97B4C8E21388F8BCD6EBEB34771C1308D5E80A3CF,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0002,equation_display,NOE-P02-STRUCT-SECTION-0001,505,507,520A0088AE18DC281F1E8814887E822BBB9422FCDD23036DAE6CAB8285B9CB1C,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0007,prose_block,NOE-P02-STRUCT-SECTION-0028,508,508,54A5C7700C480A80A93123498E751DACF7E71B9FC6F7427029F438D2A957284B,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0008,prose_block,NOE-P02-STRUCT-SECTION-0028,510,510,346DCC874C729E3ECBCA002753F092DD0F184C6D5CC6FAE3A1F6F3D465B3F2AD,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0003,equation_display,NOE-P02-STRUCT-SECTION-0001,511,513,E5A617B94532F7DD7C0196548CF0FA424EF674610113DFCA595C3099805E0F32,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0005,note,NOE-P02-STRUCT-SECTION-0001,515,515,92482A5B8F0393FD2FD7D1BB3985C92ABCBC40C8186B4BF068BF8E9D82119DAF,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0009,prose_block,NOE-P02-STRUCT-SECTION-0028,517,517,9D4E9BD4FD35D9CDEACD9C063B5F11D5D1A90E95B7B85CB803229AC2E0ACB370,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0010,prose_block,NOE-P02-STRUCT-SECTION-0028,519,519,FDA18F4383F33CA383B701374C0C02BA5B1043ABE68993A40C8118F3BE121845,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0011,prose_block,NOE-P02-STRUCT-SECTION-0028,521,521,39DAF0C39AE8DFE7CE77C6AEB8761C44F2CB102E326AE077B1E4E8600C2BBEA4,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0012,prose_block,NOE-P02-STRUCT-SECTION-0028,523,524,034757051D5A2065653F7F26CDBB22DFF552C898DBB6DBAF3A36A20332635B82,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0013,prose_block,NOE-P02-STRUCT-SECTION-0028,526,526,1032464055473B87397D5CAA98786C60D38B403E39645614D02A4D21E495725E,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0014,prose_block,NOE-P02-STRUCT-SECTION-0028,528,530,F9079C5F9640D2C2E83AC0E7653564282DAAFB8981FDC505350B699437B3D743,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0015,prose_block,NOE-P02-STRUCT-SECTION-0028,532,533,6A2A0631DE2AC6B1D06A18368E11D495AB74F40B82A8E8AA06EB947F597E0622,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0016,prose_block,NOE-P02-STRUCT-SECTION-0028,535,537,E9040DC227AD241BBAA704AB7B6FFB756E45371BDBC9EC3C342735D6DA1F01E3,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0017,prose_block,NOE-P02-STRUCT-SECTION-0028,541,541,3CFEB47735F64EED50D2B64E9BE0E867A39A57D6DC7888EC37CAEE7935A35F40,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-SECTION-0002,section,NOE-P02-STRUCT-ROOT-001,545,545,28B5870CF6E33FBE7D388FBA5AD360E56C02A1A23E20E3FA6D95CB26BF3EAE12,§ 1. Faltungsprozeß. Formenreihen.,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0018,prose_block,NOE-P02-STRUCT-SECTION-0028,548,548,783B371649F7954F0AD8C9B5C5D0EA0E704DBD9EE2E48B25A282A8766B928C9A,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0004,equation_display,NOE-P02-STRUCT-SECTION-0002,549,551,4120DE655D6E2472E9FE4E247102D90B1526BC5B2A72FC056CBECE28C98B4032,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0019,prose_block,NOE-P02-STRUCT-SECTION-0028,552,552,229620B4E253912571CA970F0A5A4D08E2F9EE0040DB130474BCE55293C5A0C7,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0005,equation_display,NOE-P02-STRUCT-SECTION-0002,553,556,DE69D19A9294A5CB5DC88811660823B63BFDA591CD9B5035B7BAC1B8C9E4842C,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0020,prose_block,NOE-P02-STRUCT-SECTION-0028,557,557,2F04D15C367FAD4710B60146D54CFE5AB3BAC58D52E3BC641E8FFB041EDD000F,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0006,equation_display,NOE-P02-STRUCT-SECTION-0002,558,561,9BE8268F6EC6C5FC67DDA7541808235FBE43B071E50599CE114660102D8029BA,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0021,prose_block,NOE-P02-STRUCT-SECTION-0028,562,562,F29C5D94E98C10C85C40388CD9B802D926368214D61F45EC70D906F799C21E6B,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0007,equation_display,NOE-P02-STRUCT-SECTION-0002,563,565,AD2706F9E1634D7EE9848DE1F7DB5F218432A74575D9A43058873D11D0584FAA,unnumbered display,indexed_not_independently_source_certified
NOE-P02-STRUCT-NOTE-0006,note,NOE-P02-STRUCT-SECTION-0002,566,566,FA2DAF69CC7715167FB704C96AE8E988B5B221FFBB88A4E0151AE6E01A8889E0,inline source/editorial note,indexed_not_independently_source_certified
NOE-P02-STRUCT-PROSE-BLOCK-0022,prose_block,NOE-P02-STRUCT-SECTION-0028,568,568,6FB3714E771A1FAF1D0A73E20AF03C950F77C2BA7A5398048C6B7B278F2023F8,closed prose block,indexed_not_independently_source_certified
NOE-P02-STRUCT-EQUATION-DISPLAY-0008,equation_display,NOE-P02-STRUCT-SECTION-0002,569,571,253371DBFBCF04198941FA0C707F13D28C366F868B350A8F898FFC107CA337A1,unnumbered display,indexed_not_independently_source_certified
