"lane","delta_status","source_relative_path","package_relative_path","bytes","sha256","source_last_write_utc","frontier_package","frontier_sha256","frontier_bytes"
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_20260705_MANIFEST.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_20260705_MANIFEST.json","1278","461488E1196DDA50609905C58D4081466E4C69D2CBAE7FA5F725DB5817F3882E","2026-07-05T02:20:24.5997251Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_20260705_SHA256SUMS.txt","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_20260705_SHA256SUMS.txt","494","C25885662B7DAFD1CE11F8721C0CE6AC15D6BC762E44066C652CD8D46D58BE44","2026-07-05T02:20:24.6195594Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_20260705.csv","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_20260705.csv","1342","81B40FED86D55D9DB7B0E918F4BF4C1871E239C7B4DAD53547287BA7BAD92F5E","2026-07-05T02:20:24.5525586Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_20260705.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_20260705.json","7023","027E888C5B33C1754A94AD46E30E444A3A91F446A82B62C4178153A3D162D06D","2026-07-05T02:20:24.5505515Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_20260705.md","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_20260705.md","3075","A96F19BAD93BC9E2BEE77BDB871C159F4FA5DD28104C3223AB458E4B31BF1272","2026-07-05T02:20:24.5525586Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_B3_PACKAGE_REQUEST_20260705_MANIFEST.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_B3_PACKAGE_REQUEST_20260705_MANIFEST.json","1380","7B0265513C0AEB37C6F1604A6041DE9B15D62DEDA7C1F1A5573D56017F734DC3","2026-07-05T02:20:56.9575874Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_B3_PACKAGE_REQUEST_20260705_SHA256SUMS.txt","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_B3_PACKAGE_REQUEST_20260705_SHA256SUMS.txt","570","6F0EC723C6E84B09CF793049EF2AA8F3BF43A62BB544E76680A9ABEA739C0F23","2026-07-05T02:20:56.9791577Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_B3_PACKAGE_REQUEST_20260705.csv","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_B3_PACKAGE_REQUEST_20260705.csv","2068","B502E4801D431B5F249A763180E06ADFBDF95793CA42A4FCF066C0D0714F2774","2026-07-05T02:20:56.9161542Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_B3_PACKAGE_REQUEST_20260705.json","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_B3_PACKAGE_REQUEST_20260705.json","3985","637E6142AB2DD0F3BF789D907946A7271524A1D2951F45C019328030B4344ACC","2026-07-05T02:20:56.9141433Z",,,
"noether-cjk-native-source-evidence","MISSING_FROM_PACKAGE_FRONTIER","NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_B3_PACKAGE_REQUEST_20260705.md","lane_outputs\noether-cjk-native-source-evidence\NOETHER_CJK_SOURCE_CANON_DURABLE_RUN_LOG_B3_PACKAGE_REQUEST_20260705.md","2046","8A95C543DCE554874647B1A9965A87D299358FFC6BB0DB2AD8C452EE80AF369A","2026-07-05T02:20:56.9161542Z",,,
"noether-non-slavic-core-lane","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","lane_outputs\noether-non-slavic-core-lane\NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","469921","AE5E107F1365E1E64E26AAA626C8338113FC2D7A793869F35BC02A87A2F97200","2026-07-05T02:21:53.2395745Z","381","512C36564A65B56EFCE8A80383D36794298373174DD3C7F17ADFBCF9D01CD01E","459041"
"noether-r6-indigenous-creole-sign","HASH_CHANGED_AFTER_PACKAGE_FRONTIER","NOETHER_R6_ACCESS_AUTHORITY_MAP_20260704.md","lane_outputs\noether-r6-indigenous-creole-sign\NOETHER_R6_ACCESS_AUTHORITY_MAP_20260704.md","14067","C7033B9A70513257AE392758AB212BE7BD6C1F80724180EBB9E699F14D69E477","2026-07-05T02:23:09.6374783Z","378","F07F4B77390CC26B7A53AD257B9D81289A1E15492A13F4A294427D67AD7419A5","13870"
