"status","path","category","r3_relevance","source_use_label"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/B3_UPLOADER_READY_SUMMARY.csv","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/MANIFEST.csv","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/PACKAGE_VALIDATION.json","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_BLOCKERS_AND_RECOVERY_ROWS.csv","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_FABLE_ADVERSE_DO_NOT_USE_SAME_FRONTIER.csv","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_MICRO_EVIDENCE_CARRYFORWARD_ROWS.csv","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_README_VARIABLE_REPAIR_NOTE.csv","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_SAME_FRONTIER_BRANCH_CHECK.csv","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_SOURCE_USE_GAP_SAME_FRONTIER_LEDGER.csv","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
"A","interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_VISIBLE_SIBLING_WAKE_LEDGER.csv","r3-repaired-sidecar","r3-repaired-package-visibility","branch-verification-generated-audit"
