relative_path,source_label,source_bytes,source_sha256,public_bytes,public_sha256,privacy_transformations,disposition
producer_root/CHECKER_HANDOFF_T01_U01_U04.md,producer_root/CHECKER_HANDOFF_T01_U01_U04.md,6272,82F5DF7317ECF099AA5DCA7BA1A45AA2CF6C6D4283E69A84E72B60291B6DF0D7,6272,82F5DF7317ECF099AA5DCA7BA1A45AA2CF6C6D4283E69A84E72B60291B6DF0D7,0,ARCHIVE_COHERENT_COMPLETE_P04_SUPPLEMENT
producer_root/CHECKER_HANDOFF_T04_T06_U17_U32.md,producer_root/CHECKER_HANDOFF_T04_T06_U17_U32.md,2014,AEF341B441F00E559A81BCF7124221E73AC8656B96149FA4914198C47653BB47,2014,AEF341B441F00E559A81BCF7124221E73AC8656B96149FA4914198C47653BB47,0,ARCHIVE_COHERENT_COMPLETE_P04_SUPPLEMENT
producer_root/CHECKER_HANDOFF_T07_U33_U38.md,producer_root/CHECKER_HANDOFF_T07_U33_U38.md,1861,C5808DFE103F054C3A2A9EBCE06E30A7B930E4708F7F5D83B87B5C0706AC5FC1,1861,C5808DFE103F054C3A2A9EBCE06E30A7B930E4708F7F5D83B87B5C0706AC5FC1,0,ARCHIVE_COHERENT_COMPLETE_P04_SUPPLEMENT
producer_root/CHECKER_HANDOFF_T08_T09_U39_U50.md,producer_root/CHECKER_HANDOFF_T08_T09_U39_U50.md,2111,041480091F0A76C78226B6228964EEB0364924ED2F1755068D6F66C935D2FFB9,2111,041480091F0A76C78226B6228964EEB0364924ED2F1755068D6F66C935D2FFB9,0,EXACT_34_FILE_HANDOFF_COMPONENT
producer_root/SOURCE_CUSTODY_T01.md,producer_root/SOURCE_CUSTODY_T01.md,5545,6CF94767B9BEE71C5464491D387F850C5B0932D44C38160B573561ED3B5B14D6,5534,EDE3A588B571149863AE4719535F6A58FA2F7E4BABF7D492C4B3CA0267703A10,1,ARCHIVE_COHERENT_COMPLETE_P04_SUPPLEMENT
producer_root/SOURCE_CUSTODY_T04_T06.md,producer_root/SOURCE_CUSTODY_T04_T06.md,4552,0828771775F0153D1AF5B2A748266358CC28123AF160960018C2D75996EB6A1A,4541,8B169580A5C47394907345E944A19523391E409411F6953987B340EB457AF38F,1,ARCHIVE_COHERENT_COMPLETE_P04_SUPPLEMENT
producer_root/SOURCE_CUSTODY_T07.md,producer_root/SOURCE_CUSTODY_T07.md,2262,FE8714C1A87286112D5C01F933A27130DCE4020547A805F52F380B9E2A545175,2251,581A38AF0FCBC9FDB312BF976550A07BBF202DF56253D1F20E6CCCBB63F5C6BB,1,ARCHIVE_COHERENT_COMPLETE_P04_SUPPLEMENT
producer_root/SOURCE_CUSTODY_T08_T09.md,producer_root/SOURCE_CUSTODY_T08_T09.md,3820,ED3E8CB66C2AEBADBD1FEC4DB667ECA31A68CB8BA3AF7717957A65B00DACE50A,3809,F5D16E18D9A77054259929948CFA8AD21107B458FE1A7C3802F64F2A4CB924D4,1,EXACT_34_FILE_HANDOFF_COMPONENT
producer_root/STATUS.md,producer_root/STATUS.md,2088,6B0D3672D4FE63D79AC58DB94D85BC506DA1E4092D9F5626EC902C3A00A6A2A7,2088,6B0D3672D4FE63D79AC58DB94D85BC506DA1E4092D9F5626EC902C3A00A6A2A7,0,ARCHIVE_COHERENT_COMPLETE_P04_SUPPLEMENT
producer_root/STATUS_T04_T06.md,producer_root/STATUS_T04_T06.md,1263,55C88E2B8B4688C6C8C2F6437E9B0304FAE506738E036697E649AD2CDF57E70C,1263,55C88E2B8B4688C6C8C2F6437E9B0304FAE506738E036697E649AD2CDF57E70C,0,ARCHIVE_COHERENT_COMPLETE_P04_SUPPLEMENT
producer_root/STATUS_T07.md,producer_root/STATUS_T07.md,1099,063B522F63325EFF0A301B010C6F50958265E9E44B58A4D955C6C197D3429E09,1099,063B522F63325EFF0A301B010C6F50958265E9E44B58A4D955C6C197D3429E09,0,ARCHIVE_COHERENT_COMPLETE_P04_SUPPLEMENT
producer_root/STATUS_T08_T09.md,producer_root/STATUS_T08_T09.md,1759,31E60DDC34ACE572737A120D923B23A1CE5CB7950B7032EDB7BCAF3A76237A3E,1759,31E60DDC34ACE572737A120D923B23A1CE5CB7950B7032EDB7BCAF3A76237A3E,0,EXACT_34_FILE_HANDOFF_COMPONENT
