resweep_id,target_language_or_access_target,query,query_tag,platform,source_url,http_status,result_count,local_metadata_path,metadata_sha256,header_metadata_path,header_sha256,top_metadata_summary,license_or_access_signal,candidate_source_signal,source_gate_decision,explicit_gap_or_blocker,next_source_return_action,body_saved,source_text_saved,promotion_allowed
R9-IGBO-REFINED-01-01,Igbo,igbo mathematics,English+language,Open Library search API,https://openlibrary.org/search.json?q=igbo+mathematics&limit=5&fields=key%2Ctitle%2Cauthor_name%2Clanguage%2Cia%2Chas_fulltext%2Cebook_access%2Cpublic_scan_b%2Cia_collection_s%2Cfirst_publish_year,200,1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\01_01_igbo_open_library_search_api_igbo_mathematics.json,DA1BBA4FA2B9E8E461F0C14BECDEF37D13442795541F5BB4DC36B4F48D33DEF4,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\01_01_igbo_open_library_search_api_igbo_mathematics.headers.json,0E58BD2B9BFAF3DEBE5DE144F72549E7F24D2976F2A812A7968EFEB7357BE232,The Igbo ancient traditional number system and an Igbo new decimal number system | language=eng | ia= | access=no_ebook | fulltext=False,The Igbo ancient traditional number system and an Igbo new decimal number system access=no_ebook ia=,nonzero_metadata_likely_noise_requires_triage,metadata_noise_not_admitted,Nonzero metadata appears broad/noisy or unrelated to exact Igbo mathematical source-body evidence.,Do not use as evidence; continue with narrower named-title/source-owner routes.,false,false,false
R9-IGBO-REFINED-01-02,Igbo,igbo mathematics,English+language,Internet Archive advancedsearch API,https://archive.org/advancedsearch.php?q=%28igbo+AND+mathematics%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=year&fl%5B%5D=language&fl%5B%5D=mediatype&fl%5B%5D=licenseurl&fl%5B%5D=rights&rows=5&page=1&output=json,200,8,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\01_02_igbo_internet_archive_advancedsearch_api_igbo_mathematics.json,4DF281636AAB1EA2102F736D6B75F098FE473BB114625001B3745ECBA67A09B5,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\01_02_igbo_internet_archive_advancedsearch_api_igbo_mathematics.headers.json,CCCFE13C91F9A13010076395FF173DEB08AB34275E818FA0AFFCA93026505A34,"VOA_Global_English_20190422_230000 | title=VOA [Voice of America] Global English : April 22, 2019 07:00PM-08:00PM EDT | language=eng | mediatype=audio | rights=None; VOA_Global_English_20190422_120000 | title=VOA [Voice of America] Global English : April 22, 2019 08:00AM-09:00AM EDT | language=eng | mediatype=audio | rights=None; bridging-world-history | title=Bridging World History (Alternate) ★ ""Lost"" Annenberg Series with Course Materials | language=eng | mediatype=movies | rights=Fair Use Notice",bridging-world-history rights=Fair Use Notice license=https://creativecommons.org/publicdomain/mark/1.0/,nonzero_metadata_likely_noise_requires_triage,metadata_noise_not_admitted,Nonzero metadata appears broad/noisy or unrelated to exact Igbo mathematical source-body evidence.,Do not use as evidence; continue with narrower named-title/source-owner routes.,false,false,false
R9-IGBO-REFINED-01-03,Igbo,igbo mathematics,English+language,GitHub repository search API,https://api.github.com/search/repositories?q=igbo+mathematics+in%3Aname%2Cdescription%2Creadme&per_page=5&sort=updated&order=desc,200,138,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\01_03_igbo_github_repository_search_api_igbo_mathematics.json,C0F77AE5C0DA3E7CB45BA9095392E2B87D0D59FA9040A0F15077A8E68543B97F,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\01_03_igbo_github_repository_search_api_igbo_mathematics.headers.json,6A9E67341B580C13D466F98568FDB18394450DEA59B9CFBDDCF5587551082774,cambridgetcg/youspeak | lang=Python | license=None | url=https://github.com/cambridgetcg/youspeak; HarperKollins/AfriLearn | lang=Go | license=None | url=https://github.com/HarperKollins/AfriLearn; nirholas/cryptocurrency.cv | lang=TypeScript | license=NOASSERTION | url=https://github.com/nirholas/cryptocurrency.cv,nirholas/cryptocurrency.cv license=NOASSERTION,nonzero_metadata_likely_noise_requires_triage,metadata_noise_not_admitted,Nonzero metadata appears broad/noisy or unrelated to exact Igbo mathematical source-body evidence.,Do not use as evidence; continue with narrower named-title/source-owner routes.,false,false,false
R9-IGBO-REFINED-01-04,Igbo,igbo mathematics,English+language,Hugging Face dataset search API,https://huggingface.co/api/datasets?search=igbo+mathematics&limit=5&full=true,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\01_04_igbo_hugging_face_dataset_search_api_igbo_mathematics.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\01_04_igbo_hugging_face_dataset_search_api_igbo_mathematics.headers.json,E9AC958274CCA69C3CC811B0C6EEE0D4B017029DBEC5B7884F6C15371FC0B7BB,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,zero_result_gap_not_admitted,No candidate metadata found for this exact Igbo/source-witness query and platform.,"Keep explicit gap; try source-owner, curriculum publisher, or named-title route.",false,false,false
R9-IGBO-REFINED-01-05,Igbo,igbo mathematics,English+language,Zenodo records API,https://zenodo.org/api/records?q=igbo+mathematics&size=5&sort=mostrecent,200,49860,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\01_05_igbo_zenodo_records_api_igbo_mathematics.json,4B3130A7EE288A89C35656B26EF06A5187EBFF939AAAC1CF0B703E2E05197D30,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\01_05_igbo_zenodo_records_api_igbo_mathematics.headers.json,9FB3CD2624DF8EC763B93B9500CAE811122C749AF89527351F2FABF3529D5C80,"21205148 | title=Collatz-Thwaites-Ulam-Hasse-Syracuse-Kakutani (CTUHSK) Theorem : Convergence of Collatz (3n+1) Sequence to the Trivial Cycle Proved | type=Other | access=None; 21205032 | title=The Morato de Dalmases Spectral Triple: Adelic Scattering, Axial Torsion and Geometric Unification | type=Preprint | access=None; 21204087 | title=Comparative Evaluation of Nano-Particles and Magnetohydrodynamics (MHD) Convective Heat and Mass Transfer in a Porous Sheet Medium with Power Index Effects | type=Journal article | access=None",21205148 license=cc-by-nc-nd-4.0; 21205032 license=cc-by-4.0; 21204087 license=cc-by-4.0,nonzero_metadata_likely_noise_requires_triage,metadata_noise_not_admitted,Nonzero metadata appears broad/noisy or unrelated to exact Igbo mathematical source-body evidence.,Do not use as evidence; continue with narrower named-title/source-owner routes.,false,false,false
R9-IGBO-REFINED-02-01,Igbo,igbo mathematics textbook,English+language+textbook,Open Library search API,https://openlibrary.org/search.json?q=igbo+mathematics+textbook&limit=5&fields=key%2Ctitle%2Cauthor_name%2Clanguage%2Cia%2Chas_fulltext%2Cebook_access%2Cpublic_scan_b%2Cia_collection_s%2Cfirst_publish_year,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\02_01_igbo_open_library_search_api_igbo_mathematics_textbook.json,2ACE82481F17BF253F7CDFC7018A7DFA7431DB785D98E366806E3C6D4D27AA8D,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\02_01_igbo_open_library_search_api_igbo_mathematics_textbook.headers.json,2B3F4100DE15B2DADD713B7083654BB5011BEDA465C067003619D014341D1990,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,zero_result_gap_not_admitted,No candidate metadata found for this exact Igbo/source-witness query and platform.,"Keep explicit gap; try source-owner, curriculum publisher, or named-title route.",false,false,false
R9-IGBO-REFINED-02-02,Igbo,igbo mathematics textbook,English+language+textbook,Internet Archive advancedsearch API,https://archive.org/advancedsearch.php?q=%28igbo+AND+mathematics+AND+textbook%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=year&fl%5B%5D=language&fl%5B%5D=mediatype&fl%5B%5D=licenseurl&fl%5B%5D=rights&rows=5&page=1&output=json,200,1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\02_02_igbo_internet_archive_advancedsearch_api_igbo_mathematics_textbook.json,2A95E4B4A80E0679CDF92DB0B95BB154023E8F99802081F998AC467C06EF4474,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\02_02_igbo_internet_archive_advancedsearch_api_igbo_mathematics_textbook.headers.json,4B5EA09B2345B09B5C46B06AD747EB7EA35AE112D7DB99E0D0919A60FED0A188,"bridging-world-history | title=Bridging World History (Alternate) ★ ""Lost"" Annenberg Series with Course Materials | language=eng | mediatype=movies | rights=Fair Use Notice",bridging-world-history rights=Fair Use Notice license=https://creativecommons.org/publicdomain/mark/1.0/,nonzero_metadata_likely_noise_requires_triage,metadata_noise_not_admitted,Nonzero metadata appears broad/noisy or unrelated to exact Igbo mathematical source-body evidence.,Do not use as evidence; continue with narrower named-title/source-owner routes.,false,false,false
R9-IGBO-REFINED-02-03,Igbo,igbo mathematics textbook,English+language+textbook,GitHub repository search API,https://api.github.com/search/repositories?q=igbo+mathematics+textbook+in%3Aname%2Cdescription%2Creadme&per_page=5&sort=updated&order=desc,403,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\02_03_igbo_github_repository_search_api_igbo_mathematics_textbook.json,16856B704AC7C6BCAE6F17CEB11B5DFB034F760E40AD9F0E366C2A89C0080A6B,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\02_03_igbo_github_repository_search_api_igbo_mathematics_textbook.headers.json,9BE7071EAD7237DCAD1B77E66F91D46E682248E825B1F30AA5F82CA96D30DD66,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,query_error_not_admitted,Query failed or returned an HTTP/API error; keep Igbo source-body gap open and retry later.,Retry exact query with stable network/API access; no source-canon use from this row.,false,false,false
R9-IGBO-REFINED-02-04,Igbo,igbo mathematics textbook,English+language+textbook,Hugging Face dataset search API,https://huggingface.co/api/datasets?search=igbo+mathematics+textbook&limit=5&full=true,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\02_04_igbo_hugging_face_dataset_search_api_igbo_mathematics_textbook.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\02_04_igbo_hugging_face_dataset_search_api_igbo_mathematics_textbook.headers.json,6B063462C4BE80422A540D5367F931B49E4D705C039DD59876E80AFDBD8335FD,no metadata results,metadata only; no license/access signal in top records,zero_result_no_candidate,zero_result_gap_not_admitted,No candidate metadata found for this exact Igbo/source-witness query and platform.,"Keep explicit gap; try source-owner, curriculum publisher, or named-title route.",false,false,false
R9-IGBO-REFINED-02-05,Igbo,igbo mathematics textbook,English+language+textbook,Zenodo records API,https://zenodo.org/api/records?q=igbo+mathematics+textbook&size=5&sort=mostrecent,200,57619,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\02_05_igbo_zenodo_records_api_igbo_mathematics_textbook.json,324964474ADE7B7E5484AC9600502983C822918F3C3EEBE90629C40DF84A9BA4,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_igbo_refined_source_witness_resweep\02_05_igbo_zenodo_records_api_igbo_mathematics_textbook.headers.json,67A9D68D6F16A7887313D3B66E213F6E1E1DDFBE36EFDFFAAEF2F883EBFC14A5,"21205148 | title=Collatz-Thwaites-Ulam-Hasse-Syracuse-Kakutani (CTUHSK) Theorem : Convergence of Collatz (3n+1) Sequence to the Trivial Cycle Proved | type=Other | access=None; 21205032 | title=The Morato de Dalmases Spectral Triple: Adelic Scattering, Axial Torsion and Geometric Unification | type=Preprint | access=None; 21204087 | title=Comparative Evaluation of Nano-Particles and Magnetohydrodynamics (MHD) Convective Heat and Mass Transfer in a Porous Sheet Medium with Power Index Effects | type=Journal article | access=None",21205148 license=cc-by-nc-nd-4.0; 21205032 license=cc-by-4.0; 21204087 license=cc-by-4.0,nonzero_metadata_likely_noise_requires_triage,metadata_noise_not_admitted,Nonzero metadata appears broad/noisy or unrelated to exact Igbo mathematical source-body evidence.,Do not use as evidence; continue with narrower named-title/source-owner routes.,false,false,false
