"root_id","relative_path","expected_bytes","expected_sha256","status","detail"
"r3_aeed56e7_source_use_gap_recovery","B3_UPLOADER_READY_SUMMARY.csv","1235","4d8d2d2f60b5025da030063a379d2abafd475174db3411f0f9e68b6e8191f60e","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","PACKAGE_VALIDATION.json","1360","ea3d8dd63d896bd939bdaa5a20eb90527c55f9f36643f7656f886fdd3cf05071","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_ARABIC_25B_VALIDATION.csv","882","64c7b43da7efe3e434771b2f5e51b94576660eb3146ef56e9edd9e98728508bd","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_ARABIC_BLOCKERS.csv","2062","102ede966f8f515c30a557186b744676bbab104534f88a92a61bde750aad87fa","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_ARABIC_SOURCE_USE_GAP_ROLLUP.csv","7992","213550eb808559f9c21cc1159bfc1596e95fcec28cf6a2be74fc8fc2ea65975e","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_B3_HELD_BLOCKER_LOCAL_REPAIR_STATUS.csv","982","a5e0e505228200ba22e5abd95aaa07ffa8c44cacb61b30b127a37d5a38742791","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_BOUNDARY_GUARDS_AND_NEXT_ACTIONS.csv","1634","9f92e653124e629777a4e33291ce22097213c6f49f937064b0b9cb82d5c031dd","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_BRANCH_COMMITS_FROM_2BD3E449.csv","194","a7334868b9aca1575577ce50039ab8dbee19b308ba46d4fd90f787a4d98a999a","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_BRANCH_DELTA_FROM_2BD3E449.csv","18426","a4378ca857555700a8263106d4781c93604b892848fd63d20e6bcc134ca47e47","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_BRANCH_FRONTIER_VERIFICATION.csv","538","418b7536a973e806c11157c5fa2aae009e41d99cf5603ddc060af98189554406","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_BRANCH_SOURCE_DOCUMENTS.csv","2622","cde6ac8d98f5f0abd8c8ede6540a6a72599effa5e4e77e889585ad550f343948","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv","726","3c948f84abf7fc037ad53e22f2104bb4951e04bdde793edb3880b1c3ebdb31b2","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_PERSIANATE_TAJIK_BLOCKERS.csv","9083","f3188b21e1b37aec7dc5ac502a023354ddc30362024819a8c9f19b77c9cfd25e","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_PERSIANATE_TAJIK_COUNTS.csv","872","27a7bcf6f0e12ff433add26d1d75114010a1649e6884a575db70ebc844542db7","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_PERSIANATE_TAJIK_SOURCE_USE_GAP_ROLLUP.csv","4489","1cd441f3f6651b878d3d7fb7b2907b238b25b2666f80dbbc568bcab7f7cf12be","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_POST_FRONTIER_B3_HELD_PACKET_BLOCKERS_BRANCH_COPY.csv","567","325cd8f756b72d16a958f891a659cd43f4aeebb960e377e8453a1e8a68e72868","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","R3_AEED56E7_TO_OBSERVED_ORIGIN_DRIFT_PATHS.csv","5658","b651afc0e0f6ec01ad1f2bd2a06c4b5455141c5d9ec5d918f452735e12f0e5a6","ok","ok"
"r3_aeed56e7_source_use_gap_recovery","README.md","1680","d2a1fafeefbab8ae00f8fedf4975b4a2752fc8eb4eed496b938ea406558c0027","ok","ok"
"r6_6a895f1c_current_head_source_start","b3/B3_ROUTE.csv","744","09648d7ea1b12a1adc14f4d743a7767eb66502a7b87d0ad826ee536d12a70ec0","ok","ok"
"r6_6a895f1c_current_head_source_start","blockers/R6_6A895F1C_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","2107","a5574a482c09a71112330533f9778f28cf3147efbf0c6426986f3e8d928ed02e","ok","ok"
"r6_6a895f1c_current_head_source_start","branch-current/R6_6A895F1C_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","553","1d603aab70dea7bb972a2f2899b542d02c9d9f3e1c4c76133b2bf681b77f4a67","ok","ok"
"r6_6a895f1c_current_head_source_start","branch-current/R6_6A895F1C_LOCAL_HEAD_NAMED_FILE_HITS.csv","5","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","ok","ok"
"r6_6a895f1c_current_head_source_start","branch-current/R6_6A895F1C_PAYLOAD_FRONTIER_CORRECTION.csv","1072","61c4cc7f7896cdceda32159467d0a523db92280456d06fbeb8d096e33499faa5","ok","ok"
"r6_6a895f1c_current_head_source_start","ethics/R6_6A895F1C_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","1149","a06218d804a9040e4db1dfd60a3f905af43f522896568401682f0b878c169e17","ok","ok"
"r6_6a895f1c_current_head_source_start","fable/R6_6A895F1C_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","1583","a4a56e91a1dd34375ae4e8aee35225907184dfb4181c12eab7423ce581ed875a","ok","ok"
"r6_6a895f1c_current_head_source_start","input-verification/R6_6A895F1C_PRIOR_PACKAGE_SHA_VERIFY.csv","4424","dfdd17d45055e991d28ca2416ef8a990d7103b7722f6cabf97ff5bfa6a997fba","ok","ok"
"r6_6a895f1c_current_head_source_start","logs/LOGBOOK_EXCERPT_20260706.md","1760","4ef45656d052a57f345e4623a256a423ba2ce637c24e1f5f329d482b640a00ab","ok","ok"
"r6_6a895f1c_current_head_source_start","mutual-watch/R6_6A895F1C_MUTUAL_WATCH_OBSERVATION.csv","918","c7dba87c2d9dc2cc5bbf9cb3974f34eea42f6f3b0740a878841840f73a5282ab","ok","ok"
"r6_6a895f1c_current_head_source_start","R6_6A895F1C_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","897","4ec01c7f8899dea4a10786a2911bdd4da593ea70b8bba232b1a3f346d8a7db72","ok","ok"
"r6_6a895f1c_current_head_source_start","README.md","2019","561a530070ab49847cab277a3c3c8a93f8b0ae5ebff69866208a9f387ea97554","ok","ok"
"r6_6a895f1c_current_head_source_start","source-use/R6_6A895F1C_CROSS_LANE_CONTEXT_BOUNDARY.csv","848","920644664b8b70610d4014ee9dae5d3cc200bd04ead5b3a99251803bfd44c85a","ok","ok"
"r6_6a895f1c_current_head_source_start","source-use/R6_6A895F1C_SOURCE_USE_CONTINUATION_LEDGER.csv","2357","67ed0466b95e284aee0a6da962313d40507810ce04d33a0e3899f36b0dd2aef5","ok","ok"
"r6_6a895f1c_current_head_source_start","witness-index/R6_6A895F1C_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","250780","01838883f968faacb280c6f09dcd5ccb2d03e13e4568f5e7b9a763e456232ac8","ok","ok"
"r6_6a895f1c_current_head_source_start","witness-index/R6_6A895F1C_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","34495","2a8e8af49278315df43f60a0e7b6b14a98e6ce61066a6e1c42aec03d37e7e51d","ok","ok"
