"current_head","prior_source_head","source_table","language_gate","support_id","concept","target_rendering","formula_neighboring_usage_note","zip_scan_note","source_use_label","boundary","head_refresh_note","carried_from_head","token_reset_recovery_note","current_head_boundary_note"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0001","Noetherian ring","الحلقة النوثرية","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0002","Noetherian ring","حلقات نوثرية","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0003","Noetherian ring","النوثرية","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0004","ideal","مثالي","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0005","Noetherian ring","النوثرية","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0006","ideal","مثالي","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0007","Noetherian ring","الحلقة النوثرية","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0008","Noetherian ring","النوثرية","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0009","ideal","مثالي","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0010","ideal","مثالي","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0011","ideal","مثالي","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0012","ideal","المثالي","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0013","ideal","مثالي","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
"0d148231ec91503b4083a187a738ddaf3a0abeae","9bbcb11b3e68d29ab98d3dee20ebf27855aed936","R3_9BBCB11B_FORMULA_INTERLINEAR_NOTES_FROM_ZIP.csv","ar","POSTPUSH-C2-DRAFT-0014","ideal","مثالي","Use only with the cited source_context_locator; preserve RTL/formula adjacency as source-context support, not as accepted terminology.","local source-corpus ZIP scanned for path/text witnesses; raw bodies not copied","zip-informed-formula-neighboring-note","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion","carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates","1233d6f1557c831c23f6de8395182d8ae81e2217","token-reset/mutual-wake recovery; exact row carried forward from source-gated 68C packet under C33 current head; source-use/draft/non-canonical/review-only boundaries preserved","0D148231 branch delta makes C33 token-reset row packet branch-visible and adds Old-B DE6C read-only audit; exact R3 row support remains draft/non-canonical/source-gated only"
