"root_id","lane","local_root","relative_path","dest_path","bytes","sha256","extension","classification"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","b3\B3_ROUTE.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/b3/B3_ROUTE.csv","785","E90BAE148D02853F50AD93621086773C31EA751E7DDC1B1F0C24A22FFC7F9AF5",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","blockers\R6_25B9A6DF_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/blockers/R6_25B9A6DF_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","1892","6A040934F4EF6079E4D7D8524CA34162911BDC18893F7FC9F6D5A45C7BF85F07",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current\R6_25B9A6DF_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_25B9A6DF_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","527","C0AB72513C66638E5358459B8D227AD4EC680C81EC3E3F58072FEC2612C73B6A",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current\R6_25B9A6DF_LOCAL_HEAD_NAMED_FILE_HITS.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_25B9A6DF_LOCAL_HEAD_NAMED_FILE_HITS.csv","2","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current\R6_25B9A6DF_PAYLOAD_FRONTIER_CORRECTION.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_25B9A6DF_PAYLOAD_FRONTIER_CORRECTION.csv","857","F3BCEB7C56069803E6C33054A8E108E0C438DC7F165A47C203742D3C0E9FC54E",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","ethics\R6_25B9A6DF_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/ethics/R6_25B9A6DF_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","1123","707BFA6B0B29F137C2C7DF4218178F8FC0A8054A491E0C87725AFE2F9D36F5F1",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","fable\R6_25B9A6DF_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/fable/R6_25B9A6DF_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","1368","C4762B34BFB8907509A0E213F6C5EFBABAC4A22DB9D7491BE39643956A272655",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","input-verification\R6_25B9A6DF_PRIOR_PACKAGE_SHA_VERIFY.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/input-verification/R6_25B9A6DF_PRIOR_PACKAGE_SHA_VERIFY.csv","4146","49AF6B2D6273EB2AF30B6E98CF518E621FAF1901972F9C013A9E8627C6BA4134",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","logs\LOGBOOK_EXCERPT_20260706.md","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/logs/LOGBOOK_EXCERPT_20260706.md","1461","892990218206130BA38CBE2D74ACC6AAC5274179E044D24BC7C9ECE0DE8F712A",".md","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","MANIFEST.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/MANIFEST.csv","2480","DE27CD633CA7EC88B15F1F6E738ACD32D0D06B6B903698D995E16E1CC2CC8C8C",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","mutual-watch\R6_25B9A6DF_MUTUAL_WATCH_OBSERVATION.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/mutual-watch/R6_25B9A6DF_MUTUAL_WATCH_OBSERVATION.csv","468","801E811DDC928B7A90B00FDB85C8F973BB0D2B581F3B98C683E954D3D80EF210",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","874","E731863BD87075295503F363F94512129DF0CBD1D28862633E8BBD6624A9D7B8",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","README.md","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/README.md","1807","0FB343667E9E5CA358046CC4177F6CD2ECD1E53E036C7076E4B448ED897146F4",".md","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","SHA256SUMS.txt","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/SHA256SUMS.txt","1906","8F16175EA29365E347EE1AEDFFFCCA0A497B86B481F3B9B7B4CBC475B4D6A364",".txt","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","source-use\R6_25B9A6DF_CROSS_LANE_CONTEXT_BOUNDARY.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_25B9A6DF_CROSS_LANE_CONTEXT_BOUNDARY.csv","1006","BE395820C866CB681B01680EE5C5EAE7A0434949BDF0702C0A269E4C1B7C0120",".csv","packet_file"
"r6_25b_source_start_continuation","R6 Indigenous/Creole/Sign","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","source-use\R6_25B9A6DF_SOURCE_USE_CONTINUATION_LEDGER.csv","uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707/R6_25B9A6DF_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_25B9A6DF_SOURCE_USE_CONTINUATION_LEDGER.csv","2142","2FBDEC854D0424BB27795876A01C29F7AD1B7CD9676255CAD1E780B615D0A96B",".csv","packet_file"
