"root_id","row","relative_path","status","expected_bytes","actual_bytes","expected_sha256","actual_sha256"
"r6_25b_source_start_continuation","1","b3/B3_ROUTE.csv","ok","785","785","e90bae148d02853f50ad93621086773c31ea751e7ddc1b1f0c24a22ffc7f9af5","E90BAE148D02853F50AD93621086773C31EA751E7DDC1B1F0C24A22FFC7F9AF5"
"r6_25b_source_start_continuation","2","blockers/R6_25B9A6DF_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","ok","1892","1892","6a040934f4ef6079e4d7d8524ca34162911bdc18893f7fc9f6d5a45c7bf85f07","6A040934F4EF6079E4D7D8524CA34162911BDC18893F7FC9F6D5A45C7BF85F07"
"r6_25b_source_start_continuation","3","branch-current/R6_25B9A6DF_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","ok","527","527","c0ab72513c66638e5358459b8d227ad4ec680c81ec3e3f58072fec2612c73b6a","C0AB72513C66638E5358459B8D227AD4EC680C81EC3E3F58072FEC2612C73B6A"
"r6_25b_source_start_continuation","4","branch-current/R6_25B9A6DF_LOCAL_HEAD_NAMED_FILE_HITS.csv","ok","2","2","7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6"
"r6_25b_source_start_continuation","5","branch-current/R6_25B9A6DF_PAYLOAD_FRONTIER_CORRECTION.csv","ok","857","857","f3bceb7c56069803e6c33054a8e108e0c438dc7f165a47c203742d3c0e9fc54e","F3BCEB7C56069803E6C33054A8E108E0C438DC7F165A47C203742D3C0E9FC54E"
"r6_25b_source_start_continuation","6","ethics/R6_25B9A6DF_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","ok","1123","1123","707bfa6b0b29f137c2c7df4218178f8fc0a8054a491e0c87725afe2f9d36f5f1","707BFA6B0B29F137C2C7DF4218178F8FC0A8054A491E0C87725AFE2F9D36F5F1"
"r6_25b_source_start_continuation","7","fable/R6_25B9A6DF_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","ok","1368","1368","c4762b34bfb8907509a0e213f6c5efbabac4a22db9d7491be39643956a272655","C4762B34BFB8907509A0E213F6C5EFBABAC4A22DB9D7491BE39643956A272655"
"r6_25b_source_start_continuation","8","input-verification/R6_25B9A6DF_PRIOR_PACKAGE_SHA_VERIFY.csv","ok","4146","4146","49af6b2d6273eb2af30b6e98cf518e621faf1901972f9c013a9e8627c6ba4134","49AF6B2D6273EB2AF30B6E98CF518E621FAF1901972F9C013A9E8627C6BA4134"
"r6_25b_source_start_continuation","9","logs/LOGBOOK_EXCERPT_20260706.md","ok","1461","1461","892990218206130ba38cbe2d74acc6aac5274179e044d24bc7c9ece0de8f712a","892990218206130BA38CBE2D74ACC6AAC5274179E044D24BC7C9ECE0DE8F712A"
"r6_25b_source_start_continuation","10","mutual-watch/R6_25B9A6DF_MUTUAL_WATCH_OBSERVATION.csv","ok","468","468","801e811ddc928b7a90b00fdb85c8f973bb0d2b581f3b98c683e954d3d80ef210","801E811DDC928B7A90B00FDB85C8F973BB0D2B581F3B98C683E954D3D80EF210"
