structural_id,work_id,unit_type,title,parent_id,order,authority_path,authority_locator,authority_sha256,authority_language,target_count,target_languages,target_paths,target_locators,completion_state,review_state,publication_state,continuation_cursor,boundary_confidence,ambiguity,decision_ids
NOE-P32-KO-WORK,noether.paper32.ko.translation_producer,work,Noether Paper 32 Korean translation-producer draft set,,0,C:\Users\Floris\Documents\Codex\2026-06-01\we-are-currently-doing-a-massive\Noether_P07_CurrentHead_SourceAdjudication_20260722\1\01_current\Noether_P16_IndependentSecondPass_20260722_cum_de.tex,"{""description"":""manager-routed P32 interval; routing metadata not audited by this translation lane"",""global_line_start"":16011,""global_line_end"":16179,""local_line_start"":null,""local_line_end"":null,""char_start"":null,""char_end"":null}",443EF950D7D45DC6D9E44A9B87501620C10DA873E50E5F2B253ECCAE6A946D27,de,19,ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR|ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U01_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U02_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U03_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U04_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U05_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U06_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U07_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U08_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U09_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U10_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U11_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U12_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U13_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U14_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U15_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U16_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U17_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U18_translation_draft_v001.tex|C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U19_translation_draft_v001.tex,"{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":25,""char_start"":0,""char_end"":700}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":18,""char_start"":0,""char_end"":1290}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":17,""char_start"":0,""char_end"":1479}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":21,""char_start"":0,""char_end"":990}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":21,""char_start"":0,""char_end"":1387}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":16,""char_start"":0,""char_end"":640}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":15,""char_start"":0,""char_end"":643}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":16,""char_start"":0,""char_end"":784}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":24,""char_start"":0,""char_end"":750}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":38,""char_start"":0,""char_end"":1296}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":27,""char_start"":0,""char_end"":1456}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":15,""char_start"":0,""char_end"":749}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":25,""char_start"":0,""char_end"":1302}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":26,""char_start"":0,""char_end"":838}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":33,""char_start"":0,""char_end"":1044}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":21,""char_start"":0,""char_end"":699}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":23,""char_start"":0,""char_end"":819}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":42,""char_start"":0,""char_end"":1681}|{""description"":""complete editable Korean draft TeX unit"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":16,""char_start"":0,""char_end"":681}",draft_text_coverage,unreviewed,private_working,await next explicit non-overlapping Korean Noether translation route,high,U01-U19 cover routed substantive prose only; TeX control matter is not translated and no checker parity is claimed,CJK-KO-P32-001|CJK-KO-P32-033|CJK-KO-P32-035
NOE-P32-KO-U01,noether.paper32.ko.translation_producer,translation_unit,"P32 Korean translation draft U01, authority lines 16011-16023",NOE-P32-KO-WORK,1,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_lines16011_16023_translation_input.tex,"{""description"":""complete routed source slice for U01"",""global_line_start"":16011,""global_line_end"":16023,""local_line_start"":1,""local_line_end"":13,""char_start"":0,""char_end"":474}",EBAFA2F80E6B58B6EA9437382451CE757BF7CF7569F2DCA2915594984DA3CFDA,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U01_translation_draft_v001.tex,"{""description"":""complete editable Korean draft U01"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":25,""char_start"":0,""char_end"":700}",translated_draft,unreviewed,private_working,next routed source line 16025 (P32-KO-U02),high,closed translation unit boundary is manager-routed; semantic parity remains unchecked,CJK-KO-P32-001
NOE-P32-KO-U01-SECTION-001,noether.paper32.ko.translation_producer,section,\section*{32. Gemeinsam mit R. Brauer: Über minimale Zerfällungskörper irreduzibler Darstellungen},NOE-P32-KO-U01,1,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_lines16011_16023_translation_input.tex,"{""description"":""section 1 within routed U01"",""global_line_start"":16011,""global_line_end"":16011,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":98}",EBAFA2F80E6B58B6EA9437382451CE757BF7CF7569F2DCA2915594984DA3CFDA,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U01_translation_draft_v001.tex,"{""description"":""machine-aligned section ordinal 1 in Korean U01"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":12,""local_line_end"":12,""char_start"":324,""char_end"":372}",translated_draft,unreviewed,private_working,next routed source line 16025 (P32-KO-U02),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-001
NOE-P32-KO-U01-PARA-001,noether.paper32.ko.translation_producer,paragraph,"\emph{Sitz. Ber. d. Preuß. Akad. d. Wiss. 1927, S. 221--228.}",NOE-P32-KO-U01,2,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_lines16011_16023_translation_input.tex,"{""description"":""paragraph 1 within routed U01"",""global_line_start"":16012,""global_line_end"":16012,""local_line_start"":2,""local_line_end"":2,""char_start"":99,""char_end"":160}",EBAFA2F80E6B58B6EA9437382451CE757BF7CF7569F2DCA2915594984DA3CFDA,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U01_translation_draft_v001.tex,"{""description"":""machine-aligned paragraph ordinal 1 in Korean U01"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":13,""local_line_end"":13,""char_start"":373,""char_end"":434}",translated_draft,unreviewed,private_working,next routed source line 16025 (P32-KO-U02),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-001
NOE-P32-KO-U01-SECTION-002,noether.paper32.ko.translation_producer,section,\begin{center} {\Large\bfseries Über minimale Zerfällungskörper irreduzibler\\ Darstellungen.}\\[1.0em] Von Privatdozent Dr. \textsc{Richard Brauer}\\ in Königsberg\\ und Prof. Dr.,NOE-P32-KO-U01,3,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_lines16011_16023_translation_input.tex,"{""description"":""section 2 within routed U01"",""global_line_start"":16014,""global_line_end"":16023,""local_line_start"":4,""local_line_end"":13,""char_start"":162,""char_end"":473}",EBAFA2F80E6B58B6EA9437382451CE757BF7CF7569F2DCA2915594984DA3CFDA,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U01_translation_draft_v001.tex,"{""description"":""machine-aligned section ordinal 2 in Korean U01"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":15,""local_line_end"":23,""char_start"":436,""char_end"":683}",translated_draft,unreviewed,private_working,next routed source line 16025 (P32-KO-U02),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-001
NOE-P32-KO-U02,noether.paper32.ko.translation_producer,translation_unit,"P32 Korean translation draft U02, authority lines 16025-16025",NOE-P32-KO-WORK,2,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16025_translation_input.tex,"{""description"":""complete routed source slice for U02"",""global_line_start"":16025,""global_line_end"":16025,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":1892}",6F4FF1A6A0D7E935699AAAB01C5C1466852388BB684BF86A53BDE06946A16F8B,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U02_translation_draft_v001.tex,"{""description"":""complete editable Korean draft U02"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":1,""local_line_end"":18,""char_start"":0,""char_end"":1290}",translated_draft,unreviewed,private_working,next routed source line 16027 (P32-KO-U03),high,closed translation unit boundary is manager-routed; semantic parity remains unchecked,CJK-KO-P32-003
NOE-P32-KO-U02-PARA-001,noether.paper32.ko.translation_producer,paragraph,"Die Frage nach den Zahlkörpern kleinsten Grades über einem Grundkörper $P$, in denen eine in $P$ irreduzible Darstellung einer endlichen Gruppe in absolut irreduzible Bestandteile ",NOE-P32-KO-U02,1,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16025_translation_input.tex,"{""description"":""paragraph 1 within routed U02"",""global_line_start"":16025,""global_line_end"":16025,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":1891}",6F4FF1A6A0D7E935699AAAB01C5C1466852388BB684BF86A53BDE06946A16F8B,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U02_translation_draft_v001.tex,"{""description"":""machine-aligned paragraph ordinal 1 in Korean U02"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":12,""local_line_end"":12,""char_start"":324,""char_end"":732}",translated_draft,unreviewed,private_working,next routed source line 16027 (P32-KO-U03),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-003
NOE-P32-KO-U02-BIB-001,noether.paper32.ko.translation_producer,bibliography_item,"\footnote{Arithmetische Untersuchungen über endliche Gruppen, Sitzungsber. d. Berl. Ak. d. Wiss. 1906, S. 164. Beiträge zur Theorie der Gruppen linearer Substitutionen, Transact. o",NOE-P32-KO-U02-PARA-001,2,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16025_translation_input.tex,"{""description"":""bibliography_item 1 within routed U02"",""global_line_start"":16025,""global_line_end"":16025,""local_line_start"":1,""local_line_end"":1,""char_start"":226,""char_end"":657}",6F4FF1A6A0D7E935699AAAB01C5C1466852388BB684BF86A53BDE06946A16F8B,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U02_translation_draft_v001.tex,"{""description"":""machine-aligned bibliography_item ordinal 1 in Korean U02"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":12,""local_line_end"":12,""char_start"":426,""char_end"":732}",translated_draft,unreviewed,private_working,next routed source line 16027 (P32-KO-U03),medium,source-target component correspondence is machine-aligned and unreviewed,CJK-KO-P32-003
NOE-P32-KO-U02-OTHER-001,noether.paper32.ko.translation_producer,other,"Unmatched Korean paragraph: 이제 $P$가 그러한 성분 하나의 지표를 포함한다고 하자. 그러면 I. Schur는 이들 체의 $P$에 대한 차수---곧 지수---가 모두 같은 류에 속하는 그 절대기약 성분들의 수와 일치한다는 것, 따라서 그 체 자체가 절대기약 성분 하나를 분리해 낸다는 요구만으로도 이미 결정된다는 것, 나아가 그러한 분해가 일어나는 ",NOE-P32-KO-U02,3,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16025_translation_input.tex,"{""description"":""unit-level source fallback for unmatched target component"",""global_line_start"":16025,""global_line_end"":16025,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":1892}",6F4FF1A6A0D7E935699AAAB01C5C1466852388BB684BF86A53BDE06946A16F8B,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U02_translation_draft_v001.tex,"{""description"":""target-only paragraph ordinal 2"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":14,""local_line_end"":14,""char_start"":734,""char_end"":1053}",held,unreviewed,private_working,checker must adjudicate unmatched target component,low,target-only machine extraction retained; no source correspondence claimed,CJK-KO-P32-003
NOE-P32-KO-U02-OTHER-002,noether.paper32.ko.translation_producer,other,"Unmatched Korean paragraph: $P$가 관련 단순지표를 하나도 포함하지 않는다면, 분해체들은 그러한 단순지표 하나의 지표체와 그 지표체의 $P$에 관한 공액체들을 포함해야 한다. 서로 다른 공액 지표들에 대응하는 절대기약표현들은 서로 공액이기는 하지만, 분명히 서로 다른 류에 속한다. 여기서도 한 류에 속하는 절대기약표현들로 이루어진 한 계를 분리해 ",NOE-P32-KO-U02,4,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\source\P32_RoutedAuthority_line16025_translation_input.tex,"{""description"":""unit-level source fallback for unmatched target component"",""global_line_start"":16025,""global_line_end"":16025,""local_line_start"":1,""local_line_end"":1,""char_start"":0,""char_end"":1892}",6F4FF1A6A0D7E935699AAAB01C5C1466852388BB684BF86A53BDE06946A16F8B,de,1,ko-KR,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper32_ko_translation_001_20260722\ko\Noether_Paper32_Korean_U02_translation_draft_v001.tex,"{""description"":""target-only paragraph ordinal 3"",""global_line_start"":null,""global_line_end"":null,""local_line_start"":16,""local_line_end"":16,""char_start"":1055,""char_end"":1273}",held,unreviewed,private_working,checker must adjudicate unmatched target component,low,target-only machine extraction retained; no source correspondence claimed,CJK-KO-P32-003
