"file","extension","bytes","sha256","artifact_class","b3_raw_source_pattern","b3_zip_primary","b3_temp_cache_runtime_pattern","over_5_mib","package_action","payload_boundary","source_body_or_media_payload","license_or_authority_claim","translation_or_pilot_claim","ethics_authority_note"
"NOETHER_R6_ACCESS_AUTHORITY_MAP_20260704.md",".md","14067","c7033b9a70513257ae392758ab212be7bd6c1f80724180ebb9e699f14d69e477","authority_or_routing_metadata","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_ACCESS_SOURCE_SLICE_QUEUE_20260704.csv",".csv","12804","4117581a2675df03ffc042807eb21abc999d1e56b0182bb3f9d7a3a80a07f8be","metadata_support_sidecar","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_ARUBA_PAPIAMENTO_SOURCE_ROUTE_RETRY_ADDENDUM_20260705.csv",".csv","10778","663e4e25815653ec49c8121b058ef8e111c5eeaf0ae1656679b61c3129f87ef7","source_canon_provenance_metadata_table","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_ARUBA_PAPIAMENTO_SOURCE_ROUTE_RETRY_ADDENDUM_20260705.md",".md","4051","93be35dbee4f0be65ecd851e026ab84f17058c3a48ab75d823064a02a30d9dfd","source_canon_provenance_metadata_table","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_BISLAMA_OFFICIAL_SOURCE_RETRY_ADDENDUM_20260705.csv",".csv","12765","4413d066f8850716ad4637abb607037cbed50d0cc7edb14629c6891ed0948df0","source_canon_provenance_metadata_table","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_BISLAMA_OFFICIAL_SOURCE_RETRY_ADDENDUM_20260705.md",".md","4620","311de2b374151ab3a4f685b7a85b8e5534b8166442cdda2c0d7d4bd6f313ee8c","source_canon_provenance_metadata_table","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md",".md","10367","8ab2cb4627b66cd50d7aabb696c539efd0b40fc19b2b0b2a072f1f10b1e1c667","blocker_or_gate_metadata","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md",".md","9725","874519ca27fa9f1fcdaeda0a845332208811e35d9dcfa8dd37e2adc978cb1cca","metadata_support_sidecar","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_CORPUS_SUPPORT_SLICE_01_EVIDENCE_ROWS_20260704.md",".md","11083","440acce83a9457aa2f85579a45f4bfb9536a52c92d33fd5ef5844a62b29e8acb","metadata_support_sidecar","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_DURABILITY_AND_AUTHORITY_REFRESH_20260704.md",".md","7949","3b74433f82be2aee9c7a4fad238978d66e5bd45ac5351d8eb86242a4b368b558","authority_or_routing_metadata","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
