artifact_id,evidence_class,authority_role,unit_id,artifact_path,bytes,sha256,status,confidence,record_revision,continuation_cursor,revisit_condition
SGA2-VIII-P32P1-AUTH-001,authority_hash,corrected_french_tex,SGA2-VIII-P32P1,source_control/french_arxiv/smf_doc-math_4_01.tex,586789,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,exact_hash_verified,high,1,French line2909,authority replacement
SGA2-VIII-P32P1-AUTH-002,authority_hash,corrected_french_style,SGA2-VIII-P32P1,source_control/french_arxiv/sga2-smf.sty,19155,5895C022FAF0FC1294C7B8ECFE4E74C47329F02FF317B19170C52FA855224884,exact_hash_verified,high,1,French line2909,authority replacement
SGA2-VIII-P32P1-AUTH-003,authority_slice_hash,corrected_french_tex_lines2901_2907_lf_no_eol,SGA2-VIII-P32P1,smf_doc-math_4_01.tex#lines2901-2907-LF-no-EOL,373,1E20E77BC16306F1C78586A1CF508B7635CB3266F7B23B05F2BA2EB3DD39280A,exact_hash_verified,high,1,French line2909,authority replacement
SGA2-VIII-P32P1-AUTH-004,authority_slice_hash,corrected_french_tex_lines2901_2907_crlf_no_eol,SGA2-VIII-P32P1,smf_doc-math_4_01.tex#lines2901-2907-CRLF-no-EOL,379,131A6EF6E986122AC381B3AD55A8B14E39BCA76595B4C05C03E76369169D8ABD,exact_hash_verified,high,1,French line2909,authority replacement
SGA2-VIII-P32P1-AUTH-005,authority_hash,direct_compiled_source_pdf_same_edition,SGA2-VIII-P32P1,source-same-edition-reader.pdf,1576954,41AD02C57321A8D2200FF32A929BC93ADBC3DE0D59DCD5A284D28D859FB87A90,exact_hash_verified_216_pages,high,1,French line2909,source PDF replacement
SGA2-VIII-P32P1-AUTH-006,source_render_hash,same_edition_visual_control_physical84,SGA2-VIII-P32P1,source-physical-084.png,463878,13652935741E9B225F119D2B5EAB926D0EA8CE8474051ECF7542E8E50B489F65,exact_hash_verified,high,1,French line2909,source PDF replacement
SGA2-VIII-P32P1-AUTH-007,source_render_hash,same_edition_visual_control_physical85,SGA2-VIII-P32P1,source-physical-085.png,188132,C4CD6A0BC62E840954245A5D38D51D0BF33D26AC5976B6926381366AECD85C52,exact_hash_verified,high,1,French line2909,source PDF replacement
SGA2-VIII-P32P1-AUTH-008,comparison_hash,comparison_only_not_authority,SGA2-VIII-P32P1,comparison/jcreinhold_e7a259f/ii/08-finiteness-theorem.md,32001,3A49B581CCC42091C4400B9B0B9ADE20299BA5D4E8C08E8AD317DCF3D2EF0B38,exact_hash_verified_comparison_only,high,1,French line2909,upstream candidate revision
SGA2-VIII-P32P1-AUTH-009,normalization_control_hash,append_only_lane_control,SGA2-VIII-P32P1,00_lane_control/SGA2_FA_GA_GLYPH_NORMALIZATION_ADVERSE_DELTA_20260719.md,3494,C6573262CC02336CB7A215D2C0D91FA7C1F222A361DEBD74D02DDD6CBA7EEA75,exact_hash_verified_internal_control,high,1,French line2909,manager notation adjudication
SGA2-VIII-P32P1-AUTH-010,normalization_control_hash,append_only_lane_control,SGA2-VIII-P32P1,00_lane_control/SGA2_FA_GA_GLYPH_NORMALIZATION_ADVERSE_DELTA_20260719.csv,5228,7C960386CF48CB359D81BCEB28767A15010EA375D587660DB3B668DDCF35CB84,exact_hash_verified_9_rows_16_columns,high,1,French line2909,manager notation adjudication
SGA2-VIII-P32P1-AUTH-011,normalization_control_hash,append_only_lane_control,SGA2-VIII-P32P1,00_lane_control/SGA2_FA_GA_GLYPH_NORMALIZATION_ADVERSE_DELTA_20260719.jsonl,5308,CC896683B5D43B00F8458E4AF49EFBEEE65C5CF8496C28F5B4467E4BB9C6ACBB,exact_hash_verified_9_records,high,1,French line2909,manager notation adjudication
SGA2-VIII-P32P1-AUTH-012,normalization_validation_hash,append_only_lane_control,SGA2-VIII-P32P1,00_lane_control/SGA2_FA_GA_GLYPH_NORMALIZATION_ADVERSE_DELTA_VALIDATION_20260719.json,1855,C3ED69FAF9F4B75D20309C41288FBC4EA04A16C0844AC22A3E826B658BA91A46,exact_hash_verified_errors_empty,high,1,French line2909,manager notation adjudication
SGA2-VIII-P32P1-AUTH-013,manager_policy_addendum_hash,append_only_lane_control,SGA2-VIII-P32P1,00_lane_control/SGA2_VIII_NGT1_FG_POLICY_POSTSEAL_ADDENDUM_20260719.md,3093,B6870E65A6A36DD6B4A6291CF38A36AC95BF4903541BF65147C0CB60D6E7858D,exact_hash_verified_closed_option_a,high,1,French line2909,manager policy replacement
SGA2-VIII-P32P1-AUTH-014,manager_adjudication_hash,append_only_lane_control,SGA2-VIII-P32P1,00_lane_control/SGA2_ENGLISH_FG_NOTATION_ADJUDICATION_20260719.md,3484,8ED4C58A288E22002BF88A098D52661D392D663436E63C63CD011B7AC099F0ED,exact_hash_verified_decision_EG_SGA2_FG,high,1,French line2909,manager policy replacement
SGA2-VIII-P32P1-AUTH-015,manager_adjudication_machine_hash,append_only_lane_control,SGA2-VIII-P32P1,00_lane_control/SGA2_ENGLISH_FG_NOTATION_ADJUDICATION_20260719.csv,5518,847F2D49C21C65D9E35AD108B9E65A08AF86A8310B650958A18AFDB1AA6DD888,exact_hash_verified_9_rows_14_columns,high,1,French line2909,manager policy replacement
