"file","bytes","source_use_label","current_head","generated_utc"
"B3_UPLOADER_READY_SUMMARY.csv","1023","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"DURABLE_STATE_POINTERS.csv","1137","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"PACKAGE_VALIDATION.json","1319","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"R3_1233D6F_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","1679796","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"R3_1233D6F_BRANCH_DELTA_FROM_C33.csv","20012","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"R3_1233D6F_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","1055","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"R3_1233D6F_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","1069","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"R3_1233D6F_FORMULA_INTERLINEAR_NOTES.csv","187117","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"R3_1233D6F_REVIEW_ONLY_BOUNDARY_GUARDS.csv","2612","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"R3_1233D6F_ROW_COUNT_LEDGER.csv","2128","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"R3_1233D6F_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","226866","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"R3_1233D6F_SOURCE_USE_ADVERSE_LEDGER.csv","330715","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"R3_1233D6F_SOURCE_WITNESS_INDEX_REHEADED.csv","3485581","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"R3_1233D6F_TERM_ALTERNATIVES_SOURCE_GATED.csv","34372","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
"README.md","1347","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","1233d6f1557c831c23f6de8395182d8ae81e2217","20260706T143733Z"
