"current_head","prior_head","status","path","path_class","source_use_effect"
"1233d6f1557c831c23f6de8395182d8ae81e2217","c33e09ebe4527ded37b7fbf491d16350f12578cf","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-68c-branch-visibility-boundary-20260706/R3_C33E09EB_68C_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T140454Z/B3_UPLOADER_READY_SUMMARY.csv","R3-C33-branch-visible-context","confirms branch-visible C33 R3 68C visibility packet; not a new review or final gate"
"1233d6f1557c831c23f6de8395182d8ae81e2217","c33e09ebe4527ded37b7fbf491d16350f12578cf","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-68c-branch-visibility-boundary-20260706/R3_C33E09EB_68C_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T140454Z/MANIFEST.csv","R3-C33-branch-visible-context","confirms branch-visible C33 R3 68C visibility packet; not a new review or final gate"
"1233d6f1557c831c23f6de8395182d8ae81e2217","c33e09ebe4527ded37b7fbf491d16350f12578cf","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-68c-branch-visibility-boundary-20260706/R3_C33E09EB_68C_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T140454Z/PACKAGE_VALIDATION.json","R3-C33-branch-visible-context","confirms branch-visible C33 R3 68C visibility packet; not a new review or final gate"
"1233d6f1557c831c23f6de8395182d8ae81e2217","c33e09ebe4527ded37b7fbf491d16350f12578cf","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-68c-branch-visibility-boundary-20260706/R3_C33E09EB_68C_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T140454Z/R3_C33E09EB_68C_PACKET_VISIBILITY_AND_ROW_COUNTS.csv","R3-C33-branch-visible-context","confirms branch-visible C33 R3 68C visibility packet; not a new review or final gate"
"1233d6f1557c831c23f6de8395182d8ae81e2217","c33e09ebe4527ded37b7fbf491d16350f12578cf","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-68c-branch-visibility-boundary-20260706/R3_C33E09EB_68C_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T140454Z/R3_C33E09EB_BLOCKERS_NEXT_ACTIONS.csv","R3-C33-branch-visible-context","confirms branch-visible C33 R3 68C visibility packet; not a new review or final gate"
"1233d6f1557c831c23f6de8395182d8ae81e2217","c33e09ebe4527ded37b7fbf491d16350f12578cf","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-68c-branch-visibility-boundary-20260706/R3_C33E09EB_68C_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T140454Z/R3_C33E09EB_BRANCH_DELTA.csv","R3-C33-branch-visible-context","confirms branch-visible C33 R3 68C visibility packet; not a new review or final gate"
"1233d6f1557c831c23f6de8395182d8ae81e2217","c33e09ebe4527ded37b7fbf491d16350f12578cf","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-68c-branch-visibility-boundary-20260706/R3_C33E09EB_68C_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T140454Z/R3_C33E09EB_LANGUAGE_BOUNDARY_GUARDS.csv","R3-C33-branch-visible-context","confirms branch-visible C33 R3 68C visibility packet; not a new review or final gate"
"1233d6f1557c831c23f6de8395182d8ae81e2217","c33e09ebe4527ded37b7fbf491d16350f12578cf","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-68c-branch-visibility-boundary-20260706/R3_C33E09EB_68C_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T140454Z/R3_C33E09EB_SOURCE_TABLE_ROW_COUNTS.csv","R3-C33-branch-visible-context","confirms branch-visible C33 R3 68C visibility packet; not a new review or final gate"
"1233d6f1557c831c23f6de8395182d8ae81e2217","c33e09ebe4527ded37b7fbf491d16350f12578cf","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-68c-branch-visibility-boundary-20260706/R3_C33E09EB_68C_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T140454Z/R3_C33E09EB_SOURCE_USE_ADVERSE_LEDGER.csv","R3-C33-branch-visible-context","confirms branch-visible C33 R3 68C visibility packet; not a new review or final gate"
"1233d6f1557c831c23f6de8395182d8ae81e2217","c33e09ebe4527ded37b7fbf491d16350f12578cf","A","interlanguage-sidecar/rtl-persianate-arabic-c33e09eb-68c-branch-visibility-boundary-20260706/R3_C33E09EB_68C_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T140454Z/README.md","R3-C33-branch-visible-context","confirms branch-visible C33 R3 68C visibility packet; not a new review or final gate"
