diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P06-001	P06	31	source_pre_freeze_authority_audit	Lemme 1.2. [normalized]	Lemme 1 2. [printed]	The heading visibly lacks the dot between 1 and 2.	Authority page 31 pixels; independent authority-only audit.
D018-P06-002	P06	32	source_pre_freeze_authority_audit	ω_C or ω_{C/k} [contextual normalization]	ω_{C/S} [printed]	The lemma is over a field and introduces no S, but the authority prints C/S.	Authority page 32 pixels; P0032-A01 fallback.
D018-P06-003	P06	32	source_pre_freeze_authority_audit	ω_C ≃ 𝒪_C [normalized]	ω_C ≃ 𝒪 [printed]	No subscript is visible on the structure sheaf in Lemma 1.3.	Authority page 32 pixels.
D018-P06-004	P06	32	source_pre_freeze_authority_audit	a > 1 ⇒ b_i ≥ 1 [mathematical expectation]	a > 0 ⇒ b_i ≥ 1 [printed]	The printed inequality contradicts the smooth a=1, b_1=0 case on page 33.	Authority pages 32-33 pixels; independent semantic audit.
D018-P06-005	P06	33	source_pre_freeze_authority_audit	Proposition 1.5. [normalized punctuation]	Proposition 1.5. : [printed]	The heading visibly has both the period and a following colon.	Authority page 33 pixels.
D018-P06-006	P06	33	source_pre_freeze_authority_audit	points ... tels que [grammatical normalization]	points ... tel que [printed]	The authority uses singular tel que after plural points.	Authority page 33 pixels.
D018-P06-007	P06	34	source_pre_freeze_authority_audit	I.3.7. [normalized]	I 3.7. [printed]	The dot after the chapter numeral is absent.	Authority page 34 pixels.
D018-P06-008	P06	34	source_pre_freeze_authority_audit	Soit C le n-gone standard [mathematical expectation]	Soit C̃ le n-gone standard [printed]	The proof immediately distinguishes C from its normalization C̃, but the heading carries a tilde.	Authority page 34 pixels; P0034-A02 fallback.
D018-P06-009	P06	35	source_pre_freeze_authority_audit	{e,τ} ⋉ μ_n [modern notation]	{e,τ} ×' μ_n [printed glyph]	The source uses an x followed by a raised prime-like mark for the semidirect product.	Authority pages 35-36 pixels.
D018-P06-010	P06	36	source_pre_freeze_authority_audit	lower exact row ending → 0 [assumed]	lower row stops at Aut(𝔾_m) [printed]	No final zero is printed in the lower diagram row.	Authority page 36 pixels; P0036-A01 fallback.
D018-P06-011	P06	36	source_pre_freeze_authority_audit	(1.12.1) [normalized label]	(1 12.1) [printed]	The first dot is absent from the displayed label.	Authority page 36 pixels.
D018-P06-012	P06	36	source_pre_freeze_authority_audit	(1.12.1) [required reference]	(1.1 .1) [printed]	Clause a points to a visibly damaged and wrong internal reference.	Authority page 36 pixels.
D018-P06-013	P06	36	source_pre_freeze_authority_audit	C_s̄ consistently [normalized]	C_s̄ then C_s and Γ(C_s) [printed]	Clause c literally changes from a barred to an unbarred fiber.	Authority page 36 pixels; independent authority-only audit.
