diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P24-001	P24	139	source_language	A reconstructed sentence opening before (4.7.2)	The transcription starts with (4.7.2)	The authority page starts in medias res and supplies no earlier words on this page.	P0139-A01; P0139-A05
D018-P24-002	P24	139	source_language	H_DR(A) ≃ H_DR(A_0) ⊗ k[ε]	H_DR(A) ≃ H_DR(A_o) ⊗_k k[ε]	The authority has letter o on A and an explicit base subscript k on the tensor product.	P0139-A01
D018-P24-003	P24	139	source_language	A prose-only description of functoriality	The full square with f_o ⊗ k[ε], f*, and both vertical equality signs	The printed square carries essential variance and base-change information.	P0139-A01
D018-P24-004	P24	139	source_language	A deformation merely determines a filtration	The assignment to liftings of filtration (4.7.1) is bijective	The source asserts both the lifting condition and bijectivity.	P0139-A02
D018-P24-005	P24	139	source_language	h = 0 or an unspecified Frobenius twist	h ≠ 0 and E^(p) is the trivial deformation of E_o^(p)	Both the nonvanishing claim and the p-twisted deformation are explicit in Section 4.8.	P0139-A02; P0139-A03
D018-P24-006	P24	139	source_language	A flattened or incomplete exact diagram	Both diagram rows, all three vertical arrows, F* ⊗ k[ε], and the terminal zero	The diagram topology is required for the formal kernel argument.	P0139-A03
D018-P24-007	P24	139	source_language	The second row is not a tensor product, with its symbol omitted	la 2^ème ligne n'est pas de la forme Σ ⊗ k[ε]	The pixels show a capital Sigma before the tensor product.	P0139-A03
D018-P24-008	P24	139	source_language	An unweighted count of supersingular curves	(p-1).deg(ω) = Σ_i 1/|Aut(E_i)|	Section 4.9 gives the automorphism-weighted sum obtained from the Hasse section.	P0139-A04
D018-P24-009	P24	139	source_language	The equality (4.9.1) appended on page 139	D'après 4.3 α) et (4.4.1), on a donc	Page 139 ends at the lead-in; formula (4.9.1) begins page 140.	P0139-A04; P0139-A05; P0140-A01
D018-P24-010	P24	140	source_language	An unnumbered equality or denominator 12	(4.9.1) Σ_{E supersingulier} 1/|Aut(E)| = (p-1)/24	The displayed continuation is numbered and has denominator 24.	P0140-A01
D018-P24-011	P24	140	source_language	Both small-characteristic examples have 24 automorphisms	24 automorphisms for p = 2 and 12 for p = 3	The parenthetical correspondence is explicit in the authority.	P0140-A01
D018-P24-012	P24	140	source_language	(p-1)/2 χ(𝔪_n^o(ℂ))	(1-p)/2 χ(𝔪_n^o(ℂ))	The pixels show both the fraktur stack symbol and 1-p; neither is normalized.	P0140-A01
D018-P24-013	P24	140	source_language	L'action de Galois sur les points	L'action de Galois sur les pointes	The heading uses pointes, the modular-curve term for cusps.	P0140-A01; P0140-A02
D018-P24-014	P24	140	source_language	Smooth elliptic curves or an open-moduli superscript o	𝔪_n^∞(ℂ) classifies singular generalized elliptic curves with n sides	Section 5.1 concerns the fraktur stack's boundary locus and singular generalized curves.	P0140-A02
D018-P24-015	P24	140	source_language	C_n = ℤ/n × ℤ/n	C_n = μ_n × ℤ/n	The standard n-gon's canonical n-torsion has multiplicative and constant factors.	P0140-A02
D018-P24-016	P24	140	source_language	The automorphism image U with no sign quotient	The group ± U of matrices ±((1,u),(0,1))	Both occurrences of the sign are visible and affect the quotient.	P0140-A03
