diff_id	prompt_id	authority_page	layer	before	after	reason	authority_evidence
D018-P23-001	P23	133	source_language	start at Section 4 and omit the preceding descent argument	retain Case 2 from its printed opening through 'La courbe descendue résoud le problème posé.'	The authority page begins with the complete final case of the preceding argument before Section 4.	Physical page 133, opening through middle; assets P0133-A01--P0133-A03.
D018-P23-002	P23	133	source_language	normalize the special j-value to an undotted product	retain j = 0 ou 2^6.3^3	A period is visibly printed between 2^6 and 3^3.	Physical page 133, first paragraph; asset P0133-A01.
D018-P23-003	P23	133	source_language	omit the finite-field reduction	retain k finite, Gal(k̄/k)=ℤ̂, finite Aut(E,α), and the vanishing Giraud H^2	These data are the printed obstruction-theoretic reason that 3.2 follows.	Physical page 133, upper paragraph; asset P0133-A01.
D018-P23-004	P23	133	source_language	collapse the finite extension and representing pair	retain 𝔽_{q^n}/𝔽_q and (E,α) over 𝔽_{q^n} defining x	The extension and the pair are explicit prerequisites for the descent calculation.	Physical page 133, upper-middle paragraph; assets P0133-A01--P0133-A02.
D018-P23-005	P23	133	source_language	replace the marked isomorphism by an unmarked equality	retain φ′ : (E,α)^(q) ⟶̃ (E,α)	The authority prints a rightward arrow marked by a tilde.	Physical page 133, displayed isomorphism; asset P0133-A02.
D018-P23-006	P23	133	source_language	omit the labels on the composite defining φ	retain φ : E —Fr→ E^(q) —φ′→ E	Fr and φ′ visibly label the two successive arrows.	Physical page 133, descent criterion; asset P0133-A02.
D018-P23-007	P23	133	source_language	summarize the Frobenius calculation	retain φ^n = Fβ with β of finite order m and φ^{nm} = F^m	Both equalities are printed and explain why a further scalar extension produces descent.	Physical page 133, descent calculation; asset P0133-A02.
D018-P23-008	P23	133	source_language	change φ′ to φ after extending scalars	retain the printed claim that φ′ defines the descent datum over 𝔽_{q^{nm}}/𝔽_q	The prime is unambiguous in the fixed pixels and is preserved as a source tension.	Physical page 133, final descent sentence; asset P0133-A02.
D018-P23-009	P23	133	source_language	correct 'résoud' to 'résout'	retain 'La courbe descendue résoud le problème posé.'	The authority visibly prints the final consonant d.	Physical page 133, end of descent argument; assets P0133-A02--P0133-A03.
D018-P23-010	P23	133	source_language	omit the motivation for χ(𝒞)	retain modular-curve genera, finite presentation over ℂ, and Wall's virtual Euler--Poincaré characteristic	The introductory paragraph supplies the scope and antecedent of Definition 4.1.	Physical page 133, Section 4 introduction; asset P0133-A03.
D018-P23-011	P23	133	source_language	repair the first partition notation to '(𝒵_i)'	retain the printed 'Soit 𝒵_i)' with no opening parenthesis	At this first occurrence the closing parenthesis is visible and no opening parenthesis is present.	Physical page 133, paragraph 4.1(a); asset P0133-A04.
