"integration_pass_id","reader","sidecar_type","key","row_count","reader_action","consume_rule","csv","json","source_durable_run_log"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041727Z","Session B R3 completed-reader sidecar intake","primary_route_bucket","arabic","87","route_to_novel_blocked_queue","unpacked_sidecar_for_session_b_packaging_only_no_promotion_no_review_claim_no_git_push","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_arabic_20260704T041521Z.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_arabic_20260704T041521Z.json","R3_DURABLE_RUN_LOG_20260704T041521Z"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041727Z","Session B R3 completed-reader sidecar intake","primary_route_bucket","novel_blocked","59","route_to_novel_blocked_queue","unpacked_sidecar_for_session_b_packaging_only_no_promotion_no_review_claim_no_git_push","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_novel_blocked_20260704T041521Z.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_novel_blocked_20260704T041521Z.json","R3_DURABLE_RUN_LOG_20260704T041521Z"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041727Z","Session B R3 completed-reader sidecar intake","primary_route_bucket","pan_turkic","3","route_to_novel_blocked_queue","unpacked_sidecar_for_session_b_packaging_only_no_promotion_no_review_claim_no_git_push","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_pan_turkic_20260704T041521Z.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_pan_turkic_20260704T041521Z.json","R3_DURABLE_RUN_LOG_20260704T041521Z"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041727Z","Session B R3 completed-reader sidecar intake","primary_route_bucket","persianate_tajik","69","route_to_novel_blocked_queue","unpacked_sidecar_for_session_b_packaging_only_no_promotion_no_review_claim_no_git_push","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_persianate_tajik_20260704T041521Z.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_persianate_tajik_20260704T041521Z.json","R3_DURABLE_RUN_LOG_20260704T041521Z"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041727Z","Session B R3 completed-reader sidecar intake","row_group","arabic_msa_linear_system_microdraft","14","retain_as_source_group_trace","unpacked_sidecar_for_session_b_packaging_only_no_promotion_no_review_claim_no_git_push","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_arabic_msa_linear_system_microdraft_20260704T041521Z.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_arabic_msa_linear_system_microdraft_20260704T041521Z.json","R3_DURABLE_RUN_LOG_20260704T041521Z"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041727Z","Session B R3 completed-reader sidecar intake","row_group","arabic_msa_vector_space_microdraft","13","retain_as_source_group_trace","unpacked_sidecar_for_session_b_packaging_only_no_promotion_no_review_claim_no_git_push","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_arabic_msa_vector_space_microdraft_20260704T041521Z.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_arabic_msa_vector_space_microdraft_20260704T041521Z.json","R3_DURABLE_RUN_LOG_20260704T041521Z"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041727Z","Session B R3 completed-reader sidecar intake","row_group","dari_afghan_linear_system_source_gate","10","retain_as_source_group_trace","unpacked_sidecar_for_session_b_packaging_only_no_promotion_no_review_claim_no_git_push","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_dari_afghan_linear_system_source_gate_20260704T041521Z.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_dari_afghan_linear_system_source_gate_20260704T041521Z.json","R3_DURABLE_RUN_LOG_20260704T041521Z"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041727Z","Session B R3 completed-reader sidecar intake","row_group","dari_afghan_vector_space_source_gate","8","retain_as_source_group_trace","unpacked_sidecar_for_session_b_packaging_only_no_promotion_no_review_claim_no_git_push","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_dari_afghan_vector_space_source_gate_20260704T041521Z.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_dari_afghan_vector_space_source_gate_20260704T041521Z.json","R3_DURABLE_RUN_LOG_20260704T041521Z"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041727Z","Session B R3 completed-reader sidecar intake","row_group","eigenvalue_regional_future_slice","26","retain_as_source_group_trace","unpacked_sidecar_for_session_b_packaging_only_no_promotion_no_review_claim_no_git_push","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_eigenvalue_regional_future_slice_20260704T041521Z.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_eigenvalue_regional_future_slice_20260704T041521Z.json","R3_DURABLE_RUN_LOG_20260704T041521Z"
"R3_SESSION_B_READER_INTEGRATION_PASS_20260704T041727Z","Session B R3 completed-reader sidecar intake","row_group","hefferon_first_slice_linear_algebra_seed","16","retain_as_source_group_trace","unpacked_sidecar_for_session_b_packaging_only_no_promotion_no_review_claim_no_git_push","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_hefferon_first_slice_linear_algebra_seed_20260704T041521Z.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_hefferon_first_slice_linear_algebra_seed_20260704T041521Z.json","R3_DURABLE_RUN_LOG_20260704T041521Z"
