b3_ready_id,branch_head,artifact_id,remote_path,tree_sha,bytes,category,required_action,source_use_label,boundary,c7fb_cp_artifact_id,standardization_use,authority_boundary
C7FB-STD-B3-0001,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0001,audits/r3-branch-reconciliation-b3-delta-audit-20260706/BRANCH_R3_VISIBLE_PATHS.csv,6ff9f78219a3c1886b33547dc27cd96e477a53cf,901055,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0001,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0002,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0002,audits/r3-branch-reconciliation-b3-delta-audit-20260706/BRANCH_RECONCILIATION_MATRIX.csv,295060f38f629be06d19b2128817acf5033d6001,12461,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0002,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0003,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0003,audits/r3-branch-reconciliation-b3-delta-audit-20260706/BRANCH_STATE_AND_VALIDATION.json,8bf577d091e5ab94f01de97143b41b5507cec0dc,977,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0003,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0004,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0004,audits/r3-branch-reconciliation-b3-delta-audit-20260706/EXACT_BRANCH_ROOT_FILE_COMPARISON.csv,8c0242a17fef8c4e7174185478d463e29ac2a79a,161940,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0004,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0005,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0005,audits/r3-branch-reconciliation-b3-delta-audit-20260706/EXACT_BRANCH_ROOT_ROLLUP.csv,45ca2dd2b07035d0ea34eebb7a391e72b48cebcb,562,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0005,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0006,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0006,audits/r3-branch-reconciliation-b3-delta-audit-20260706/LANGUAGE_BOUNDARY_AND_SCRIPT_GUARDS.csv,ef6239f49ba541079e8a5b3633dee8c44f178b18,1396,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0006,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0007,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0007,audits/r3-branch-reconciliation-b3-delta-audit-20260706/LOCAL_R3_ARTIFACT_INVENTORY.csv,d0f8c275903357eee65d1f53becedc00ed94c26b,4057,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0007,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0008,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0008,audits/r3-branch-reconciliation-b3-delta-audit-20260706/LOCAL_R3_FILE_DELTA_FOR_B3.csv,01cb3d8b5f782c65fc22ac6570529df05d0bca6c,233844,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0008,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0009,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0009,audits/r3-branch-reconciliation-b3-delta-audit-20260706/LOGBOOK_EXCERPT.md,013a62feb409c169961ea1b0b8f98f6bdb66c2af,897,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0009,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0010,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0010,audits/r3-branch-reconciliation-b3-delta-audit-20260706/MANIFEST.csv,e302811a0dda23ef96c5c46e744e38e2358f414a,3187,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0010,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0011,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0011,audits/r3-branch-reconciliation-b3-delta-audit-20260706/NEXT_UPLOAD_AND_RECOVERY_ACTIONS.csv,06b72c3a6864388c1f526baada1e6e2a94fa28c6,1400,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0011,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0012,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0012,audits/r3-branch-reconciliation-b3-delta-audit-20260706/README.md,614e2a09379ebae021faad922d9d436c8b583f8a,1934,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0012,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0013,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0013,audits/r3-branch-reconciliation-b3-delta-audit-20260706/ROW_TOTALS_BLOCKERS_AND_DRAFT_COUNTS.csv,5bd6c257d2541f918021ff59d19c857e92b5eedd,5147,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0013,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0014,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0014,audits/r3-branch-reconciliation-b3-delta-audit-20260706/SCRIPT_CODEPOINT_NOTES_CARRIED_FORWARD.csv,e881ab29bc9cb3d604e30b7da6720d055a22e069,4337,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0014,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0015,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0015,audits/r3-branch-reconciliation-b3-delta-audit-20260706/SHA256SUMS.txt,03ea6bcdbb34c1245f1becb69c3aaf65ad6261fe,1365,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0015,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0016,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0200,interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/PACKAGE_VALIDATION.json,73dbf860ff4e2f4dc2a36145659d51fb1f6c7f5d,1483,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0016,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0017,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0201,interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/PACKAGE_VERIFICATION.csv,9430b2ebaad4803a83b3da493965bf2d5c1583c0,446,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0017,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0018,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0202,interlanguage-sidecar/r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_B3_UPLOAD_TARGETS_AND_BLOCKERS.csv,3ab0f7989b377009a029dd906b92e62907e1d86f,1418,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0018,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0019,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0203,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/B3_UPLOADER_READY_SUMMARY.csv,1dfb4db000201528729d490760b4983be71ffc60,478,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0019,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0020,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0204,interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/PACKAGE_VALIDATION.json,c45d0e452955b85faae2af65953e744fb35a21b8,855,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0020,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0021,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0205,interlanguage-sidecar/rtl-persianate-arabic-cycle4-ur-ota-recovery-scaffold-20260706/R3_CYCLE4_UR_OTA_RECOVERY_SCAFFOLD_20260706T040344Z/B3_UPLOADER_READY_SUMMARY.csv,f7a0ecf01f93f745032f52f836d9226ec946156c,424,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0021,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0022,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0206,interlanguage-sidecar/rtl-persianate-arabic-cycle4-ur-ota-recovery-scaffold-20260706/R3_CYCLE4_UR_OTA_RECOVERY_SCAFFOLD_20260706T040344Z/PACKAGE_VALIDATION.json,508dae7af682383c76f57aecaa8c9c16560a896f,787,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0022,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0023,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0207,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/B3_UPLOADER_READY_SUMMARY.csv,4ee3767ffb8dcd827e8da11c269771a4eff329b3,542,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0023,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0024,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0208,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706/R3_EXACT_8F7_AUTHORITY_REPLAY_20260706T042150Z/PACKAGE_VALIDATION.json,d7b1538e7a819034bf0427eae354e7df30b8b852,799,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0024,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0025,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0209,interlanguage-sidecar/rtl-persianate-arabic-postpush-source-gated-pretranslation-20260706/R3_POSTPUSH_SOURCE_GATED_PRETRANSLATION_WORKCYCLE_20260706T031015Z/PACKAGE_VALIDATION.json,4b1cd3a622650295b90f8510093f42f6363c63e1,1348,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0025,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
C7FB-STD-B3-0026,c7fb7e644e04102b67cc5da379ba9d4226feaef8,C7FB-B3-0210,interlanguage-sidecar/rtl-persianate-arabic-postpush-source-gated-pretranslation-20260706/R3_POSTPUSH_SOURCE_GATED_PRETRANSLATION_WORKCYCLE_20260706T031015Z/PACKAGE_VERIFICATION.csv,e8ade8fbafaf883a736f05d7e0a4f52691f43f5b,388,b3-packaged-artifact,inspect/package route; do not mutate language payload,branch-visible-packaged-artifact-index,index only; B3 owns package/push and source publication decisions,C7FB-CP-B3-0026,candidate branch-visible packaged artifact for source-use/Fable authority inspection,index only; B3 owns staging/push and source publication decisions
