row_id,frontier,path,manual_review_scope,source_body_evidence_change,draft_pretranslation_context_change,jp_zh_cjk_signal,action,source_use_label,non_claim_boundary
45250d8f-manual-001,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86D260CD_NONSLAVIC_D9_ROUTE_AND_C0_REPAIR_20260707/B3_ACTION_SUMMARY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-002,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86D260CD_NONSLAVIC_D9_ROUTE_AND_C0_REPAIR_20260707/BRANCH_PR_STATE.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-003,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86D260CD_NONSLAVIC_D9_ROUTE_AND_C0_REPAIR_20260707/MANIFEST.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-004,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86D260CD_NONSLAVIC_D9_ROUTE_AND_C0_REPAIR_20260707/MANIFEST_REPLAY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-005,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86D260CD_NONSLAVIC_D9_ROUTE_AND_C0_REPAIR_20260707/PACKAGE_FILE_LEDGER.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-006,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86D260CD_NONSLAVIC_D9_ROUTE_AND_C0_REPAIR_20260707/PACKAGE_ROOT_SUMMARY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-007,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86D260CD_NONSLAVIC_D9_ROUTE_AND_C0_REPAIR_20260707/README.md,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-008,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86D260CD_NONSLAVIC_D9_ROUTE_AND_C0_REPAIR_20260707/SAFETY_SCAN_HITS.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-009,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86D260CD_NONSLAVIC_D9_ROUTE_AND_C0_REPAIR_20260707/SHA256SUMS.txt,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,no draft/pretranslation context signal,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-010,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86D260CD_NONSLAVIC_D9_ROUTE_AND_C0_REPAIR_20260707/SHA256SUMS_REPLAY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-011,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/B3_ACTION_SUMMARY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-012,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/BRANCH_PR_STATE.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-013,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/MANIFEST.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-014,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/MANIFEST_REPLAY.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
45250d8f-manual-015,45250d8fb6a9dd5ae477542c2613e50c13f3fcc6,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9CFCF1AC_OLP_D9_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707/PACKAGE_FILE_LEDGER.csv,B3 transfer-audit/package context,none identified for Japanese or Simplified Chinese source body,adjacent support/interlinear/context only; carry prior generated JA/ZH draft rows without promotion,none,retain as source-use/gap context; do not certify source body; keep generated draft rows non-canonical,generated-draft/non-canonical/source-use/gap-support,generated-draft/non-canonical/source-use/gap support only; not native review/not accepted terminology/not approval/not community consent/not license clearance/not gate promotion/not source certification/not final status/not bridge-pilot/not CJK interlanguage bridge/not pan-CJK authority/not Korean-school authority/not visual inventory/not term spine/not sign rendering/not translation completion
