"lane","delta_status","source_path","source_relative_path","bytes","sha256","source_last_write_utc","package_action","base_frontier","frontier_package","frontier_sha256","frontier_bytes"
"noether-persianate-tajik-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_kabul_university_discrete_mathematics_2023-11.pdf","source_canon_witness_cache_20260704\prs_af_kabul_university_discrete_mathematics_2023-11.pdf","5066741","7FFE47055B54932151A862A1976D1D99AA1D30D241ED813753F6007ADD2AB3D4","2026-07-05T03:31:02.9429475Z","omitted_raw_source_body","through package 432",,,
"noether-persianate-tajik-source-evidence-draft-lane","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt","source_canon_witness_cache_20260704\prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt","428878","3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A","2026-07-05T03:31:20.3013684Z","omitted_raw_source_body","through package 432",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkish_expansion_source_canon_20260705\TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.pdf","sources\turkish_expansion_source_canon_20260705\TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.pdf","154321","D56F52306558E79CBD4483D925426B690783CF7585124C08BADCE206BF69A568","2026-07-05T03:20:55.6420014Z","omitted_raw_source_body","through package 432",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkish_expansion_source_canon_20260705\TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","sources\turkish_expansion_source_canon_20260705\TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","6573","2905F9138BB7DAE10A5A9F366F303B2B9A6A76DE96B9961A79ABB6DEE00BACBD","2026-07-05T03:21:35.7606013Z","omitted_raw_source_body","through package 432",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkish_expansion_source_canon_20260705\TR-EXP-002_hacettepe_sonlu_cisim_2.pdf","sources\turkish_expansion_source_canon_20260705\TR-EXP-002_hacettepe_sonlu_cisim_2.pdf","137808","EE56AC4EAA508FCBD1D977FB980014E86853D984D4CD3458E640B602A8C57F69","2026-07-05T03:20:56.2993699Z","omitted_raw_source_body","through package 432",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkish_expansion_source_canon_20260705\TR-EXP-002_hacettepe_sonlu_cisim_2.txt","sources\turkish_expansion_source_canon_20260705\TR-EXP-002_hacettepe_sonlu_cisim_2.txt","21792","B4672C0815881229CDC1935405672D6912B5848BCE4B6A8485F0CC11771AE667","2026-07-05T03:21:35.9452617Z","omitted_raw_source_body","through package 432",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_slovnik_ms_ang_po_rodami_sloves_2018.pdf","source_canon_witness_cache_20260704\isv_slovnik_ms_ang_po_rodami_sloves_2018.pdf","985241","3084E2F0EAFA8F1A2974321E0882417D5AA2E008CD0745AEB703F9EDB2041B66","2026-07-05T03:21:14.0159017Z","omitted_raw_source_body","through package 432",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_slovnik_ms_ang_po_rodami_sloves_2018.pdf.pdftotext.txt","source_canon_witness_cache_20260704\isv_slovnik_ms_ang_po_rodami_sloves_2018.pdf.pdftotext.txt","506318","6D66D14B923C68B4A7ABEFB59323DFD66006791185F3CDB49509816F0883BE86","2026-07-05T03:21:16.4392913Z","omitted_raw_source_body","through package 432",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_wikipedia_glavna_stranica.html","source_canon_witness_cache_20260704\isv_wikipedia_glavna_stranica.html","234944","AB6214F63C32571F8830C63D83C93EF67DF56546C34F5C671DF7B5A368AE9291","2026-07-05T03:21:11.7011868Z","omitted_raw_source_body","through package 432",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_wikipedia_glavna_stranica.wikitext","source_canon_witness_cache_20260704\isv_wikipedia_glavna_stranica.wikitext","1969","65C5AC421758357541251F3AEA4C7EEE4DFBC835A77A11129448BF0D1D899B6B","2026-07-05T03:21:12.1451054Z","omitted_raw_source_body","through package 432",,,
