"row_id","language_code","language","scripts","arxiv_candidate_rows","downloaded_redistributable_source_archives","extracted_latex_files","local_reference_shelf_rows","gap_status","next_action","source_package_decision","artifact_path","summary_path","candidate_manifest_path","source_archive_manifest_path","extracted_latex_manifest_path","local_reference_shelf_manifest_path","artifact_checksum_path","summary_sha256","candidate_manifest_sha256","source_archive_manifest_sha256","extracted_latex_manifest_sha256","local_reference_shelf_manifest_sha256","checksum_manifest_sha256","authority_boundary"
"arxiv_frontier_pl","pl","Polish","Latin","0","0","0","17","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","manifest_only_no_promotion","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_TARGET_LANGUAGE_CANDIDATES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_SOURCE_ARCHIVES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_EXTRACTED_LATEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\LOCAL_SLAVIC_REFERENCE_SHELF_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\ARTIFACT_SHA256SUMS.txt","F2A63B12CD416E5E813467A3CFF9FC8D83C7768CD63E62C4201BC692662DEDAF","DE31B156927276B7734A24A4E286A9F4F4E086BDDC9A034048690F71849A0C16","59C7AC0C3B522221B24905CD6AD34B26B3AC77EBDE52A091E810072870D294E5","1BC8F338D9588A8669D21AD5442DCDE1DA8DB167575C8611C2D8B9CE4B310E73","AB0EDA10D2D74346A1810B2279E8AA7CD80988A5DD7FB21B13F04A0BFCD7A442","916765DFFA1A211AD78567D80F7636281180137146A54D0341C1E68F0CEE6173","arXiv/source-package frontier recheck only; manifest-only pass; no source archive promotion, native review, canonical approval, license clearance, accepted correction, or translation completion"
"arxiv_frontier_cs","cs","Czech","Latin","3","0","0","15","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","manifest_only_no_promotion","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_TARGET_LANGUAGE_CANDIDATES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_SOURCE_ARCHIVES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_EXTRACTED_LATEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\LOCAL_SLAVIC_REFERENCE_SHELF_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\ARTIFACT_SHA256SUMS.txt","F2A63B12CD416E5E813467A3CFF9FC8D83C7768CD63E62C4201BC692662DEDAF","DE31B156927276B7734A24A4E286A9F4F4E086BDDC9A034048690F71849A0C16","59C7AC0C3B522221B24905CD6AD34B26B3AC77EBDE52A091E810072870D294E5","1BC8F338D9588A8669D21AD5442DCDE1DA8DB167575C8611C2D8B9CE4B310E73","AB0EDA10D2D74346A1810B2279E8AA7CD80988A5DD7FB21B13F04A0BFCD7A442","916765DFFA1A211AD78567D80F7636281180137146A54D0341C1E68F0CEE6173","arXiv/source-package frontier recheck only; manifest-only pass; no source archive promotion, native review, canonical approval, license clearance, accepted correction, or translation completion"
"arxiv_frontier_sk","sk","Slovak","Latin","3","0","0","2","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","manifest_only_no_promotion","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_TARGET_LANGUAGE_CANDIDATES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_SOURCE_ARCHIVES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_EXTRACTED_LATEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\LOCAL_SLAVIC_REFERENCE_SHELF_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\ARTIFACT_SHA256SUMS.txt","F2A63B12CD416E5E813467A3CFF9FC8D83C7768CD63E62C4201BC692662DEDAF","DE31B156927276B7734A24A4E286A9F4F4E086BDDC9A034048690F71849A0C16","59C7AC0C3B522221B24905CD6AD34B26B3AC77EBDE52A091E810072870D294E5","1BC8F338D9588A8669D21AD5442DCDE1DA8DB167575C8611C2D8B9CE4B310E73","AB0EDA10D2D74346A1810B2279E8AA7CD80988A5DD7FB21B13F04A0BFCD7A442","916765DFFA1A211AD78567D80F7636281180137146A54D0341C1E68F0CEE6173","arXiv/source-package frontier recheck only; manifest-only pass; no source archive promotion, native review, canonical approval, license clearance, accepted correction, or translation completion"
"arxiv_frontier_sl","sl","Slovene","Latin","3","0","0","4","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","manifest_only_no_promotion","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_TARGET_LANGUAGE_CANDIDATES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_SOURCE_ARCHIVES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_EXTRACTED_LATEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\LOCAL_SLAVIC_REFERENCE_SHELF_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\ARTIFACT_SHA256SUMS.txt","F2A63B12CD416E5E813467A3CFF9FC8D83C7768CD63E62C4201BC692662DEDAF","DE31B156927276B7734A24A4E286A9F4F4E086BDDC9A034048690F71849A0C16","59C7AC0C3B522221B24905CD6AD34B26B3AC77EBDE52A091E810072870D294E5","1BC8F338D9588A8669D21AD5442DCDE1DA8DB167575C8611C2D8B9CE4B310E73","AB0EDA10D2D74346A1810B2279E8AA7CD80988A5DD7FB21B13F04A0BFCD7A442","916765DFFA1A211AD78567D80F7636281180137146A54D0341C1E68F0CEE6173","arXiv/source-package frontier recheck only; manifest-only pass; no source archive promotion, native review, canonical approval, license clearance, accepted correction, or translation completion"
"arxiv_frontier_sr","sr","Serbian","Latin;Cyrillic","3","0","0","2","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","manifest_only_no_promotion","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_TARGET_LANGUAGE_CANDIDATES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_SOURCE_ARCHIVES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_EXTRACTED_LATEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\LOCAL_SLAVIC_REFERENCE_SHELF_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\ARTIFACT_SHA256SUMS.txt","F2A63B12CD416E5E813467A3CFF9FC8D83C7768CD63E62C4201BC692662DEDAF","DE31B156927276B7734A24A4E286A9F4F4E086BDDC9A034048690F71849A0C16","59C7AC0C3B522221B24905CD6AD34B26B3AC77EBDE52A091E810072870D294E5","1BC8F338D9588A8669D21AD5442DCDE1DA8DB167575C8611C2D8B9CE4B310E73","AB0EDA10D2D74346A1810B2279E8AA7CD80988A5DD7FB21B13F04A0BFCD7A442","916765DFFA1A211AD78567D80F7636281180137146A54D0341C1E68F0CEE6173","arXiv/source-package frontier recheck only; manifest-only pass; no source archive promotion, native review, canonical approval, license clearance, accepted correction, or translation completion"
"arxiv_frontier_hr","hr","Croatian","Latin","3","0","0","5","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","manifest_only_no_promotion","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_TARGET_LANGUAGE_CANDIDATES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_SOURCE_ARCHIVES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_EXTRACTED_LATEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\LOCAL_SLAVIC_REFERENCE_SHELF_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\ARTIFACT_SHA256SUMS.txt","F2A63B12CD416E5E813467A3CFF9FC8D83C7768CD63E62C4201BC692662DEDAF","DE31B156927276B7734A24A4E286A9F4F4E086BDDC9A034048690F71849A0C16","59C7AC0C3B522221B24905CD6AD34B26B3AC77EBDE52A091E810072870D294E5","1BC8F338D9588A8669D21AD5442DCDE1DA8DB167575C8611C2D8B9CE4B310E73","AB0EDA10D2D74346A1810B2279E8AA7CD80988A5DD7FB21B13F04A0BFCD7A442","916765DFFA1A211AD78567D80F7636281180137146A54D0341C1E68F0CEE6173","arXiv/source-package frontier recheck only; manifest-only pass; no source archive promotion, native review, canonical approval, license clearance, accepted correction, or translation completion"
"arxiv_frontier_bs","bs","Bosnian","Latin","3","0","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","manifest_only_no_promotion","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_TARGET_LANGUAGE_CANDIDATES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_SOURCE_ARCHIVES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_EXTRACTED_LATEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\LOCAL_SLAVIC_REFERENCE_SHELF_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\ARTIFACT_SHA256SUMS.txt","F2A63B12CD416E5E813467A3CFF9FC8D83C7768CD63E62C4201BC692662DEDAF","DE31B156927276B7734A24A4E286A9F4F4E086BDDC9A034048690F71849A0C16","59C7AC0C3B522221B24905CD6AD34B26B3AC77EBDE52A091E810072870D294E5","1BC8F338D9588A8669D21AD5442DCDE1DA8DB167575C8611C2D8B9CE4B310E73","AB0EDA10D2D74346A1810B2279E8AA7CD80988A5DD7FB21B13F04A0BFCD7A442","916765DFFA1A211AD78567D80F7636281180137146A54D0341C1E68F0CEE6173","arXiv/source-package frontier recheck only; manifest-only pass; no source archive promotion, native review, canonical approval, license clearance, accepted correction, or translation completion"
"arxiv_frontier_cnr","cnr","Montenegrin","Latin;Cyrillic","3","0","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","manifest_only_no_promotion","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_TARGET_LANGUAGE_CANDIDATES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_SOURCE_ARCHIVES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_EXTRACTED_LATEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\LOCAL_SLAVIC_REFERENCE_SHELF_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\ARTIFACT_SHA256SUMS.txt","F2A63B12CD416E5E813467A3CFF9FC8D83C7768CD63E62C4201BC692662DEDAF","DE31B156927276B7734A24A4E286A9F4F4E086BDDC9A034048690F71849A0C16","59C7AC0C3B522221B24905CD6AD34B26B3AC77EBDE52A091E810072870D294E5","1BC8F338D9588A8669D21AD5442DCDE1DA8DB167575C8611C2D8B9CE4B310E73","AB0EDA10D2D74346A1810B2279E8AA7CD80988A5DD7FB21B13F04A0BFCD7A442","916765DFFA1A211AD78567D80F7636281180137146A54D0341C1E68F0CEE6173","arXiv/source-package frontier recheck only; manifest-only pass; no source archive promotion, native review, canonical approval, license clearance, accepted correction, or translation completion"
"arxiv_frontier_bg","bg","Bulgarian","Cyrillic","1","0","0","5","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","manifest_only_no_promotion","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_TARGET_LANGUAGE_CANDIDATES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_SOURCE_ARCHIVES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_EXTRACTED_LATEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\LOCAL_SLAVIC_REFERENCE_SHELF_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\ARTIFACT_SHA256SUMS.txt","F2A63B12CD416E5E813467A3CFF9FC8D83C7768CD63E62C4201BC692662DEDAF","DE31B156927276B7734A24A4E286A9F4F4E086BDDC9A034048690F71849A0C16","59C7AC0C3B522221B24905CD6AD34B26B3AC77EBDE52A091E810072870D294E5","1BC8F338D9588A8669D21AD5442DCDE1DA8DB167575C8611C2D8B9CE4B310E73","AB0EDA10D2D74346A1810B2279E8AA7CD80988A5DD7FB21B13F04A0BFCD7A442","916765DFFA1A211AD78567D80F7636281180137146A54D0341C1E68F0CEE6173","arXiv/source-package frontier recheck only; manifest-only pass; no source archive promotion, native review, canonical approval, license clearance, accepted correction, or translation completion"
"arxiv_frontier_mk","mk","Macedonian","Cyrillic","1","0","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","manifest_only_no_promotion","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_TARGET_LANGUAGE_CANDIDATES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_SOURCE_ARCHIVES.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\SLAVIC_ARXIV_EXTRACTED_LATEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\manifests\LOCAL_SLAVIC_REFERENCE_SHELF_INDEX.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_20260704T2305Z\ARTIFACT_SHA256SUMS.txt","F2A63B12CD416E5E813467A3CFF9FC8D83C7768CD63E62C4201BC692662DEDAF","DE31B156927276B7734A24A4E286A9F4F4E086BDDC9A034048690F71849A0C16","59C7AC0C3B522221B24905CD6AD34B26B3AC77EBDE52A091E810072870D294E5","1BC8F338D9588A8669D21AD5442DCDE1DA8DB167575C8611C2D8B9CE4B310E73","AB0EDA10D2D74346A1810B2279E8AA7CD80988A5DD7FB21B13F04A0BFCD7A442","916765DFFA1A211AD78567D80F7636281180137146A54D0341C1E68F0CEE6173","arXiv/source-package frontier recheck only; manifest-only pass; no source archive promotion, native review, canonical approval, license clearance, accepted correction, or translation completion"
