relative_path,rule_id,occurrences,source_sha256,public_sha256,semantic_scope
CHECKER_HANDOFF_U01_U04.md,PRIVATE_INTERLANGUAGE_ROOT,2,437EDE886B9CC81C1AF31D280069ED2AD4E5C47CAE83A293F8B2755EDBD94F4D,A662B265BB3FB4BA26E4CAD65BB4CC3C7A6734D479E4995A675EC07FA29A6647,private path/operator token only; mathematical text unchanged
SOURCE_CUSTODY.md,PRIVATE_INTERLANGUAGE_ROOT,2,8C3F5AF22CDBB334C987B3AD113402152246AA15C4894308DA9500F8ACA15896,9A3D75707EE3D64C1E8F9B970BA3B13F51EE7D8D86FF5F4B4CD8ED3A8443E9AE,private path/operator token only; mathematical text unchanged
STATUS.md,PRIVATE_INTERLANGUAGE_ROOT,1,AA2B5E794D7167BBB8F1F19519934C4286DD3DD1B7D76E63E69990DDFCA1DFF8,39315152BBBA3C0D3A9530CAF75DEA54D0A2BB4BC7AC61CE0DB48250B264558C,private path/operator token only; mathematical text unchanged
evidence/csv_artifact_validation/CSV_PROJECTIONS_ARTIFACT_TOOL_VALIDATION_REPORT.json,OPERATOR_NAME,3,D968079EC46718F85F4BFC1EC325B8FFFEBECE152D110B1F57DF27BE3C5A40E2,652F73D3299C34D450DD953E7E9F69E40BC9AF6F89CE57BB9BC264B47A81A17F,private path/operator token only; mathematical text unchanged
evidence/difficulty/DIFFICULTY_LEDGER.csv,OPERATOR_NAME,4,E32261B2145AC50FD69B1CBE23319B3AE2B6FA43654935B3B09611C5C75D0935,F8F315B5F8900EC8F30587FC07C5820D32B971833CFC1765AEF8050F6E4F9F0F,private path/operator token only; mathematical text unchanged
evidence/difficulty/DIFFICULTY_LEDGER.jsonl,OPERATOR_NAME,21,9BBC4D69CC597945B2A403165298BAB28D6DA9506388CA26D462FF479D556CFB,B07EA77F8B654952B8C0EEAC51427EC7A4FE1E23691F4950611A166D716F83CD,private path/operator token only; mathematical text unchanged
evidence/difficulty/build_and_validate_difficulty_ledger.ps1,PRIVATE_INTERLANGUAGE_ROOT,1,5ECC4AB413AE26679E6B1819BCE87B1320E9BB6E007BB961510F62ABD061D0D1,88BD505FB33AB344331538EA58B03C832411950D08EC2EF952FACDAAFCE9C71A,private path/operator token only; mathematical text unchanged
evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.csv,PRIVATE_INTERLANGUAGE_ROOT,41,5B1C1B05088C9D24AEF8AA602E579DA7CC115FF3490F0D7EE59DB71C17B8B4C9,F31B2CF125EC533963E8B36AE8AC77443E8DC9D7034692C5D0C5AE26B7E43920,private path/operator token only; mathematical text unchanged
evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.csv,OPERATOR_NAME,44,5B1C1B05088C9D24AEF8AA602E579DA7CC115FF3490F0D7EE59DB71C17B8B4C9,F31B2CF125EC533963E8B36AE8AC77443E8DC9D7034692C5D0C5AE26B7E43920,private path/operator token only; mathematical text unchanged
evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.jsonl,OPERATOR_NAME,85,3731E3FC72CC773D75F7AC6681E2B55EB0EBF786A857F363D726E6D5F41D32B0,87DAD2DE6CEFBAE67F19975A970D1D2FA58E5139C8F8C08288164E9AFCFAFC00,private path/operator token only; mathematical text unchanged
evidence/structural_index/build_and_validate_structural_index.ps1,PRIVATE_INTERLANGUAGE_ROOT,1,AD4A6880CC2E02555A29385DC80DABA2F8D4398CD1AA8BEAA71222D9F54CD9C6,D8225FEE6AB7BB1446AC7FA4D29C5F31AD54BA02DDCFDF6E3BAD191E017FCB7E,private path/operator token only; mathematical text unchanged
targets/Noether_P05_Korean_U01_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,EEB39C3A693410823F66A75BCE7DBB9906F35637BFFF87A55CE4A7B873A6F203,F6DD290B4680A011B9BEAEC59FBBB30BDA8D60D8F7E225B6B42AC8361F0CB269,private path/operator token only; mathematical text unchanged
targets/Noether_P05_Korean_U02_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA,6ADABF3C467F1D8C01036ED1AD0AED55F39EE6929A3367773D12CE053E1CF33E,private path/operator token only; mathematical text unchanged
targets/Noether_P05_Korean_U03_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,2B7ADD81855DD9D06A1D2D17249F32F5D7BBDB458F7474E0BB7BC3F14A5FFA89,7E568A2F1ED2196A57465430554F7D53005983471C659BC599B2A98C6954A73D,private path/operator token only; mathematical text unchanged
targets/Noether_P05_Korean_U04_UNCHECKED.tex,PRIVATE_INTERLANGUAGE_ROOT,1,8A50F7549C23A50A6A824C97763941535D12061EE08E32D2EC1D3F678FE4CA6B,5790AF5D99A767146DB2C436D9AA2DF4ECC254B636CCE8FDEB85C6C62E7DC19A,private path/operator token only; mathematical text unchanged
