"source_file","source_row","branch_head","branch_visible_live_head_field","source_use_label","live_head","decision_id","decision","evidence","arabic_effect","next_action"
"ARABIC_7A7576C3_SOURCE_USE_DECISIONS_20260706.csv","1","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a","AR-7A-001","Remote advanced beyond EF53 empty marker to 7A7576C3 with non-empty correction files.","git fetch/rev-parse/diff and branch-visible copies","current-head correction intake required","record source-use/gap package"
"ARABIC_7A7576C3_SOURCE_USE_DECISIONS_20260706.csv","2","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a","AR-7A-002","R3 5C87 source-use fact-change audit states no new rows from branch publication or route context alone.","R3_5C87F666_SOURCE_USE_FACT_CHANGE_AUDIT.csv","six Arabic rows carry forward unchanged","do not fabricate new target rows"
"ARABIC_7A7576C3_SOURCE_USE_DECISIONS_20260706.csv","3","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a","AR-7A-003","Same-frontier dedup audit and parent 8-lane queue are context/source-use only.","R3 same-frontier README/Fable ledger and EIGHT_LANE_SOURCE_GATE_QUEUE_5C87.csv","no new Arabic source body or approval","continue source-body recovery"
"ARABIC_7A7576C3_SOURCE_USE_DECISIONS_20260706.csv","4","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a","AR-7A-004","R6 5C87 artifacts remain adjacent context only.","copied R6 source-use/Fable/blocker rows","no Arabic branch weight increase","keep do-not-import boundary"
"ARABIC_7A7576C3_SOURCE_USE_DECISIONS_20260706.csv","5","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a","AR-7A-005","No duplicate sibling wake was sent in this pass.","prior package SIBLING_WAKE_LEDGER_5C87_20260706.csv","complies with wake stale siblings only once","avoid wake spam unless new stale state requires it"
"ARABIC_7A7576C3_SIX_ROW_SOURCE_STATUS_20260706.csv","1","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,,,,
"ARABIC_7A7576C3_SIX_ROW_SOURCE_STATUS_20260706.csv","2","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,,,,
"ARABIC_7A7576C3_SIX_ROW_SOURCE_STATUS_20260706.csv","3","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,,,,
"ARABIC_7A7576C3_SIX_ROW_SOURCE_STATUS_20260706.csv","4","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,,,,
"ARABIC_7A7576C3_SIX_ROW_SOURCE_STATUS_20260706.csv","5","b4660802e7a2464b6a9c65c2429109e02e1eabdb","7a7576c317fb5d85fb986437d64c6f0218e4733a","branch-visible-review-only/generated-draft-non-canonical","7a7576c317fb5d85fb986437d64c6f0218e4733a",,,,,
