"branch_head","source_package","relative_path","expected_bytes","actual_bytes","expected_sha256","actual_sha256","bytes_match","sha256_match","source_use_label"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit","B3_UPLOADER_READY_SUMMARY.csv","829","829","8cbbd651e9f7a47c374fa164e874c3c237603bc3d81a99cb8863e928773b84ea","8cbbd651e9f7a47c374fa164e874c3c237603bc3d81a99cb8863e928773b84ea","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit","carried-forward-ef53-source-use-gap\B3_UPLOADER_READY_SUMMARY.csv","865","865","092aaeadb9e15cbb41fed0f8a7b80bdbd69e41ffe0fd7ff93abbdb795444e6f9","092aaeadb9e15cbb41fed0f8a7b80bdbd69e41ffe0fd7ff93abbdb795444e6f9","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit","carried-forward-ef53-source-use-gap\R3_EF53A7CC_BLOCKERS_AND_RECOVERY_ROWS.csv","820","820","89893fcc952bd5eda06cd1a80ed42cf40230ca2402870c8f1269d435c175bdc3","89893fcc952bd5eda06cd1a80ed42cf40230ca2402870c8f1269d435c175bdc3","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit","carried-forward-ef53-source-use-gap\R3_EF53A7CC_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv","614","614","d3beab3919a4ce482398c9c1982dcbab7239faffb955c4ac5563e21f3c63c0c5","d3beab3919a4ce482398c9c1982dcbab7239faffb955c4ac5563e21f3c63c0c5","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit","carried-forward-ef53-source-use-gap\R3_EF53A7CC_INCOMING_WAKE_DRIFT_ROWS.csv","667","667","71b95af6e29c95aaaa061490f4ab34e48e1220613ebe7c4d797d5320870c325e","71b95af6e29c95aaaa061490f4ab34e48e1220613ebe7c4d797d5320870c325e","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit","carried-forward-ef53-source-use-gap\R3_EF53A7CC_SOURCE_USE_FACT_CHANGE_AUDIT.csv","991","991","2e9c1d6942ff529eed41fb6cb11c880df771990ce687115199069e26ae106bf0","2e9c1d6942ff529eed41fb6cb11c880df771990ce687115199069e26ae106bf0","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit","PACKAGE_VALIDATION.json","1111","1111","072f67a2384f05495e1e0253fae9e6d518c50973e43de7fb0454f1db85cb9f19","072f67a2384f05495e1e0253fae9e6d518c50973e43de7fb0454f1db85cb9f19","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit","R3_7A7576C3_BLOCKERS_AND_RECOVERY_ROWS.csv","864","864","b10631b8df5a90c3018f5fbf93301e97d23ce89d9bbc066403d0525d57f74885","b10631b8df5a90c3018f5fbf93301e97d23ce89d9bbc066403d0525d57f74885","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit","R3_7A7576C3_BRANCH_COMMITS_FROM_EF53.csv","128","128","e10f8634f9cd6bb7bf37d524323d94b77265b63a1e6975cd5912f3b72855a85c","e10f8634f9cd6bb7bf37d524323d94b77265b63a1e6975cd5912f3b72855a85c","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","r3-7a7576c3-ef53-branch-visibility-source-use-gap-audit","R3_7A7576C3_BRANCH_DELTA_FROM_EF53.csv","22461","22461","caa5b689d46781a2d927e14e066320a524881e236cd49cd5b03ab866342ea58e","caa5b689d46781a2d927e14e066320a524881e236cd49cd5b03ab866342ea58e","True","True","branch-visible-hash-check"
