"branch_head","source_package","relative_path","expected_bytes","actual_bytes","expected_sha256","actual_sha256","bytes_match","sha256_match","source_use_label"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","arabic-rtl-7a7576c3-ef53-source-use-gate-intake","ACTIVE_SESSION_STATE_20260706.md","388","388","5d12d9e59c4f9ba57f8f0ed8dfae820294c39cde67dfa62a4be9fee54cdfcae5","5d12d9e59c4f9ba57f8f0ed8dfae820294c39cde67dfa62a4be9fee54cdfcae5","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","arabic-rtl-7a7576c3-ef53-source-use-gate-intake","ARABIC_7A7576C3_EXACT_BLOCKERS_RECOVERY_ROWS_20260706.csv","1374","1374","ee3296127291aa3e67802634c5fb152df69b759cd1400f10c3661f5776653bae","ee3296127291aa3e67802634c5fb152df69b759cd1400f10c3661f5776653bae","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","arabic-rtl-7a7576c3-ef53-source-use-gate-intake","ARABIC_7A7576C3_FABLE_ADVERSE_LEDGER_20260706.csv","1127","1127","b9bc9a2621602056c7571bd0f3d35c505c48a6b2c9b3ca35c0510b891ef88a41","b9bc9a2621602056c7571bd0f3d35c505c48a6b2c9b3ca35c0510b891ef88a41","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","arabic-rtl-7a7576c3-ef53-source-use-gate-intake","ARABIC_7A7576C3_SIX_ROW_SOURCE_STATUS_20260706.csv","6729","6729","8b7a3fab6869e714a63732c69d289ff9e4bade0e533b91d79ece695de0f13825","8b7a3fab6869e714a63732c69d289ff9e4bade0e533b91d79ece695de0f13825","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","arabic-rtl-7a7576c3-ef53-source-use-gate-intake","ARABIC_7A7576C3_SOURCE_USE_DECISIONS_20260706.csv","1399","1399","baa7c4d3cd1145e7d586170f30d03ed94267f010154401346437f781f94c9acd","baa7c4d3cd1145e7d586170f30d03ed94267f010154401346437f781f94c9acd","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","arabic-rtl-7a7576c3-ef53-source-use-gate-intake","B3_HANDOFF_SUMMARY_20260706.csv","553","553","5f6ffe289b63b762809a5f5fc7318d0d6a66be973e29d31631d2a67865b2e9ce","5f6ffe289b63b762809a5f5fc7318d0d6a66be973e29d31631d2a67865b2e9ce","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","arabic-rtl-7a7576c3-ef53-source-use-gate-intake","BRANCH_7A7576C3_COMMITS_FROM_EF53_20260706.csv","288","288","4dd02f0d18b2155ba862750905de23b57748670f10ae0aafb8ce23cceb7e5213","4dd02f0d18b2155ba862750905de23b57748670f10ae0aafb8ce23cceb7e5213","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","arabic-rtl-7a7576c3-ef53-source-use-gate-intake","BRANCH_7A7576C3_DELTA_FROM_EF53_CLASSIFIED_20260706.csv","25658","25658","8704707fa1d916d7a7ffa1ccf6e8e2ecc0ab610fbdca279d15665c45c8b8f16b","8704707fa1d916d7a7ffa1ccf6e8e2ecc0ab610fbdca279d15665c45c8b8f16b","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","arabic-rtl-7a7576c3-ef53-source-use-gate-intake","BRANCH_VISIBLE_7A_KEY_COPY_LEDGER_20260706.csv","10437","10437","77360d27e95da88cb4c60c31b516f50ed08b6e2fc2dec5c5ea9a8f156a2ed413","77360d27e95da88cb4c60c31b516f50ed08b6e2fc2dec5c5ea9a8f156a2ed413","True","True","branch-visible-hash-check"
"b4660802e7a2464b6a9c65c2429109e02e1eabdb","arabic-rtl-7a7576c3-ef53-source-use-gate-intake","branch-visible-7a-key-files\b3-transfer\B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_AUDIT.md","1173","1173","96c1244742403f695433bdfedd86594c18e5a575478617a2ec1a9d46bad316e5","96c1244742403f695433bdfedd86594c18e5a575478617a2ec1a9d46bad316e5","True","True","branch-visible-hash-check"
